,ATF7IP2,ATP10D,ATP6V1E2,BACH2,BBS10,BEND3,BRD7,BTLA,C10orf105,C11orf1,CA1,CCPG1,CD8A,CDK10,CLIC5,CREBZF,CYB5R1,DMRT1,DYRK4,EFHD1,EHF,EHMT1,EML5,FAM208A,FAM229B,GALT,GLI3,HES5,HIST1H4I,HLA-DQA2,HSPA4,HSPH1,IL17F,KDELR2,KLF13,KLHL29,KLRG1,KRTCAP2,LBHD1,LCMT2,LRP6,LRRC37A3,LYST,MAP3K9,MAPK8,MEFV,METAP1,MGA,MICA,MOSMO,MT3,NDST1,NNAT,OPTN,ORM2,P3H3,PEX10,PIP,POMK,POU2F3,RAB30,RAMP1,RASD2,RBMS1,RCBTB1,RPS6KA1,S100P,SAMHD1,SFMBT2,SFN,SFXN4,SH3KBP1,SIT1,SLC25A33,SLC25A53,SLC38A7,SPATA2,SUMF1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TTC39B,TWIST1,VAMP2,ZDHHC5,ZFP14,ZGLP1,ZNF10,ZNF235,ZNF285,ZNF473,ZNF534,ZNF583,ZNF687,ZNF880
RCBTB1,0.9504534,0.9546368,0.950517,0.9538222,0.9504243,0.9546916,0.9525196,0.95428705,0.95259446,0.9536081,0.9496278,0.95525074,0.95079434,0.9507516,0.9497893,0.95090795,0.9536496,0.94958097,0.9513793,0.951335,0.95464295,0.9521385,0.95387614,0.9512261,0.9523212,0.95036453,0.95582205,0.955446,0.9537304,0.9514554,0.9552854,0.9538921,0.9533532,0.9550567,0.953123,0.9536246,0.9496931,0.95428735,0.9551259,0.9513701,0.95218617,0.9526149,0.9537791,0.9540436,0.9493291,0.95393604,0.9496398,0.9517719,0.9545732,0.9550793,0.9528616,0.9550911,0.94887173,0.9528412,0.9550881,0.9556925,0.949561,0.95327103,0.9547024,0.9544089,0.9538672,0.95159745,0.9518194,0.95175266,1.0000099,0.9486574,0.9550157,0.9538836,0.95262676,0.9507735,0.94932795,0.9519341,0.9560406,0.949663,0.95186925,0.95249486,0.9543644,0.95342654,0.95200133,0.95194083,0.9545864,0.95268106,0.95306563,0.9509956,0.9529924,0.9517315,0.9529583,0.9559424,0.95530146,0.9560474,0.9533583,0.9539245,0.9536978,0.9499532,0.9538642,0.9512062,0.9541208,0.9482103,0.9524956,0.95450723
RPS6KA1,0.9529365,0.94974893,0.96115476,0.9550282,0.9636807,0.94923395,0.9486046,0.94892436,0.9500597,0.95059675,0.96411115,0.9497957,0.9553463,0.96366537,0.9651567,0.9590939,0.95032054,0.955644,0.95649314,0.9531111,0.95013326,0.9543023,0.9496855,0.954123,0.95089984,0.949285,0.94840187,0.95159495,0.950793,0.9527724,0.94949526,0.942249,0.94611853,0.9489317,0.9475566,0.9378731,0.962279,0.94900155,0.94526356,0.95055646,0.95100695,0.94837207,0.95177734,0.94842637,0.9592187,0.9492895,0.9605194,0.95172715,0.9433725,0.949389,0.94894725,0.9492643,0.9699754,0.94954556,0.9497746,0.9487487,0.95723784,0.950937,0.94886994,0.94831574,0.95124257,0.95037717,0.9532749,0.95195633,0.9486574,0.9999972,0.9497487,0.9372438,0.9590844,0.95920986,0.96330124,0.954108,0.9483916,0.9640821,0.94493186,0.95380354,0.9472844,0.9483416,0.95175576,0.95122963,0.95003545,0.9393092,0.9504533,0.95449626,0.9549477,0.9531275,0.95056367,0.95092136,0.9497726,0.9487357,0.9490488,0.9477734,0.950308,0.957593,0.9485744,0.9513189,0.94861585,0.95661247,0.9567081,0.9497111
S100P,0.9517504,0.9574412,0.95143086,0.9527154,0.9508083,0.9512718,0.9513684,0.9515915,0.9527698,0.9555771,0.9501727,0.95553935,0.9526756,0.952761,0.94941086,0.9539566,0.9520815,0.956216,0.9539572,0.9522942,0.9530685,0.95446193,0.95161045,0.9556918,0.94974136,0.9570787,0.953379,0.9515779,0.9529987,0.95324033,0.953017,0.9525454,0.9518983,0.9533351,0.9471563,0.95221096,0.9495445,0.9521551,0.95309234,0.9520371,0.94959426,0.95216626,0.9530338,0.95371205,0.94892746,0.95406324,0.95115364,0.9549151,0.9519969,0.9548977,0.9547829,0.95187247,0.95107204,0.9531885,0.95286924,0.95345193,0.95144063,0.9542339,0.9550667,0.9528657,0.9558218,0.95428824,0.9532537,0.9547465,0.9550157,0.9497487,0.9999961,0.952892,0.95371515,0.95484024,0.9506047,0.9524069,0.9551301,0.95156056,0.95625263,0.95407414,0.95269716,0.9543372,0.9551491,0.9525802,0.95447934,0.95199955,0.94891167,0.9513642,0.9508844,0.9569521,0.95312107,0.9533368,0.9529782,0.95311284,0.9540373,0.95051867,0.95129585,0.9509169,0.95520717,0.9564227,0.9502856,0.95127934,0.95153475,0.9554893
SAMHD1,0.9508759,0.9533577,0.9476898,0.94936156,0.944154,0.9533913,0.95133007,0.9546207,0.95196664,0.95187986,0.9432578,0.9547215,0.9461724,0.9457566,0.94110125,0.94809103,0.952369,0.949508,0.9482652,0.95159614,0.95434946,0.9509547,0.9526191,0.9515203,0.95345026,0.9512648,0.9525176,0.9516685,0.9514323,0.9503303,0.95172846,0.958547,0.95565,0.9519516,0.95282036,0.95919585,0.9460878,0.9517671,0.95495933,0.94786656,0.9514952,0.9525339,0.9524622,0.9533957,0.9448956,0.9534024,0.94784373,0.951909,0.9565605,0.95374924,0.95233,0.952266,0.94159865,0.9506743,0.9528092,0.95131516,0.94560593,0.9519204,0.9530417,0.9547438,0.95259106,0.9515411,0.94898003,0.9505498,0.9538836,0.9372438,0.952892,0.9999886,0.9477003,0.94752455,0.94334656,0.9499366,0.954981,0.94507146,0.9548524,0.95184016,0.9557104,0.9543628,0.95153636,0.9499309,0.95253485,0.9603518,0.95245486,0.9488135,0.95092183,0.9496515,0.95170665,0.9538331,0.9521531,0.9522397,0.95367575,0.9534325,0.9512436,0.94814646,0.95368266,0.9511386,0.95348,0.9472079,0.9477508,0.95355344
SFMBT2,0.95009464,0.9509241,0.95678896,0.9590206,0.95686615,0.9523707,0.9507093,0.9511999,0.9541409,0.9511212,0.9555417,0.95317286,0.95580417,0.9583923,0.9551614,0.9569254,0.9514852,0.9548605,0.960797,0.95268834,0.9491038,0.9538166,0.9521822,0.9517121,0.9510415,0.9516094,0.9491637,0.9545774,0.9540208,0.9524503,0.95137596,0.9510108,0.95051384,0.9505604,0.9518541,0.9445658,0.95533365,0.9523933,0.94929874,0.9524901,0.9522159,0.94952387,0.9506928,0.9493451,0.9531096,0.95139587,0.95678794,0.95149076,0.94917005,0.95422786,0.952774,0.95033795,0.956166,0.9551266,0.95073605,0.95140547,0.95349157,0.95500875,0.94913876,0.95163,0.9544259,0.950688,0.95498335,0.9510805,0.95262676,0.9590844,0.95371515,0.9477003,1.0000043,0.95816493,0.95622027,0.95449847,0.94980043,0.9587745,0.95009136,0.9506348,0.94889116,0.9516467,0.9564748,0.9555914,0.9512958,0.94659686,0.9529511,0.9519455,0.95184976,0.95778173,0.9539112,0.95268285,0.95449793,0.9512276,0.95247877,0.9524367,0.95204675,0.95567465,0.95196664,0.9541525,0.9522036,0.95599645,0.9565398,0.950912
SFN,0.95191175,0.9522306,0.9583251,0.954497,0.95471364,0.9496831,0.9499908,0.94977295,0.9519392,0.9550989,0.9554943,0.952669,0.95490116,0.9583332,0.9533875,0.95664763,0.9520473,0.957591,0.95814663,0.9526539,0.9501571,0.954656,0.9493746,0.95746,0.9512958,0.9528022,0.9497018,0.9512679,0.9518739,0.9560902,0.95064664,0.9488792,0.9483947,0.9501042,0.94621086,0.9443496,0.9550699,0.9498873,0.94863176,0.95100164,0.95070016,0.9500893,0.95131695,0.95167106,0.9540808,0.95077854,0.95759916,0.95349187,0.946947,0.95259905,0.9521185,0.950962,0.9595647,0.9518745,0.9517692,0.9502411,0.9546285,0.9529016,0.95158875,0.9510912,0.95411026,0.95142114,0.9545462,0.9532505,0.9507735,0.95920986,0.95484024,0.94752455,0.95816493,1.0000067,0.9557512,0.9529352,0.95098627,0.95918417,0.95188224,0.9544321,0.94882923,0.951899,0.95346224,0.9531338,0.9515008,0.94665504,0.9491971,0.95116425,0.95273817,0.9572181,0.9506872,0.95391726,0.95122254,0.94924164,0.9536891,0.94816005,0.9510758,0.9551009,0.9518013,0.95751625,0.9484549,0.9558787,0.9522253,0.95437545
SFXN4,0.95150983,0.9533689,0.95545626,0.95472765,0.957542,0.9505373,0.9506607,0.94880134,0.9538958,0.95156074,0.9596101,0.9506956,0.9550582,0.95757556,0.9615383,0.9555381,0.95093685,0.9537586,0.95847654,0.95199955,0.950489,0.9511744,0.94960254,0.95291245,0.9496341,0.94953513,0.9498826,0.952043,0.95106393,0.9524974,0.9508636,0.9475886,0.9473211,0.9492973,0.94796395,0.94479847,0.9566773,0.95151764,0.9471569,0.95363545,0.95288396,0.9489847,0.95138043,0.9499487,0.954569,0.9499065,0.95522916,0.9519376,0.9469243,0.9498558,0.9499475,0.9502305,0.9604171,0.95252347,0.94989645,0.9506364,0.95649207,0.94963425,0.9498466,0.9482623,0.9515728,0.9494962,0.95431197,0.9519901,0.94932795,0.96330124,0.9506047,0.94334656,0.95622027,0.9557512,0.9999914,0.9539666,0.94818825,0.95667505,0.94731057,0.9529878,0.94838715,0.9489151,0.9536812,0.95388764,0.9508617,0.944948,0.951724,0.9536336,0.9536704,0.95326066,0.9514953,0.9497932,0.9505513,0.9505421,0.94975424,0.9506096,0.9509163,0.95622975,0.9497578,0.9524143,0.95042545,0.95516336,0.95613617,0.94937176
SH3KBP1,0.9540212,0.9553369,0.95516473,0.9502896,0.953623,0.95456886,0.95055664,0.95264983,0.9566031,0.9560501,0.9533386,0.9508474,0.9547945,0.95525014,0.951288,0.95526004,0.9517027,0.9520208,0.95455176,0.9585763,0.95444447,0.9533426,0.94980776,0.95393765,0.9552226,0.95095086,0.95328957,0.956464,0.953704,0.9545935,0.9527674,0.95134825,0.94864476,0.95421046,0.9518434,0.9486042,0.95807844,0.9534228,0.9498557,0.9563159,0.9547331,0.949593,0.9513935,0.9539038,0.95098484,0.95311725,0.9534248,0.95118743,0.94930375,0.9499926,0.9510715,0.95118016,0.9559361,0.9528914,0.95280373,0.9542148,0.9534175,0.95109284,0.953061,0.95172423,0.9553589,0.95419353,0.95506954,0.95643336,0.9519341,0.954108,0.9524069,0.9499366,0.95449847,0.9529352,0.9539666,0.9999939,0.95128584,0.9557631,0.94901574,0.95619375,0.95234066,0.95162237,0.9568827,0.9553718,0.95139074,0.9500852,0.9496534,0.95487934,0.9566574,0.9500884,0.95674545,0.95230705,0.95542854,0.952032,0.95161957,0.9518612,0.9542489,0.95377743,0.95206356,0.9527602,0.95513135,0.95509976,0.95604676,0.95237553
SIT1,0.9510904,0.9536126,0.95203626,0.9484867,0.95078063,0.955024,0.9510822,0.95684934,0.9511457,0.95500016,0.9514232,0.9559018,0.9482185,0.9510305,0.94918215,0.95178145,0.9540435,0.94957894,0.9509173,0.95390725,0.95381224,0.9501367,0.9578332,0.9512606,0.9549425,0.95096344,0.9559349,0.9562828,0.95406616,0.95384735,0.9551852,0.95132476,0.95521414,0.95609355,0.9532187,0.95328176,0.9517357,0.9493009,0.9530659,0.94652647,0.95377773,0.95365024,0.95284474,0.95533025,0.9502897,0.9577536,0.950036,0.9502107,0.94984144,0.9542141,0.9542092,0.95329225,0.9501101,0.94887704,0.95632434,0.9528676,0.9486579,0.9567194,0.95434135,0.95649844,0.95559895,0.95173764,0.9506341,0.95084447,0.9560406,0.9483916,0.9551301,0.954981,0.94980043,0.95098627,0.94818825,0.95128584,0.9999982,0.95126164,0.95381546,0.9554356,0.95559275,0.95648897,0.95089686,0.9483565,0.9563915,0.9540062,0.95046794,0.9504541,0.9537095,0.9503856,0.9520453,0.9570764,0.9554166,0.9549136,0.95521694,0.9564688,0.9567804,0.95125926,0.9550101,0.95218974,0.9541835,0.9480474,0.95029646,0.955083
SLC25A33,0.9529368,0.952084,0.96139234,0.9517741,0.95714414,0.9519525,0.9478932,0.95122355,0.952467,0.9525058,0.9566486,0.9524252,0.95369333,0.96094364,0.9545918,0.95988137,0.951276,0.95424306,0.95812047,0.9545381,0.9505184,0.954796,0.95156395,0.9535121,0.95252305,0.9505309,0.94828874,0.9542564,0.9518707,0.9554765,0.9525105,0.9472133,0.9496092,0.9520768,0.949619,0.940773,0.9615967,0.9493444,0.9466181,0.95186317,0.9537984,0.9495292,0.9518757,0.95105624,0.95541805,0.95207846,0.9591265,0.9518735,0.9439818,0.951385,0.9517188,0.95042086,0.9616995,0.95141625,0.9521678,0.95154124,0.952293,0.955202,0.951404,0.95170647,0.9556194,0.9516216,0.9534485,0.95396584,0.949663,0.9640821,0.95156056,0.94507146,0.9587745,0.95918417,0.95667505,0.9557631,0.95126164,0.999988,0.9487977,0.956665,0.9501567,0.9515782,0.9531269,0.95183694,0.9506122,0.94477063,0.94952136,0.9535954,0.9567164,0.95352674,0.9531186,0.9531727,0.9536483,0.95042855,0.9515728,0.9532811,0.9547825,0.9568295,0.95014685,0.9529585,0.95262665,0.9589597,0.95493066,0.9504812
SLC25A53,0.9516779,0.95247823,0.94675004,0.95133966,0.9488659,0.952056,0.9538727,0.95200014,0.9523344,0.9527856,0.94925094,0.9518349,0.95127165,0.9502279,0.94912493,0.9498333,0.95125264,0.95191777,0.9502545,0.9477659,0.95252734,0.95384413,0.9516,0.9535798,0.94873816,0.956624,0.9529408,0.94918317,0.9507008,0.9511324,0.9516997,0.9514956,0.9546459,0.95302373,0.9505782,0.9548535,0.94614345,0.95217884,0.9571717,0.9535252,0.94544387,0.9536775,0.9499405,0.9541893,0.9498625,0.9518695,0.9484951,0.95386535,0.9587134,0.9552641,0.95337313,0.95208466,0.9483718,0.95382583,0.95171374,0.9539087,0.95008534,0.95048296,0.95299053,0.9549328,0.95214,0.95457673,0.9513628,0.95269835,0.95186925,0.94493186,0.95625263,0.9548524,0.95009136,0.95188224,0.94731057,0.94901574,0.95381546,0.9487977,0.9999858,0.9516432,0.95357025,0.95707655,0.9526206,0.95111394,0.95020974,0.95298445,0.95050836,0.9511332,0.95022494,0.95289516,0.9511113,0.95282537,0.9502305,0.9513395,0.9571922,0.9503114,0.9486946,0.948316,0.9547823,0.9544195,0.951103,0.9483272,0.9479053,0.9561149
SLC38A7,0.9555329,0.95522064,0.955734,0.94902885,0.95267755,0.95180637,0.94936997,0.95257777,0.95419073,0.9568674,0.9545182,0.9542815,0.94984525,0.954782,0.94926965,0.9576303,0.95315707,0.95241344,0.95184135,0.9589389,0.9543947,0.95216125,0.95443827,0.95593435,0.95439255,0.95390105,0.953274,0.9578021,0.9529775,0.9573578,0.95487356,0.947405,0.9511476,0.9556622,0.94933957,0.9486575,0.9564438,0.95022696,0.9493934,0.9488624,0.9545209,0.95058465,0.95355266,0.95499504,0.95086807,0.9564979,0.9533586,0.9501399,0.945626,0.95020014,0.9527723,0.95207745,0.95534676,0.9486087,0.9550852,0.9505219,0.9503519,0.9537977,0.9556465,0.95280737,0.9574822,0.954599,0.9532447,0.9566437,0.95249486,0.95380354,0.95407414,0.95184016,0.9506348,0.9544321,0.9529878,0.95619375,0.9554356,0.956665,0.9516432,1.0000083,0.9549303,0.95420504,0.95172524,0.9497291,0.9546753,0.9520091,0.9473293,0.9542427,0.95872676,0.94963264,0.953804,0.9554064,0.9533375,0.95221406,0.9526671,0.9535949,0.955704,0.9550746,0.9539635,0.9542,0.952369,0.9551844,0.95088667,0.9543244
SPATA2,0.9519606,0.9540283,0.9495439,0.948518,0.95080507,0.9538315,0.9533814,0.95439374,0.9549884,0.9516761,0.94967943,0.95482934,0.950747,0.95112365,0.9476967,0.9500514,0.9530855,0.95187163,0.9510911,0.9552012,0.9578051,0.9535122,0.9549603,0.95245594,0.9521626,0.95407677,0.9567339,0.9521002,0.95142543,0.9514544,0.95300204,0.95423555,0.9547719,0.95759964,0.9557962,0.9569606,0.95198536,0.95516187,0.95344245,0.9529377,0.9530963,0.9549942,0.95320725,0.95376384,0.9489677,0.95540905,0.95046717,0.9523319,0.95492315,0.9522919,0.9530921,0.9524103,0.94950986,0.95068645,0.9528926,0.957192,0.94947386,0.9531588,0.9548554,0.9564749,0.953048,0.9554421,0.951635,0.9535777,0.9543644,0.9472844,0.95269716,0.9557104,0.94889116,0.94882923,0.94838715,0.95234066,0.95559275,0.9501567,0.95357025,0.9549303,0.9999994,0.9534782,0.95451826,0.95192677,0.95430547,0.95394886,0.95012766,0.9526088,0.9523674,0.94918895,0.9548855,0.9534359,0.95327395,0.9537121,0.9531047,0.95675313,0.9541129,0.9495145,0.9545171,0.9480893,0.9550537,0.95232415,0.950644,0.9568751
SUMF1,0.9528,0.952625,0.951419,0.9515949,0.95195603,0.954762,0.95160353,0.9546894,0.9509426,0.95613897,0.9514991,0.9542521,0.94910324,0.9510202,0.9498367,0.95346147,0.952421,0.94898105,0.9503652,0.951275,0.95255953,0.9509934,0.9541236,0.9526678,0.95390254,0.9539684,0.9528816,0.9522648,0.95175624,0.9523778,0.95451516,0.94983894,0.95487064,0.95453936,0.9522749,0.95265424,0.9508139,0.9518894,0.95486087,0.948449,0.9556517,0.9516681,0.95083535,0.95335877,0.9506045,0.9552184,0.95031554,0.9512188,0.95269054,0.953966,0.95450926,0.9520076,0.9501449,0.95182717,0.9544145,0.9525003,0.9485545,0.95663,0.95633405,0.9532678,0.95401126,0.9518177,0.9520856,0.95127034,0.95342654,0.9483416,0.9543372,0.9543628,0.9516467,0.951899,0.9489151,0.95162237,0.95648897,0.9515782,0.95707655,0.95420504,0.9534782,1.0000122,0.9533456,0.9482793,0.95095646,0.95502627,0.951309,0.9519117,0.9537921,0.95026124,0.9513449,0.9560489,0.9552686,0.9527244,0.9547552,0.9541391,0.9539898,0.95156837,0.95494455,0.95364726,0.954128,0.94803107,0.9503828,0.9538404
THYN1,0.9528313,0.9537922,0.95264953,0.9548411,0.9524845,0.95327187,0.95166045,0.9504777,0.95817095,0.95499724,0.95168656,0.95384943,0.9549841,0.9547155,0.95121753,0.9545788,0.9511938,0.9546554,0.9581362,0.9540963,0.95187354,0.9538232,0.9522729,0.95238376,0.9527423,0.9537205,0.9526168,0.9528259,0.95306456,0.9526231,0.95191467,0.9565867,0.95131224,0.9539511,0.95131236,0.95205355,0.9509291,0.9542146,0.9507966,0.9563112,0.95372266,0.95140445,0.95152104,0.9497685,0.9500528,0.95273054,0.95263267,0.9553057,0.9546123,0.9540547,0.95284414,0.9511789,0.9515581,0.95752996,0.9519285,0.95467573,0.95021737,0.9535119,0.9513298,0.952996,0.9560369,0.9547828,0.9540956,0.9535194,0.95200133,0.95175576,0.9551491,0.95153636,0.9564748,0.95346224,0.9536812,0.9568827,0.95089686,0.9531269,0.9526206,0.95172524,0.95451826,0.9533456,0.9999871,0.95777154,0.95389485,0.94960564,0.9508707,0.9516313,0.952154,0.95595586,0.956515,0.9527911,0.9545937,0.9514177,0.95581067,0.95379734,0.9537322,0.95428276,0.9551933,0.9536919,0.9539406,0.9538531,0.9555236,0.9541573
TMEM229B,0.9491956,0.9528451,0.95231557,0.9544837,0.9525016,0.9538949,0.95195293,0.95097196,0.95447224,0.9512437,0.9512145,0.9494167,0.9586495,0.9529452,0.9499984,0.9528258,0.95067805,0.9545505,0.9573146,0.95210534,0.95293576,0.95357984,0.9492426,0.9526409,0.9505802,0.95022607,0.95258933,0.952987,0.9533774,0.94907415,0.9500226,0.9640629,0.94999367,0.94964015,0.9537387,0.9531835,0.9531523,0.9560372,0.9513982,0.9576148,0.9517593,0.95015115,0.95104665,0.95010287,0.9493119,0.9523695,0.9541805,0.95455337,0.9575131,0.95228565,0.9516433,0.95152944,0.95144016,0.95595956,0.9495085,0.95518017,0.95288587,0.9518102,0.95234823,0.9532253,0.9511234,0.95103115,0.9537887,0.9525988,0.95194083,0.95122963,0.9525802,0.9499309,0.9555914,0.9531338,0.95388764,0.9553718,0.9483565,0.95183694,0.95111394,0.9497291,0.95192677,0.9482793,0.95777154,1.0000032,0.9496182,0.9486252,0.95304364,0.9523283,0.95198804,0.9551682,0.9564829,0.9512402,0.95157975,0.9509231,0.9531349,0.9501488,0.9512485,0.9509184,0.95050436,0.952181,0.95238566,0.9549486,0.95675117,0.95188177
TMEM25,0.95270264,0.95373285,0.9530704,0.95106447,0.9511777,0.95132315,0.950785,0.95305365,0.9533027,0.9524573,0.95106554,0.9549818,0.9497117,0.95034957,0.94976306,0.9522797,0.9531585,0.95135033,0.9517887,0.9553242,0.9534787,0.94951403,0.9560672,0.95156944,0.95335406,0.9527483,0.9565816,0.95458627,0.95304465,0.9539255,0.95511204,0.95126045,0.9540957,0.9535511,0.9545521,0.9513215,0.95140404,0.9519342,0.9516884,0.9495803,0.95211166,0.9521235,0.9518151,0.95319545,0.95000356,0.95551723,0.9506254,0.95239705,0.950006,0.9533556,0.95096815,0.9533132,0.9494916,0.9502628,0.9554227,0.9506583,0.9494308,0.954814,0.9536621,0.9532117,0.9549374,0.9540284,0.952851,0.9523604,0.9545864,0.95003545,0.95447934,0.95253485,0.9512958,0.9515008,0.9508617,0.95139074,0.9563915,0.9506122,0.95020974,0.9546753,0.95430547,0.95095646,0.95389485,0.9496182,1.0000091,0.9530417,0.95261145,0.9519149,0.95242137,0.95148337,0.9515767,0.9558296,0.95501864,0.9535122,0.95325756,0.9543721,0.9545697,0.954094,0.95410085,0.9529755,0.95167536,0.95190334,0.9507446,0.9546862
TP53,0.9514679,0.9524282,0.9477186,0.9471978,0.9437036,0.95170707,0.9520299,0.95329714,0.95158964,0.9520091,0.9488887,0.95218325,0.94198143,0.94523066,0.9435487,0.94959956,0.95285195,0.94635326,0.946303,0.9510217,0.9519088,0.94721955,0.9549346,0.94884765,0.95293593,0.9508196,0.9524505,0.9533923,0.95129853,0.9508331,0.9534184,0.952235,0.9564452,0.95312893,0.95471275,0.96165276,0.9477426,0.95000255,0.95410955,0.9480667,0.95120513,0.9523905,0.9512244,0.95235795,0.948732,0.95332795,0.9441669,0.948218,0.9527984,0.95066255,0.9517308,0.9519475,0.9429467,0.9505777,0.9530983,0.9512464,0.94585973,0.95311034,0.954236,0.9536514,0.95276666,0.9509817,0.9495681,0.9519009,0.95268106,0.9393092,0.95199955,0.9603518,0.94659686,0.94665504,0.944948,0.9500852,0.9540062,0.94477063,0.95298445,0.9520091,0.95394886,0.95502627,0.94960564,0.9486252,0.9530417,0.99999744,0.9505186,0.95095944,0.95110214,0.94870853,0.9509555,0.9518916,0.95169187,0.9530691,0.9530344,0.95836866,0.9537225,0.94971406,0.9513677,0.95077527,0.9537028,0.94835436,0.946792,0.95185804
TRIT1,0.95006835,0.95076466,0.95165944,0.9576406,0.95488274,0.9566148,0.95272267,0.953731,0.9500645,0.947439,0.9513496,0.94926953,0.95335865,0.9514066,0.9544713,0.9496212,0.95438945,0.9515396,0.9528254,0.94866824,0.95223546,0.9516858,0.9527679,0.95042783,0.95375544,0.94994265,0.9527109,0.95205784,0.9491657,0.9476965,0.95008415,0.9545553,0.9543454,0.94906986,0.95877093,0.95342654,0.95166975,0.9542554,0.9516438,0.95303196,0.9542068,0.9498092,0.95174277,0.9492541,0.95152235,0.951085,0.95350754,0.95011103,0.9567957,0.95743805,0.95014995,0.9510561,0.94953394,0.9525068,0.9507574,0.9517571,0.9522008,0.9555273,0.9497806,0.95366615,0.94829744,0.9489612,0.95123667,0.9495481,0.95306563,0.9504533,0.94891167,0.95245486,0.9529511,0.9491971,0.951724,0.9496534,0.95046794,0.94952136,0.95050836,0.9473293,0.95012766,0.951309,0.9508707,0.95304364,0.95261145,0.9505186,1.0000058,0.95055145,0.9527656,0.95243347,0.9503281,0.9517248,0.9499996,0.95033026,0.9503807,0.9518752,0.9500033,0.95034045,0.94913936,0.95138466,0.95185494,0.95058227,0.9547156,0.9497623
TRMT10A,0.9541066,0.9523349,0.95308024,0.9506179,0.95157814,0.9517544,0.9517222,0.95083505,0.9525241,0.9526398,0.95429444,0.95080227,0.9529738,0.95324284,0.9544896,0.95344996,0.9534708,0.9506099,0.9514911,0.95462644,0.95321834,0.9530467,0.9508208,0.95226014,0.95044756,0.95189106,0.95140195,0.9548458,0.9527736,0.95099455,0.9533008,0.9482953,0.95151305,0.95380676,0.95155126,0.95057565,0.95581734,0.9529602,0.95147866,0.952643,0.953174,0.9524408,0.95135045,0.9521134,0.9515223,0.95373917,0.9509111,0.9504121,0.9491887,0.9486927,0.9516876,0.95115644,0.9557482,0.9500063,0.95256877,0.95509434,0.9521852,0.95172936,0.95579916,0.95343393,0.95417184,0.95413566,0.95381486,0.953595,0.9509956,0.95449626,0.9513642,0.9488135,0.9519455,0.95116425,0.9536336,0.95487934,0.9504541,0.9535954,0.9511332,0.9542427,0.9526088,0.9519117,0.9516313,0.9523283,0.9519149,0.95095944,0.95055145,1.0000131,0.9552018,0.94947183,0.9545493,0.95230544,0.9527474,0.95193475,0.9511371,0.954314,0.9531646,0.9527277,0.950071,0.9508656,0.9527997,0.9547002,0.953984,0.95299476
TRPM2,0.9534493,0.95458364,0.9563468,0.94935435,0.95366883,0.9561259,0.9510821,0.95406085,0.953932,0.95464903,0.95327425,0.9524478,0.9519639,0.9541099,0.950101,0.9556246,0.9522481,0.95124936,0.95238715,0.95568365,0.95837545,0.9539623,0.9540527,0.9546478,0.9542327,0.9517627,0.952686,0.9563524,0.95027727,0.9530148,0.95329386,0.9499538,0.9538607,0.9544604,0.9535768,0.94983774,0.96094847,0.95155525,0.9486802,0.9522556,0.956783,0.94983894,0.95230925,0.9536458,0.9524735,0.9544146,0.9546803,0.950454,0.9484273,0.95042884,0.95139104,0.95181805,0.9576801,0.9474347,0.9534833,0.9536178,0.9502833,0.95546806,0.9531324,0.9572186,0.9538034,0.9522692,0.95258296,0.9554083,0.9529924,0.9549477,0.9508844,0.95092183,0.95184976,0.95273817,0.9536704,0.9566574,0.9537095,0.9567164,0.95022494,0.95872676,0.9523674,0.9537921,0.952154,0.95198804,0.95242137,0.95110214,0.9527656,0.9552018,1.0000085,0.9479445,0.9516797,0.95309734,0.95318246,0.9508738,0.9523963,0.95425284,0.95454603,0.95194554,0.95149934,0.9512295,0.9559662,0.9543487,0.9537879,0.9525877
TRPV2,0.95039606,0.95022357,0.9550691,0.95822006,0.95301646,0.9497391,0.94994926,0.9490555,0.95215404,0.95068055,0.95201004,0.95359457,0.95745206,0.9545664,0.9520384,0.9536481,0.9506837,0.95894223,0.96040004,0.94974595,0.9465755,0.9543338,0.9500336,0.95419633,0.9493646,0.9550383,0.9488179,0.95118034,0.9533411,0.95284146,0.95084894,0.9548675,0.9503697,0.95015204,0.94687164,0.9480565,0.9489635,0.94980145,0.950008,0.95413244,0.94687885,0.9506441,0.9503235,0.94868153,0.9513561,0.9510019,0.95465034,0.95609343,0.95378894,0.9563868,0.95287913,0.94961274,0.95226717,0.9573927,0.9505315,0.9496668,0.9531072,0.9548272,0.9501413,0.95222807,0.9533636,0.9522988,0.95482403,0.9519106,0.9517315,0.9531275,0.9569521,0.9496515,0.95778173,0.9572181,0.95326066,0.9500884,0.9503856,0.95352674,0.95289516,0.94963264,0.94918895,0.95026124,0.95595586,0.9551682,0.95148337,0.94870853,0.95243347,0.94947183,0.9479445,1.00001,0.9545813,0.9527736,0.9515209,0.94946814,0.9547313,0.9476398,0.9507532,0.95415264,0.951056,0.95732015,0.9485864,0.9552132,0.9542694,0.9531699
