,ATF7IP2,ATP10D,ATP6V1E2,BACH2,BBS10,BEND3,BRD7,BTLA,C10orf105,C11orf1,CA1,CCPG1,CD8A,CDK10,CLIC5,CREBZF,CYB5R1,DMRT1,DYRK4,EFHD1,EHF,EHMT1,EML5,FAM208A,FAM229B,GALT,GLI3,HES5,HIST1H4I,HLA-DQA2,HSPA4,HSPH1,IL17F,KDELR2,KLF13,KLHL29,KLRG1,KRTCAP2,LBHD1,LCMT2,LRP6,LRRC37A3,LYST,MAP3K9,MAPK8,MEFV,METAP1,MGA,MICA,MOSMO,MT3,NDST1,NNAT,OPTN,ORM2,P3H3,PEX10,PIP,POMK,POU2F3,RAB30,RAMP1,RASD2,RBMS1,RCBTB1,RPS6KA1,S100P,SAMHD1,SFMBT2,SFN,SFXN4,SH3KBP1,SIT1,SLC25A33,SLC25A53,SLC38A7,SPATA2,SUMF1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TTC39B,TWIST1,VAMP2,ZDHHC5,ZFP14,ZGLP1,ZNF10,ZNF235,ZNF285,ZNF473,ZNF534,ZNF583,ZNF687,ZNF880
LYST,0.9505133,0.95135176,0.95211273,0.9506353,0.9511261,0.9517178,0.9501768,0.95306087,0.9506807,0.95209426,0.95054245,0.95261693,0.94970626,0.9515739,0.9501091,0.95290554,0.953564,0.95048386,0.9517751,0.9529765,0.9535941,0.95126843,0.95392966,0.95092857,0.95140845,0.9498089,0.95280486,0.95432687,0.95276153,0.9526309,0.95184493,0.9498848,0.95275486,0.9531257,0.95024514,0.9503966,0.9521191,0.9517631,0.95267916,0.951136,0.95321184,0.9521676,1.0000116,0.9539056,0.95078456,0.95328754,0.9519257,0.95088714,0.950137,0.95051664,0.95260245,0.9514772,0.95230293,0.94981295,0.95250773,0.9520501,0.9506823,0.9508551,0.9528619,0.9512945,0.95340115,0.9517262,0.9514944,0.9521959,0.953781,0.95179456,0.95333123,0.9523789,0.95070195,0.9513328,0.9514024,0.95140654,0.9528587,0.9518989,0.9499607,0.95356005,0.9532145,0.9508408,0.9515351,0.95106,0.95181835,0.95123386,0.9517564,0.9513525,0.95231664,0.9503387,0.95163906,0.9525956,0.95275486,0.9521202,0.9512403,0.9519369,0.95281583,0.9524497,0.9528385,0.9510469,0.95226014,0.9503936,0.9516325,0.95166075
MAP3K9,0.9527814,0.9536383,0.9504713,0.94902503,0.9499519,0.95181966,0.95136666,0.95433533,0.9510792,0.9555371,0.9505159,0.9548717,0.9496674,0.95050687,0.9483227,0.9516906,0.9528639,0.9503428,0.94799,0.9544991,0.95476985,0.9533987,0.9538554,0.9539596,0.9540164,0.952629,0.9555356,0.9528878,0.9545883,0.9536576,0.9541923,0.9498268,0.9509384,0.955029,0.95140934,0.9512492,0.9526483,0.9525032,0.95286256,0.9502149,0.9516169,0.95476377,0.9539056,0.9999879,0.94979626,0.95476294,0.95042133,0.9512108,0.9504056,0.9510655,0.95419705,0.9537728,0.94979954,0.949411,0.95481956,0.95285785,0.949551,0.9500502,0.9553118,0.9530039,0.95280814,0.9540565,0.95177037,0.9535464,0.95402765,0.948425,0.9538997,0.9532919,0.94933635,0.95166886,0.94995236,0.95389795,0.95532566,0.951061,0.95419073,0.95498395,0.95375234,0.95334524,0.9497638,0.950098,0.9531808,0.9523492,0.9492495,0.9520971,0.95363486,0.9486781,0.95190984,0.953477,0.95469,0.9552935,0.9527491,0.9515456,0.9516214,0.95120686,0.95434886,0.9528002,0.95087916,0.94987667,0.9485599,0.95440716
MAPK8,0.9521274,0.94968164,0.95503026,0.95127976,0.95464855,0.95089716,0.95021033,0.9516389,0.9498777,0.9501132,0.95704156,0.9480582,0.95206803,0.9557607,0.9579604,0.95359343,0.9517541,0.9509442,0.95032555,0.95103884,0.94826937,0.9502634,0.9506548,0.9518005,0.951662,0.94917387,0.9488827,0.9502844,0.9499705,0.95154434,0.9501994,0.9464246,0.9503037,0.95009387,0.95042914,0.94651985,0.9545821,0.9493182,0.95002943,0.9495725,0.95057744,0.9489008,0.95078456,0.94979626,1.0000048,0.95057213,0.9552245,0.9504711,0.9467298,0.95018005,0.95019543,0.9503609,0.9573839,0.95063615,0.9503261,0.9502387,0.9546237,0.9518815,0.9505781,0.9498213,0.9501668,0.95030427,0.95033044,0.9504167,0.94932646,0.959231,0.94893765,0.94490474,0.95311284,0.95409185,0.9545853,0.9509922,0.9502986,0.95543504,0.9498772,0.9508702,0.9489694,0.9506047,0.95006114,0.9493201,0.95000136,0.94873655,0.9515308,0.9515189,0.95247555,0.95136595,0.94975686,0.95157737,0.95139974,0.949212,0.9511255,0.94921696,0.95175207,0.95460486,0.94969505,0.95227736,0.9504185,0.9508267,0.9516093,0.95008874
MEFV,0.9527654,0.9549874,0.95443356,0.9488101,0.95141745,0.9551156,0.95048213,0.955363,0.9527029,0.9535727,0.952456,0.9544522,0.9494756,0.9541507,0.94926494,0.9542226,0.9555325,0.9504255,0.94936115,0.95701617,0.9547347,0.9527386,0.95799136,0.9528135,0.95523345,0.952879,0.95353734,0.95856214,0.9521736,0.9544905,0.95522916,0.950161,0.957786,0.9581718,0.9529143,0.95197874,0.95556813,0.9543439,0.9540445,0.949549,0.9549842,0.95213413,0.95328754,0.95476294,0.95057213,0.99999326,0.95146483,0.9528965,0.9496393,0.95177156,0.9551997,0.9523772,0.9508197,0.94971263,0.9560224,0.95304036,0.9496842,0.9587023,0.95640796,0.9584218,0.9561876,0.9552332,0.95176154,0.95577455,0.9539229,0.9492907,0.95434546,0.95340323,0.95138955,0.95077896,0.94991285,0.9531148,0.9577517,0.9520864,0.95187426,0.95648944,0.9554005,0.9552087,0.95272887,0.9523674,0.9555056,0.95332277,0.95108336,0.95381963,0.9544063,0.95100135,0.9550064,0.9570936,0.9572336,0.95287156,0.9558553,0.95514274,0.95831007,0.9528641,0.9533227,0.95244396,0.9537925,0.95398915,0.9527414,0.95519704
METAP1,0.9521708,0.9510909,0.9589612,0.9570036,0.9589156,0.9517148,0.949088,0.9496254,0.95123804,0.9519337,0.9548292,0.9502144,0.95646095,0.9581791,0.9534705,0.9556046,0.9507509,0.9560208,0.95638937,0.9523698,0.949883,0.954616,0.9495733,0.9556539,0.9521693,0.9506229,0.9493234,0.9516915,0.950222,0.95162797,0.9496252,0.9502078,0.94712657,0.9492332,0.94858205,0.9443008,0.9563063,0.95021665,0.9468657,0.9507425,0.9514063,0.9484911,0.9519257,0.95042133,0.9552245,0.95146483,1.0000045,0.95205414,0.94826317,0.9514078,0.95031184,0.94911814,0.96024734,0.95114744,0.95016724,0.9500662,0.9551699,0.9521615,0.94998515,0.9508305,0.95136625,0.9507486,0.9522741,0.95093113,0.9496349,0.9605305,0.9511621,0.9477562,0.95678914,0.9576087,0.9552431,0.95343006,0.95004296,0.95914185,0.9485081,0.953359,0.9503675,0.9503138,0.9526391,0.9541862,0.9506217,0.9441703,0.95351374,0.9509058,0.95468056,0.9546588,0.9500661,0.95083636,0.9505035,0.94932723,0.95123947,0.94813347,0.95066935,0.9535983,0.9507715,0.9533913,0.94845337,0.95455754,0.9556892,0.9510588
MGA,0.95162404,0.9532599,0.95078856,0.953177,0.9510169,0.9503592,0.9527875,0.9488388,0.9541454,0.9523973,0.94901836,0.9525667,0.9559809,0.95210254,0.9510766,0.95064014,0.9516281,0.9546234,0.9544447,0.9538438,0.95261264,0.9557023,0.9482925,0.9541725,0.9503514,0.95405716,0.9518948,0.9503981,0.9526558,0.9510145,0.9513723,0.95420265,0.95083284,0.9510362,0.94855374,0.9524164,0.9490578,0.9551752,0.9530888,0.95434535,0.9485006,0.95140815,0.95088714,0.9512108,0.9504711,0.9528965,0.95205414,1.0000103,0.9545365,0.95262814,0.95038563,0.9528418,0.95153975,0.9533593,0.9491978,0.9534597,0.9504949,0.9488727,0.95204705,0.95301664,0.9530212,0.95586574,0.95381653,0.95197946,0.9519636,0.95174396,0.9549308,0.9519248,0.95149946,0.95350754,0.95195884,0.9512931,0.95013005,0.95189637,0.9538846,0.95005375,0.95243233,0.95131713,0.955319,0.9545661,0.9524002,0.9482278,0.95012426,0.95041394,0.9504616,0.95610803,0.95455545,0.9534896,0.9521337,0.9501724,0.9544983,0.94881046,0.94855046,0.9500304,0.9537642,0.9549394,0.9490054,0.9515178,0.95351076,0.9555048
MICA,0.94797736,0.951749,0.94613796,0.9564502,0.94763434,0.9566876,0.9573515,0.95107245,0.9511438,0.94700783,0.9457715,0.95031834,0.9549519,0.94766897,0.9492647,0.9439696,0.9530164,0.95226836,0.9519591,0.9473985,0.9533516,0.95468307,0.94982433,0.9493135,0.94928384,0.9539358,0.954539,0.9478447,0.9516227,0.94542456,0.95044583,0.9616917,0.95384836,0.9511808,0.9574679,0.9616946,0.944556,0.958493,0.9569397,0.95894104,0.9483002,0.9527291,0.950137,0.9504056,0.9467298,0.9496393,0.94826317,0.9545365,1.000006,0.9545337,0.9497647,0.95149463,0.9455335,0.959352,0.9490608,0.95606256,0.9501633,0.9484699,0.9508354,0.9550022,0.9478408,0.9556068,0.9507333,0.94968253,0.95457256,0.9433859,0.95201004,0.9565747,0.9491772,0.9469599,0.9469437,0.9493146,0.9498533,0.9440032,0.95873034,0.9456318,0.95492756,0.95269394,0.95462334,0.9575237,0.95000637,0.9528059,0.9568064,0.9491886,0.9484328,0.9538011,0.95550436,0.95098495,0.9490267,0.9508841,0.9546797,0.9505896,0.9461401,0.9451398,0.9533544,0.9475347,0.95104665,0.94972336,0.95352644,0.95249575
MOSMO,0.9484338,0.9527348,0.9527338,0.9574763,0.95389265,0.95401376,0.9523901,0.95376194,0.949816,0.9543064,0.95098454,0.95336765,0.95387447,0.9524477,0.9513035,0.95057374,0.9537701,0.95332074,0.95264703,0.9488913,0.94961756,0.9520733,0.9546704,0.95446354,0.95471066,0.9549047,0.95343727,0.9515687,0.9508021,0.95121384,0.9511434,0.9566655,0.9538672,0.9506671,0.9529396,0.95154274,0.94756484,0.9517904,0.9531923,0.9489965,0.95006216,0.9502429,0.95051664,0.9510655,0.95018005,0.95177156,0.9514078,0.95262814,0.9545337,0.9999877,0.9542145,0.95075315,0.9500245,0.9563793,0.9532291,0.9503354,0.95175564,0.9565739,0.951731,0.95558065,0.95155215,0.94937974,0.9512671,0.94841385,0.95506155,0.94938624,0.95489395,0.95374507,0.9542173,0.9525952,0.9498584,0.94998604,0.95420814,0.9513886,0.95526385,0.9501884,0.95227915,0.9539515,0.95404875,0.9522793,0.95333946,0.9506527,0.9574314,0.9486756,0.95041704,0.95638245,0.9509275,0.95491683,0.9514393,0.9494599,0.9550539,0.9502634,0.953212,0.95208997,0.9526942,0.9551083,0.94987464,0.9471788,0.94987863,0.95547813
MT3,0.9525717,0.95441896,0.95103776,0.95003164,0.95033914,0.95142555,0.9531166,0.9527275,0.9503472,0.9536352,0.9513827,0.9534484,0.9499984,0.95150954,0.9494828,0.9534366,0.95324385,0.9504761,0.9503236,0.9513449,0.952151,0.9513517,0.9556664,0.95095044,0.9517689,0.9535506,0.9528899,0.95525026,0.95207196,0.9534058,0.9539551,0.951451,0.95535207,0.95520717,0.95163316,0.9525465,0.9508299,0.95160633,0.9525451,0.9521675,0.9501715,0.95227003,0.95260245,0.95419705,0.95019543,0.9551997,0.95031184,0.95038563,0.9497647,0.9542145,1.000009,0.9517187,0.9514714,0.95513934,0.9527305,0.9520634,0.95015633,0.9549195,0.95410657,0.9526616,0.9551756,0.9526005,0.9533303,0.9530623,0.9529629,0.94905907,0.95509785,0.952249,0.9527752,0.9522307,0.95006174,0.9510774,0.95421755,0.95173216,0.95339096,0.95287734,0.9529965,0.954313,0.9529568,0.9517554,0.951175,0.9517501,0.95015514,0.95177567,0.9513898,0.9529918,0.9544062,0.95419,0.95491165,0.9533472,0.9554585,0.9537819,0.95441914,0.95356566,0.95461637,0.95437497,0.95459294,0.9520147,0.9508152,0.9541515
NDST1,0.95101494,0.95208263,0.9495219,0.95112944,0.9504005,0.95098305,0.95317847,0.9516901,0.9517823,0.95160437,0.949891,0.95422524,0.9505385,0.95014334,0.95065236,0.9505222,0.95230436,0.9505261,0.95056003,0.9515796,0.95222867,0.9513449,0.9528095,0.95006084,0.9501637,0.95024717,0.95430535,0.95273614,0.954965,0.95131254,0.9531028,0.95105183,0.95308924,0.9525307,0.95015836,0.95183825,0.95034397,0.9529192,0.95380175,0.95253325,0.9510231,0.9550504,0.9514772,0.9537728,0.9503609,0.9523772,0.94911814,0.9528418,0.95149463,0.95075315,0.9517187,0.99998784,0.94987035,0.95149744,0.95631826,0.95493317,0.94932455,0.950433,0.9525002,0.95224726,0.9529643,0.9525854,0.95100284,0.9528508,0.9550748,0.9492629,0.95206076,0.95226324,0.9503289,0.9509592,0.9502338,0.9511746,0.95328784,0.9504255,0.9520862,0.9520668,0.9523989,0.95199424,0.9511739,0.95152444,0.9532985,0.95193833,0.9510514,0.9511398,0.95180726,0.94960904,0.95045286,0.95295286,0.9530573,0.9555862,0.95232266,0.9520827,0.9513479,0.9502715,0.9534051,0.95190454,0.952577,0.9508785,0.95157325,0.9535039
NNAT,0.9532639,0.9504683,0.9607202,0.9535385,0.9622549,0.95068145,0.94962674,0.94901216,0.9515098,0.9526142,0.96170974,0.9497077,0.955214,0.96297294,0.9595447,0.9583193,0.9503601,0.9553184,0.9555885,0.9538054,0.9520585,0.9545227,0.9490998,0.95725524,0.9508141,0.94977915,0.9490497,0.952458,0.95078427,0.9529816,0.9506552,0.9450426,0.9485648,0.9515703,0.94762146,0.94166917,0.9629149,0.9494921,0.94575334,0.95059216,0.95299584,0.94894207,0.95230293,0.94979954,0.9573839,0.9508197,0.96024734,0.95153975,0.9455335,0.9500245,0.9514714,0.94987035,1.0000088,0.94966346,0.95087576,0.9513266,0.95603913,0.95118636,0.95217866,0.9509151,0.95271266,0.95175624,0.95341206,0.9540896,0.948876,0.9699955,0.95097506,0.9416148,0.9561763,0.9594682,0.9605539,0.9559499,0.9501258,0.96172315,0.94839364,0.95535547,0.9496263,0.95026237,0.95156664,0.951455,0.9493819,0.9429587,0.94954896,0.9557512,0.9576885,0.95217025,0.95110905,0.9506757,0.9511667,0.9494538,0.9504664,0.95022357,0.9511694,0.95528084,0.9497666,0.9522861,0.95184106,0.95490724,0.955073,0.9500239
OPTN,0.95063066,0.9517694,0.9514203,0.95699644,0.94989693,0.95496774,0.9537612,0.9517183,0.9555317,0.95134795,0.95058554,0.9505087,0.95556945,0.9527725,0.9520237,0.9505306,0.951719,0.9506591,0.9559516,0.95018065,0.94744337,0.9500832,0.9506615,0.94780713,0.9511782,0.9524982,0.952042,0.9508135,0.9522805,0.948689,0.95279366,0.95777327,0.95351577,0.9509583,0.9535331,0.95236784,0.94702137,0.9569235,0.9539715,0.9588787,0.94652843,0.9514503,0.94981295,0.949411,0.95063615,0.94971263,0.95114744,0.9533593,0.959352,0.9563793,0.95513934,0.95149744,0.94966346,1.0000132,0.95046705,0.95327544,0.951908,0.9498683,0.95189077,0.9518784,0.95296925,0.9525003,0.95483017,0.9497899,0.95283484,0.9495539,0.95319575,0.95068175,0.95512664,0.95188206,0.9525369,0.9528954,0.948883,0.9514306,0.9538373,0.94860834,0.95068526,0.951824,0.9575352,0.9559645,0.95025766,0.95057935,0.95251197,0.9499998,0.9474344,0.9573034,0.95625794,0.954126,0.9533663,0.95164585,0.95518184,0.9514956,0.9506736,0.9521684,0.95554006,0.95335084,0.953276,0.95209754,0.95637786,0.9510459
ORM2,0.95250267,0.95360374,0.9520047,0.9511227,0.95057946,0.9538958,0.9514122,0.9541398,0.95238847,0.95572543,0.9527021,0.95506734,0.9491999,0.95240754,0.9496164,0.9529975,0.9538945,0.9493332,0.951726,0.95316386,0.95378673,0.9506041,0.95519376,0.95154065,0.9528434,0.95064706,0.9555812,0.95458084,0.9552999,0.953178,0.9553141,0.9506022,0.9526231,0.9553529,0.9504377,0.951181,0.95237136,0.950131,0.95100796,0.94996876,0.9544239,0.95549524,0.95250773,0.95481956,0.9503261,0.9560224,0.95016724,0.9491978,0.9490608,0.9532291,0.9527305,0.95631826,0.95087576,0.95046705,0.9999881,0.9538233,0.95001173,0.9546268,0.953204,0.95386076,0.9550805,0.9533045,0.9516661,0.9534769,0.95507014,0.9497717,0.95296013,0.9528052,0.95072526,0.9517649,0.9498987,0.9527966,0.9563179,0.9521706,0.9517136,0.9550728,0.9528795,0.95439965,0.95192224,0.94950265,0.9554064,0.95308805,0.9507512,0.95245534,0.953471,0.9505264,0.9517622,0.95419145,0.9562863,0.9562179,0.95240813,0.9534345,0.95627594,0.9515283,0.95319504,0.95346403,0.9544894,0.9504845,0.9516478,0.9522458
P3H3,0.95027244,0.95314366,0.94865686,0.95072806,0.95042264,0.9546196,0.9546399,0.9526094,0.9545794,0.9522353,0.95017815,0.9526983,0.95372033,0.9498793,0.9502834,0.9503015,0.9538644,0.95178753,0.9537656,0.9521184,0.9551646,0.95280224,0.95176744,0.94931424,0.9486997,0.9529127,0.9547783,0.95360804,0.9534805,0.94902056,0.9546772,0.95446587,0.95148563,0.9562015,0.9531625,0.95597494,0.9514837,0.95719737,0.9538834,0.95849246,0.9524146,0.95537585,0.9520501,0.95285785,0.9502387,0.95304036,0.9500662,0.9534597,0.95606256,0.9503354,0.9520634,0.95493317,0.9513266,0.95327544,0.9538233,1.0000132,0.9506125,0.9486483,0.9531702,0.9537371,0.953256,0.9552524,0.95430315,0.9538555,0.9556932,0.94876415,0.95346653,0.95132995,0.95141333,0.9502551,0.9506569,0.954226,0.9528807,0.95156294,0.9539273,0.9505287,0.95719767,0.95250434,0.954688,0.9551922,0.95066047,0.9512549,0.95176965,0.9550009,0.9536241,0.9496801,0.9548858,0.95277077,0.95433646,0.95566416,0.9524572,0.95331824,0.9536878,0.94806176,0.9545782,0.9496713,0.9568786,0.95359695,0.95369756,0.95289665
PEX10,0.9505286,0.9499572,0.9542697,0.9538462,0.95545876,0.9509714,0.95145607,0.9492401,0.9501745,0.9506881,0.95703924,0.94982934,0.9567952,0.9541915,0.9610994,0.95115966,0.94979537,0.9538148,0.9546232,0.94992316,0.9512831,0.9509033,0.9488046,0.95417017,0.9498038,0.9516397,0.9507631,0.94840014,0.95060235,0.95146173,0.949158,0.94895065,0.9466981,0.94947726,0.9500219,0.947133,0.9519692,0.95138663,0.95064664,0.9519515,0.94985205,0.94918334,0.9506823,0.949551,0.9546237,0.9496842,0.9551699,0.9504949,0.9501633,0.95175564,0.95015633,0.94932455,0.95603913,0.951908,0.95001173,0.9506125,0.99998903,0.9484887,0.95049214,0.94904935,0.9504648,0.9507247,0.9540548,0.95011306,0.94954556,0.9572219,0.95132446,0.9457153,0.95348275,0.954513,0.9564963,0.95341235,0.94865376,0.9522982,0.95008683,0.9503416,0.94957113,0.9486518,0.9501013,0.95288146,0.9493016,0.94585055,0.9521968,0.9521692,0.95027304,0.9529911,0.9499959,0.95050883,0.9495229,0.9493005,0.9505249,0.94803375,0.948408,0.9530967,0.94958293,0.9501697,0.94937694,0.95135754,0.95471287,0.9517776
PIP,0.95155334,0.95197415,0.9565464,0.9510837,0.9531275,0.9541248,0.94959587,0.9553838,0.9511902,0.9529253,0.9551184,0.9558013,0.94922763,0.95470464,0.9508856,0.9543853,0.9533386,0.9499384,0.9535602,0.9527933,0.9502705,0.950531,0.9563511,0.9523602,0.95574975,0.9524113,0.95157856,0.95732063,0.9507396,0.95238477,0.9537126,0.9508661,0.9605112,0.9523815,0.9561757,0.95081055,0.9555129,0.9486924,0.9504145,0.94540834,0.95694214,0.9511173,0.9508551,0.9500502,0.9518815,0.9587023,0.9521615,0.9488727,0.9484699,0.9565739,0.9549195,0.950433,0.95118636,0.9498683,0.9546268,0.9486483,0.9484887,1.0000077,0.954943,0.9581879,0.95501864,0.95160806,0.95199114,0.95235646,0.9532713,0.9509517,0.9542475,0.9519346,0.9550154,0.95291495,0.94965404,0.9511041,0.95673084,0.9552227,0.95050114,0.95380324,0.9531643,0.9566341,0.9535234,0.95182174,0.9548153,0.9531181,0.9555383,0.9517297,0.95547354,0.9548403,0.9504614,0.9587206,0.95560455,0.9510629,0.956742,0.9583916,0.9576126,0.9543971,0.95115113,0.95778704,0.95575017,0.9557077,0.9519576,0.95331174
POMK,0.95467955,0.95557714,0.95276165,0.9492867,0.9503937,0.95305604,0.95075583,0.9539849,0.95233643,0.95618457,0.95185554,0.9528413,0.9491675,0.9512371,0.9482344,0.9532801,0.9537052,0.9497143,0.9488157,0.9546377,0.95361763,0.9508773,0.9533758,0.9568611,0.9557355,0.9546623,0.95511776,0.9554922,0.9527128,0.9539456,0.9532898,0.9498091,0.9525877,0.9559999,0.9518286,0.9521804,0.9523632,0.95283175,0.9556066,0.94815487,0.95285684,0.9515429,0.9528619,0.9553118,0.9505781,0.95640796,0.94998515,0.95204705,0.9508354,0.951731,0.95410657,0.9525002,0.95217866,0.95189077,0.953204,0.9531702,0.95049214,0.954943,0.99999326,0.95621395,0.9552364,0.9534426,0.95153207,0.954721,0.95468956,0.9488715,0.955255,0.95304275,0.949133,0.9515897,0.94985354,0.9530587,0.95433986,0.9514121,0.9529953,0.95563877,0.95474476,0.95632464,0.9513284,0.95234656,0.95365024,0.9542306,0.9497793,0.9556922,0.9531249,0.95014083,0.9546904,0.9539442,0.9547064,0.9528622,0.95654315,0.95484746,0.955406,0.9524447,0.95376986,0.9539941,0.95288986,0.94974154,0.94916177,0.9562576
POU2F3,0.95245993,0.9528161,0.9539149,0.952173,0.9503727,0.9577435,0.9548792,0.95532507,0.95390534,0.95202076,0.95151544,0.9524351,0.95047927,0.9528236,0.9485575,0.9509729,0.95720047,0.950866,0.9516221,0.95571136,0.95534164,0.9525295,0.9555067,0.95479834,0.95507723,0.95406365,0.95375127,0.9563886,0.950753,0.9509153,0.9523623,0.9546945,0.95867616,0.9570111,0.95728135,0.95561916,0.95411706,0.9537089,0.9554086,0.9490157,0.9504525,0.9519135,0.9512945,0.9530039,0.9498213,0.9584218,0.9508305,0.95301664,0.9550022,0.95558065,0.9526616,0.95224726,0.9509151,0.9518784,0.95386076,0.9537371,0.94904935,0.9581879,0.95621395,1.0000014,0.95375776,0.9543102,0.950354,0.95298785,0.95449865,0.9483252,0.952968,0.9547524,0.9516317,0.9510995,0.9482771,0.95172995,0.9565049,0.9517224,0.95494473,0.9529015,0.9565687,0.9531725,0.95300233,0.9532311,0.95330215,0.9536537,0.9536723,0.9535217,0.9572185,0.95223564,0.9541527,0.95552385,0.9542546,0.95222616,0.9565181,0.95657885,0.95502883,0.95010924,0.9544614,0.95158625,0.953972,0.9523071,0.9517932,0.955719
RAB30,0.9525354,0.95433605,0.95499873,0.950616,0.9508004,0.952068,0.9502117,0.9533801,0.9543417,0.9551263,0.95326465,0.95564,0.9489103,0.95335484,0.9495797,0.9562304,0.95411706,0.9527113,0.95422196,0.95612687,0.9526147,0.95126396,0.9563801,0.9522364,0.95247215,0.95345324,0.95231265,0.9589609,0.9551911,0.95563084,0.95629466,0.94851184,0.95389265,0.95718616,0.949214,0.9493979,0.9539621,0.9515727,0.95347047,0.95115626,0.9519785,0.95294875,0.95340115,0.95280814,0.9501668,0.9561876,0.95136625,0.9530212,0.9478408,0.95155215,0.9551756,0.9529643,0.95271266,0.95296925,0.9550805,0.953256,0.9504648,0.95501864,0.9552364,0.95375776,0.99998915,0.95566255,0.95586234,0.9540173,0.95394456,0.9513431,0.956018,0.9524976,0.9544147,0.9542115,0.951572,0.9553526,0.95569044,0.95562065,0.95214546,0.9574692,0.95294,0.9539041,0.9561384,0.95111966,0.95502704,0.952774,0.94829005,0.95424795,0.9537902,0.9534645,0.95450366,0.95668375,0.9573438,0.95304495,0.9557153,0.95432514,0.95747405,0.9558117,0.95574486,0.9553176,0.9550982,0.95656866,0.9529675,0.9542539
RAMP1,0.9521769,0.9541486,0.9513926,0.95054924,0.94879913,0.95223796,0.95368326,0.95007515,0.9539107,0.95381504,0.9515263,0.95512694,0.9521662,0.952337,0.9496142,0.95340455,0.95394754,0.95176697,0.9516916,0.9563536,0.95391476,0.9543364,0.9527041,0.95198864,0.9507737,0.9570524,0.9532457,0.95352966,0.9537269,0.9535818,0.95324105,0.9509288,0.9533519,0.95570415,0.9515487,0.9526695,0.95113,0.95394564,0.9537364,0.9543567,0.9506825,0.95373344,0.9517262,0.9540565,0.95030427,0.9552332,0.9507486,0.95586574,0.9556068,0.94937974,0.9526005,0.9525854,0.95175624,0.9525003,0.9533045,0.9552524,0.9507247,0.95160806,0.9534426,0.9543102,0.95566255,0.9999931,0.9551157,0.9568536,0.95177275,0.9502683,0.9541803,0.95165014,0.95068175,0.95131195,0.9495023,0.95419097,0.95164263,0.95162916,0.95458084,0.9545914,0.9554436,0.951913,0.95467496,0.9510294,0.95390767,0.95097595,0.9489598,0.95412225,0.9522616,0.95219034,0.95552826,0.9531983,0.95424044,0.9520868,0.9542746,0.9530643,0.9536185,0.9513193,0.95485234,0.9522454,0.95234984,0.9569332,0.9529036,0.9548309
RASD2,0.9516764,0.9543546,0.95357776,0.95366776,0.9522631,0.9523119,0.9509946,0.9517824,0.9543135,0.95326596,0.95265293,0.95248765,0.9557693,0.9536099,0.9530509,0.9555574,0.9521955,0.95340794,0.9547279,0.95317054,0.9518919,0.9507611,0.95089895,0.95166814,0.9516783,0.95291173,0.9522474,0.953907,0.95400554,0.9532834,0.9531863,0.9507117,0.95138836,0.95205986,0.95234066,0.94996035,0.95203215,0.9540874,0.9515851,0.9557716,0.951789,0.95084876,0.9514944,0.95177037,0.95033044,0.95176154,0.9522741,0.95381653,0.9507333,0.9512671,0.9533303,0.95100284,0.95341206,0.95483017,0.9516661,0.95430315,0.9540548,0.95199114,0.95153207,0.950354,0.95586234,0.9551157,0.9999894,0.95350856,0.9518028,0.9532733,0.9532509,0.94897676,0.954973,0.9545431,0.9543145,0.9550633,0.9506295,0.95345277,0.951364,0.9532337,0.95162326,0.9520719,0.9540906,0.953783,0.95283604,0.94955933,0.9512317,0.95379794,0.9525715,0.9548201,0.9541835,0.9530179,0.95207006,0.9510252,0.9524013,0.95127124,0.9526583,0.9549353,0.9530497,0.9540607,0.9528471,0.9569243,0.9560649,0.95259476
RBMS1,0.95333964,0.9534411,0.95246553,0.9469379,0.94965774,0.9498314,0.949767,0.9493836,0.9520784,0.95157003,0.9517513,0.95381576,0.95095503,0.9530355,0.94915175,0.95302534,0.9515714,0.95419097,0.9535506,0.95856667,0.95458287,0.9551715,0.95211583,0.95313406,0.9511518,0.9528363,0.95289916,0.9538556,0.9530971,0.95666355,0.9533734,0.95114374,0.9519668,0.9541945,0.94966424,0.9500184,0.9549703,0.9516783,0.9491832,0.95349205,0.9516625,0.9524102,0.9521959,0.9535464,0.9504167,0.95577455,0.95093113,0.95197946,0.94968253,0.94841385,0.9530623,0.9528508,0.9540896,0.9497899,0.9534769,0.9538555,0.95011306,0.95235646,0.954721,0.95298785,0.9540173,0.9568536,0.95350856,1.0000124,0.9517477,0.9519662,0.9548488,0.950558,0.9510823,0.95325947,0.9520043,0.9564386,0.95075744,0.95398146,0.9527109,0.9566432,0.95367086,0.95126826,0.95363295,0.9526048,0.9524507,0.95190346,0.9495548,0.9537769,0.955408,0.9519178,0.9549689,0.9522721,0.9518602,0.9529814,0.9519816,0.9527881,0.95359385,0.95345014,0.9522685,0.9514662,0.95186937,0.95917857,0.9532386,0.95123726
