,ATF7IP2,ATP10D,ATP6V1E2,BACH2,BBS10,BEND3,BRD7,BTLA,C10orf105,C11orf1,CA1,CCPG1,CD8A,CDK10,CLIC5,CREBZF,CYB5R1,DMRT1,DYRK4,EFHD1,EHF,EHMT1,EML5,FAM208A,FAM229B,GALT,GLI3,HES5,HIST1H4I,HLA-DQA2,HSPA4,HSPH1,IL17F,KDELR2,KLF13,KLHL29,KLRG1,KRTCAP2,LBHD1,LCMT2,LRP6,LRRC37A3,LYST,MAP3K9,MAPK8,MEFV,METAP1,MGA,MICA,MOSMO,MT3,NDST1,NNAT,OPTN,ORM2,P3H3,PEX10,PIP,POMK,POU2F3,RAB30,RAMP1,RASD2,RBMS1,RCBTB1,RPS6KA1,S100P,SAMHD1,SFMBT2,SFN,SFXN4,SH3KBP1,SIT1,SLC25A33,SLC25A53,SLC38A7,SPATA2,SUMF1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TTC39B,TWIST1,VAMP2,ZDHHC5,ZFP14,ZGLP1,ZNF10,ZNF235,ZNF285,ZNF473,ZNF534,ZNF583,ZNF687,ZNF880
TTC39B,0.95153856,0.95529205,0.953425,0.9523245,0.94915885,0.95146304,0.95141864,0.95272684,0.9539198,0.9527275,0.9502118,0.95205945,0.9534772,0.953425,0.94989324,0.95324945,0.9533311,0.9535618,0.9555018,0.95819414,0.9510143,0.95303136,0.9534718,0.9515628,0.95238525,0.95456743,0.9513983,0.9551026,0.95398813,0.95316726,0.9526917,0.9537039,0.95209926,0.9563078,0.9523288,0.9519728,0.95177126,0.95782065,0.9531142,0.9548839,0.94906014,0.95075727,0.95163906,0.95190984,0.94975686,0.9550064,0.9500661,0.95455545,0.95550436,0.9509275,0.9544062,0.95045286,0.95110905,0.95625794,0.9517622,0.9548858,0.9499959,0.9504614,0.9546904,0.9541527,0.95450366,0.95552826,0.9541835,0.9549689,0.95295346,0.9504608,0.95301837,0.9518269,0.9539135,0.95058346,0.9515104,0.9567512,0.9520522,0.9531351,0.95112437,0.9538044,0.9548886,0.9513509,0.9564123,0.95648956,0.9514609,0.9509579,0.95033514,0.9546374,0.9516802,0.95458126,1.0000024,0.9544754,0.95393133,0.9525178,0.9546878,0.95342696,0.95406246,0.95548034,0.95470566,0.9513383,0.95247763,0.9555731,0.9546066,0.9529245
TWIST1,0.9516426,0.9545492,0.95448285,0.9521662,0.9510669,0.9528633,0.9514463,0.954834,0.95352405,0.9551537,0.95187616,0.95596045,0.94902265,0.95169836,0.94989103,0.95348704,0.9550913,0.9510729,0.952923,0.95449054,0.952816,0.95269275,0.95463204,0.9519346,0.9543282,0.95278347,0.9527991,0.9561794,0.95494163,0.95409817,0.9546579,0.9507424,0.9558092,0.9533329,0.953354,0.9518445,0.95186496,0.95320004,0.95683414,0.94954556,0.9513829,0.9521992,0.9525956,0.953477,0.95157737,0.9570936,0.95083636,0.9534896,0.95098495,0.95491683,0.95419,0.95295286,0.9506757,0.954126,0.95419145,0.95277077,0.95050883,0.9587206,0.9539442,0.95552385,0.95668375,0.9531983,0.9530179,0.9522721,0.9559439,0.95082736,0.9533343,0.9539432,0.9526913,0.95382124,0.94972026,0.9523179,0.95708644,0.9531965,0.95283854,0.9554143,0.9535424,0.9561514,0.95269084,0.95124984,0.9557216,0.95188266,0.9517386,0.95230615,0.95310533,0.952676,0.9544754,1.0000106,0.95544213,0.95202655,0.9577956,0.9533655,0.9549208,0.95409536,0.95676565,0.95657754,0.9528867,0.95285803,0.9517172,0.9583619
VAMP2,0.952408,0.9549439,0.95313525,0.95189255,0.9511078,0.9535466,0.95218563,0.9543532,0.9563882,0.95549333,0.95309573,0.9550939,0.9501375,0.9521105,0.9499769,0.95415294,0.9531086,0.949889,0.95367223,0.955247,0.9515038,0.9506949,0.9545103,0.95161843,0.9534931,0.95202494,0.95416856,0.95741844,0.95396733,0.95408654,0.9564658,0.9504341,0.95306873,0.956918,0.9521732,0.9506709,0.95447177,0.952602,0.9526022,0.9511974,0.95550656,0.95368063,0.95275486,0.95469,0.95139974,0.9572336,0.9505035,0.9521337,0.9490267,0.9514393,0.95491165,0.9530573,0.9511667,0.9533663,0.9562863,0.95433646,0.9495229,0.95560455,0.9547064,0.9542546,0.9573438,0.95424044,0.95207006,0.9518602,0.95530283,0.9498957,0.95328784,0.95206267,0.95440394,0.95134395,0.95057225,0.95544076,0.9554301,0.9536703,0.95024985,0.95334464,0.9531799,0.9552709,0.95471036,0.9515928,0.95512754,0.9518037,0.9500126,0.95293736,0.9531896,0.95164007,0.95393133,0.95544213,1.0000107,0.955462,0.95381516,0.9557662,0.95783496,0.95339197,0.95447284,0.9538889,0.95582163,0.95266944,0.9518412,0.952825
ZDHHC5,0.95013815,0.95290065,0.9489133,0.9497767,0.94957036,0.9512447,0.95291924,0.95216906,0.95319927,0.9522599,0.95044196,0.95453733,0.94942266,0.9495501,0.9492763,0.9522209,0.9526343,0.9495927,0.95090896,0.9517284,0.9528534,0.95010024,0.9536121,0.94919753,0.94903255,0.9508548,0.9545933,0.95313966,0.955341,0.95214367,0.9553339,0.951177,0.95265394,0.95410484,0.9509463,0.9522927,0.9502021,0.95296514,0.95387304,0.9528986,0.9523144,0.95705163,0.9521202,0.9552935,0.949212,0.95287156,0.94932723,0.9501724,0.9508841,0.9494599,0.9533472,0.9555862,0.9494538,0.95164585,0.9562179,0.95566416,0.9493005,0.9510629,0.9528622,0.95222616,0.95304495,0.9520868,0.9510252,0.9529814,0.9560423,0.94874567,0.9530257,0.95224905,0.9512302,0.9492507,0.9505571,0.9520384,0.95492053,0.95044494,0.9513527,0.95221543,0.95371264,0.9527228,0.9514245,0.9509302,0.95350933,0.95307225,0.95033723,0.9518337,0.9508748,0.949476,0.9525178,0.95202655,0.955462,1.0000021,0.95150423,0.95363224,0.9534267,0.95037824,0.9545211,0.95143664,0.95466757,0.95114017,0.951179,0.9524943
ZFP14,0.9529791,0.9539314,0.95401186,0.9511056,0.9503671,0.95382845,0.953461,0.95481074,0.9503362,0.955933,0.9521764,0.95580816,0.94997454,0.9532763,0.9487252,0.951803,0.9553243,0.95143175,0.9510163,0.95152223,0.95106936,0.9512072,0.9551327,0.9535847,0.95387167,0.954712,0.9512819,0.9560989,0.95308304,0.9518851,0.953817,0.9517413,0.95599496,0.9553669,0.9530727,0.95321447,0.9510362,0.95181537,0.9556124,0.9509231,0.95072305,0.9521738,0.9512403,0.9527491,0.9511255,0.9558553,0.95123947,0.9544983,0.9546797,0.9550539,0.9554585,0.95232266,0.9504664,0.95518184,0.95240813,0.9524572,0.9505249,0.956742,0.95654315,0.9565181,0.9557153,0.9542746,0.9524013,0.9519816,0.95335126,0.9490562,0.95404434,0.95368314,0.95247865,0.9536955,0.9497674,0.95162344,0.9552218,0.9515871,0.9572025,0.95266616,0.95310295,0.95475185,0.9558153,0.95313966,0.95325166,0.953035,0.9503855,0.9511303,0.95239484,0.95473677,0.9546878,0.9577956,0.95381516,0.95150423,0.9999897,0.95447856,0.9539342,0.953842,0.9568978,0.95612717,0.9543054,0.95190847,0.95061475,0.9574585
ZGLP1,0.9515456,0.9535902,0.9519098,0.9490075,0.951611,0.95232254,0.9556907,0.954543,0.95476437,0.9517547,0.95292836,0.9534194,0.9461552,0.9512224,0.94920456,0.9535732,0.9529849,0.9486307,0.9510521,0.9546558,0.9537797,0.9498995,0.9580054,0.94788885,0.95288235,0.9519574,0.9542228,0.95689446,0.9510777,0.95015234,0.9533778,0.95308375,0.9586311,0.95465493,0.95699286,0.9559476,0.95387053,0.9507659,0.95256096,0.950739,0.95840406,0.95214254,0.9519369,0.9515456,0.94921696,0.95514274,0.94813347,0.94881046,0.9505896,0.9502634,0.9537819,0.9520827,0.95022357,0.9514956,0.9534345,0.95331824,0.94803375,0.9583916,0.95484746,0.95657885,0.95432514,0.9530643,0.95127124,0.9527881,0.95391035,0.94788456,0.9506276,0.9533233,0.95242953,0.94816893,0.9506151,0.95185775,0.95646715,0.95328736,0.9503153,0.95358664,0.95663965,0.9540223,0.95390326,0.9501462,0.9544698,0.9583637,0.95187235,0.9542997,0.95424426,0.94774735,0.95342696,0.9533655,0.9557662,0.95363224,0.95447856,0.9999917,0.9584531,0.95288664,0.9530992,0.95019317,0.9574518,0.9540496,0.95196027,0.95376426
ZNF10,0.95293766,0.9525936,0.9552355,0.94938034,0.95037115,0.9530443,0.9505886,0.9544517,0.95401126,0.95473474,0.9530737,0.9537597,0.9482471,0.9536008,0.94952273,0.9554381,0.9538953,0.94877136,0.9509698,0.9573277,0.9529408,0.9483571,0.9562113,0.95005804,0.9529449,0.9517041,0.9531259,0.9615755,0.9535467,0.9544958,0.9553205,0.9486867,0.95604694,0.9556296,0.95271087,0.95051306,0.95482016,0.95011497,0.9518578,0.94918483,0.9551073,0.9521433,0.95281583,0.9516214,0.95175207,0.95831007,0.95066935,0.94855046,0.9461401,0.953212,0.95441914,0.9513479,0.9511694,0.9506736,0.95627594,0.9536878,0.948408,0.9576126,0.955406,0.95502883,0.95747405,0.9536185,0.9526583,0.95359385,0.95367855,0.9503033,0.95157135,0.951238,0.952034,0.95107013,0.9509165,0.95424044,0.9567725,0.9547838,0.94869334,0.9556901,0.95409846,0.95397395,0.9537244,0.95124054,0.9545517,0.9537107,0.949996,0.9533328,0.95453227,0.95074594,0.95406246,0.9549208,0.95783496,0.9534267,0.9539342,0.9584531,0.99998623,0.95603687,0.9532398,0.9537112,0.9583337,0.95345974,0.95276237,0.95149446
ZNF235,0.95327586,0.95070034,0.9585297,0.9515454,0.9523431,0.94884396,0.948622,0.95173895,0.95281583,0.95444226,0.9569465,0.9516734,0.9496802,0.95691943,0.952598,0.9569522,0.95205027,0.9533949,0.95365155,0.9551132,0.94768286,0.9496387,0.9542401,0.9537975,0.95435476,0.9514659,0.94922364,0.95653754,0.9542831,0.95522267,0.95313394,0.94617,0.95035225,0.95349944,0.9505739,0.9469298,0.95523036,0.9495982,0.94898325,0.9494119,0.9508834,0.9502754,0.9524497,0.95120686,0.95460486,0.9528641,0.9535983,0.9500304,0.9451398,0.95208997,0.95356566,0.9502715,0.95528084,0.9521684,0.9515283,0.94806176,0.9530967,0.9543971,0.9524447,0.95010924,0.9558117,0.9513193,0.9549353,0.95345014,0.9499421,0.9575967,0.95091826,0.9481478,0.9556695,0.9551032,0.956237,0.9537765,0.95125973,0.95683795,0.94832265,0.95506793,0.94950765,0.9515596,0.95438874,0.9509179,0.9540834,0.94971013,0.9503405,0.95271516,0.95193917,0.95415354,0.95548034,0.95409536,0.95339197,0.95037824,0.953842,0.95288664,0.95603687,0.9999935,0.9528739,0.95453805,0.95190907,0.9565438,0.95362175,0.95075655
ZNF285,0.9520417,0.95506805,0.9503311,0.951989,0.95004576,0.95187294,0.9537789,0.95255256,0.952949,0.9565713,0.94941825,0.95592356,0.9506501,0.95091224,0.947927,0.9512155,0.9539008,0.95212424,0.952725,0.95360684,0.9529173,0.95255166,0.9544877,0.9519859,0.9535041,0.95455796,0.9532476,0.9544836,0.9540435,0.9538854,0.95477754,0.9521107,0.95239866,0.9551903,0.9505056,0.95256996,0.9486236,0.9559968,0.9556903,0.95204556,0.95014495,0.9535291,0.9528385,0.95434886,0.94969505,0.9533227,0.9507715,0.9537642,0.9533544,0.9526942,0.95461637,0.9534051,0.9497666,0.95554006,0.95319504,0.9545782,0.94958293,0.95115113,0.95376986,0.9544614,0.95574486,0.95485234,0.9530497,0.9522685,0.95386636,0.9485904,0.95531696,0.9536986,0.9519752,0.9518168,0.9497794,0.9520762,0.9550236,0.95016986,0.9548021,0.95397127,0.95452446,0.9549498,0.95520663,0.95051795,0.95410377,0.95137745,0.94915295,0.9501667,0.9515074,0.95107055,0.95470566,0.95676565,0.95447284,0.9545211,0.9568978,0.9530992,0.9532398,0.9528739,1.0000091,0.9560486,0.95164037,0.95142454,0.9499829,0.9578114
ZNF473,0.95151144,0.9539123,0.9543209,0.9554158,0.95086133,0.9507326,0.9519958,0.95071507,0.950066,0.95713687,0.9525627,0.95389134,0.95166665,0.9536198,0.95176977,0.9562165,0.9516805,0.9528587,0.9539921,0.9497396,0.94807184,0.9521301,0.9499311,0.9547483,0.95411485,0.9562704,0.951238,0.95366955,0.95410454,0.9540055,0.95271635,0.9492701,0.9514667,0.95013666,0.9464171,0.94747543,0.9492509,0.95093423,0.95273685,0.9501158,0.95098585,0.95086277,0.9510469,0.9528002,0.95227736,0.95244396,0.9533913,0.9549394,0.9475347,0.9551083,0.95437497,0.95190454,0.9522861,0.95335084,0.95346403,0.9496713,0.9501697,0.95778704,0.9539941,0.95158625,0.9553176,0.9522454,0.9540607,0.9514662,0.95120156,0.95121604,0.9563203,0.95125854,0.9541548,0.95741326,0.9524294,0.9527665,0.95219684,0.9529751,0.95443195,0.954201,0.9481955,0.9537541,0.95358896,0.9521876,0.95286,0.9507775,0.9513918,0.9508604,0.95123065,0.9572176,0.9513383,0.95657754,0.9538889,0.95143664,0.95612717,0.95019317,0.9537112,0.95453805,0.9560486,1.000002,0.9496095,0.9516362,0.9514902,0.954749
ZNF534,0.9531447,0.95505524,0.9510424,0.9481364,0.95075035,0.9565638,0.9513569,0.9542275,0.9541721,0.95230603,0.9515405,0.9514345,0.95031077,0.9514117,0.9501211,0.95239323,0.95239913,0.94715273,0.9536783,0.95298177,0.9551304,0.9495575,0.95499337,0.94832087,0.9528025,0.94854206,0.9531317,0.9575289,0.9529905,0.95036775,0.95418566,0.95251477,0.9564648,0.95601934,0.95476174,0.9548601,0.95408654,0.9521694,0.95136005,0.9541311,0.95739233,0.95266515,0.95226014,0.95087916,0.9504185,0.9537925,0.94845337,0.9490054,0.95104665,0.94987464,0.95459294,0.952577,0.95184106,0.953276,0.9544894,0.9568786,0.94937694,0.95575017,0.95288986,0.953972,0.9550982,0.95234984,0.9528471,0.95186937,0.95410657,0.9487264,0.95039374,0.9533708,0.952196,0.9485641,0.950431,0.9551276,0.95418155,0.9526334,0.9511064,0.95236015,0.9549409,0.95411557,0.95404506,0.95238274,0.95177156,0.95369667,0.95185244,0.95278513,0.9559569,0.9486934,0.95247763,0.9528867,0.95582163,0.95466757,0.9543054,0.9574518,0.9583337,0.95190907,0.95164037,0.9496095,0.999996,0.95133424,0.95304006,0.95089746
ZNF583,0.9512166,0.9520068,0.95720464,0.9516918,0.95261383,0.94991565,0.9489712,0.9464831,0.95319635,0.9503489,0.95401084,0.9537856,0.95305514,0.9561142,0.95152104,0.9568728,0.95045555,0.95576274,0.95657873,0.9562747,0.950744,0.9569661,0.95036036,0.95136756,0.95049244,0.9550003,0.9481249,0.9541605,0.95270014,0.9533702,0.9523354,0.9496815,0.9507705,0.95229125,0.9486013,0.947828,0.9578378,0.9519914,0.9489747,0.9585248,0.9524671,0.95152843,0.9503936,0.94987667,0.9508267,0.95398915,0.95455754,0.9515178,0.94972336,0.9471788,0.9520147,0.9508785,0.95490724,0.95209754,0.9504845,0.95359695,0.95135754,0.9557077,0.94974154,0.9523071,0.95656866,0.9569332,0.9569243,0.95917857,0.948213,0.95652145,0.9511847,0.94731677,0.9560056,0.955785,0.9551872,0.9551119,0.94805866,0.95898366,0.9483418,0.9551929,0.9524298,0.94813335,0.953859,0.95495903,0.951797,0.9483467,0.9505962,0.95470154,0.95435697,0.95511776,0.9555731,0.95285803,0.95266944,0.95114017,0.95190847,0.9540496,0.95345974,0.9565438,0.95142454,0.9516362,0.95133424,1.000005,0.95712036,0.9505557
ZNF687,0.9496339,0.9517766,0.95584935,0.9592774,0.95657665,0.95350295,0.95275235,0.950849,0.9535744,0.949734,0.95572543,0.95033085,0.95692384,0.95542413,0.9567623,0.9549564,0.9509126,0.95239687,0.9583434,0.9525681,0.9517343,0.9536305,0.9496659,0.9488538,0.9488303,0.9500922,0.9504481,0.9533186,0.9526145,0.94997454,0.9521372,0.9519565,0.9500079,0.9507869,0.95170534,0.951196,0.9535242,0.9540288,0.950197,0.9577413,0.952329,0.9505027,0.9516325,0.9485599,0.9516093,0.9527414,0.9556892,0.95351076,0.95352644,0.94987863,0.9508152,0.95157325,0.955073,0.95637786,0.9516478,0.95369756,0.95471287,0.9519576,0.94916177,0.9517932,0.9529675,0.9529036,0.9560649,0.9532386,0.9524852,0.9567132,0.95153797,0.94775355,0.95653576,0.9522287,0.9561448,0.9560467,0.950298,0.954941,0.94791293,0.95088196,0.95063853,0.9503753,0.95552474,0.95675117,0.95073545,0.9467895,0.9547164,0.95397335,0.9537828,0.9542715,0.9546066,0.9517172,0.9518412,0.951179,0.95061475,0.95196027,0.95276237,0.95362175,0.9499829,0.9514902,0.95304006,0.95712036,0.99999106,0.9493854
ZNF880,0.95131487,0.9544985,0.9504633,0.95077467,0.9507057,0.9513303,0.95402557,0.95359665,0.95414084,0.9574009,0.9504349,0.95661294,0.95144784,0.95140904,0.9497944,0.9518616,0.9547314,0.95275784,0.95354503,0.95519924,0.9556269,0.95338243,0.95336336,0.95469487,0.95270544,0.95585424,0.9565865,0.9531439,0.9515154,0.9535778,0.9537078,0.95337135,0.9554065,0.9544745,0.9526324,0.95354843,0.94900733,0.9558332,0.95560586,0.9498601,0.95049727,0.952052,0.95166075,0.95440716,0.95008874,0.95519704,0.9510588,0.9555048,0.95249575,0.95547813,0.9541515,0.9535039,0.9500239,0.9510459,0.9522458,0.95289665,0.9517776,0.95331174,0.9562576,0.955719,0.9542539,0.9548309,0.95259476,0.95123726,0.9545011,0.9497193,0.9555906,0.95356154,0.9509125,0.9543829,0.9493854,0.95238006,0.95508826,0.9504961,0.9561262,0.9543239,0.9568737,0.95383793,0.95416236,0.951887,0.95468163,0.95185965,0.9497682,0.95298827,0.9525868,0.9531763,0.9529245,0.9583619,0.952825,0.9524943,0.9574585,0.95376426,0.95149446,0.95075655,0.9578114,0.954749,0.95089746,0.9505557,0.9493854,0.9999932
