,AK3,ATF7IP2,ATP10D,ATP6V1E2,ATXN7L3,BACH2,BBS10,BEND3,BHLHE40,BTLA,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,EHF,EHMT1,ELOF1,FAM208A,FAM229B,HDHD3,HES5,HIST1H4I,HOXA1,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLRG1,KRTCAP2,LCMT2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,MAP7D1,MAPK8,MBOAT2,MCTS1,MED19,MGA,MICA,MOSMO,MT3,NDST1,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RFX5,RPL26L1,RPS6KA1,S100P,SAMHD1,SENP5,SFXN4,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SPATA2,SYNE1,TESPA1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,YWHAG,ZDHHC5,ZFHX4,ZFP14,ZNF10,ZNF138,ZNF235,ZNF473,ZNF483,ZNF534,ZNF687,ZNF880
TRPM2,0.94790655,0.9497132,0.9545881,0.9502157,0.9495986,0.9466127,0.9554356,0.9485384,0.94508016,0.9479138,0.95860356,0.94959444,0.9551889,0.9559328,0.9516863,0.95136124,0.9462066,0.9524534,0.95219356,0.9500909,0.95482516,0.94900066,0.95500785,0.95432967,0.9509281,0.9535959,0.9526927,0.9542244,0.9535798,0.95109254,0.9503149,0.94452953,0.9502627,0.9472033,0.9571011,0.94538665,0.9497949,0.96370953,0.94972986,0.9505853,0.95477974,0.9502572,0.9538741,0.95013833,0.95128125,0.94866765,0.9511189,0.9469069,0.9467177,0.95210654,0.9503656,0.9444318,0.9507398,0.9509423,0.95389944,0.95596355,0.9532,0.9552886,0.9492695,0.9550171,0.9543493,0.95790064,0.951236,0.9553165,0.95136935,0.95132124,0.9547171,0.95075625,0.95708215,0.9521455,0.9538008,0.95502025,0.9514355,0.9575375,0.9442924,0.9517088,0.9552648,0.9533614,0.950354,0.95164007,0.9517659,0.94994056,0.95365965,0.95180315,0.94666845,0.9560663,1.0000014,0.9519348,0.9514255,0.95214856,0.95083153,0.9521414,0.9558033,0.9502349,0.95170313,0.95165956,0.9522023,0.9559039,0.9497335,0.9546599
TRPV2,0.95874727,0.9498318,0.9514139,0.9550875,0.95631635,0.95791054,0.9549291,0.9465925,0.9473051,0.94869155,0.95481527,0.9543945,0.9535044,0.9599887,0.95655036,0.9551928,0.9591047,0.95068717,0.94869316,0.95351183,0.95327014,0.95004255,0.9477346,0.9546282,0.95418483,0.9591495,0.95289177,0.9535961,0.95010716,0.9488449,0.95646906,0.9557753,0.9496457,0.9499755,0.9519701,0.9447316,0.94491017,0.95131534,0.94704586,0.94982445,0.9514534,0.9485999,0.95124614,0.9522424,0.9490423,0.9528661,0.94914895,0.9456152,0.948098,0.95725125,0.95485276,0.9515203,0.9564628,0.9515113,0.94890654,0.9523963,0.9516532,0.94762224,0.95853245,0.956402,0.9485267,0.9550531,0.9501542,0.9537692,0.951157,0.952055,0.9523614,0.95566034,0.9568545,0.95036006,0.95462596,0.95419204,0.96122086,0.9539388,0.94535923,0.9518901,0.95505124,0.950005,0.95496356,0.9544273,0.9572833,0.9551084,0.9513509,0.94950056,0.95136887,0.9504834,0.9519348,0.99999636,0.9510774,0.94779617,0.94954795,0.9536811,0.9525299,0.95240116,0.9514171,0.95579493,0.9503388,0.94964725,0.95004165,0.9544868
YWHAG,0.9507941,0.95300984,0.9510819,0.9530305,0.95060104,0.9518076,0.9508862,0.95167017,0.94980115,0.95298856,0.9503377,0.95115006,0.9514244,0.95067996,0.9479364,0.9520417,0.94948065,0.9507097,0.94946635,0.95003647,0.9527514,0.9538015,0.95149803,0.9479618,0.95087653,0.95327985,0.94951886,0.95146894,0.9526174,0.9495426,0.94969255,0.94826454,0.952571,0.9519247,0.9509905,0.95226365,0.94834197,0.9504433,0.950785,0.9480882,0.9457643,0.949033,0.950672,0.94998986,0.95088655,0.95392406,0.9495019,0.9491085,0.9530721,0.9500517,0.95107514,0.9484598,0.95252556,0.95212054,0.950886,0.9524763,0.9501188,0.9502515,0.9518763,0.9503897,0.9513301,0.9510126,0.94857246,0.95024735,0.9537854,0.9489629,0.9526188,0.9514042,0.9514401,0.95005476,0.9453909,0.9523149,0.95245206,0.950541,0.952725,0.9499097,0.9512491,0.94960403,0.95095456,0.950352,0.9497014,0.9501062,0.9505096,0.9473941,0.95204586,0.9501918,0.9514255,0.9510774,0.9999989,0.94983155,0.9514507,0.9518804,0.9513097,0.95131874,0.9508004,0.9534151,0.951586,0.95056593,0.9518714,0.9526305
ZDHHC5,0.94877017,0.9497864,0.9505918,0.949006,0.94724166,0.94767857,0.9498403,0.94901884,0.94858074,0.9481683,0.95295286,0.95103353,0.95167154,0.9486746,0.94984424,0.9490432,0.9477297,0.951787,0.95429194,0.9502715,0.95055205,0.94893324,0.9525751,0.9494849,0.9481549,0.9487159,0.95090795,0.949228,0.95034844,0.9528372,0.9489186,0.94800305,0.94941604,0.9485954,0.9515779,0.9484279,0.95083964,0.9510222,0.95023596,0.9495839,0.9505748,0.9519126,0.9530903,0.94725835,0.9527473,0.949319,0.9543199,0.9502233,0.94750214,0.94774145,0.9489061,0.94775164,0.94833684,0.95010525,0.95460725,0.9505605,0.9529848,0.95129013,0.9505902,0.9488126,0.9492101,0.9513817,0.95005965,0.9520599,0.95038986,0.95238996,0.9500555,0.9500425,0.95071197,0.9517123,0.9497972,0.95042855,0.94842577,0.95107794,0.94814277,0.95031554,0.9510652,0.953316,0.94830644,0.9478809,0.94905823,0.9486955,0.9523521,0.95185757,0.94806683,0.9510963,0.95214856,0.94779617,0.94983155,0.99998945,0.95272166,0.9498029,0.9532315,0.9493795,0.95215005,0.9514736,0.95108825,0.950606,0.9492484,0.9516755
ZFHX4,0.94948125,0.9498509,0.95065075,0.95187587,0.94867563,0.9535712,0.95032305,0.9526449,0.9549328,0.95197874,0.9505007,0.95167536,0.95170045,0.9511891,0.95294285,0.94988954,0.95004904,0.95478,0.95369804,0.9490913,0.95053595,0.9509351,0.9535733,0.95028275,0.94757134,0.94760746,0.95191807,0.9475657,0.94977856,0.9542658,0.9503824,0.9510839,0.9529744,0.9544564,0.948887,0.95349777,0.95484495,0.9480195,0.9531031,0.9523714,0.950189,0.95379186,0.9519211,0.94718826,0.9525022,0.9534037,0.9528524,0.9533894,0.9521784,0.9477405,0.95129585,0.95444024,0.9519106,0.95391095,0.95330536,0.94785833,0.9528318,0.9511774,0.94861317,0.9518275,0.953104,0.95021343,0.9516956,0.9523835,0.95362854,0.95287293,0.9502548,0.948861,0.9497493,0.9531987,0.9482128,0.9486155,0.94854075,0.94920427,0.9531482,0.9527685,0.94856393,0.952618,0.9482902,0.9469183,0.95180726,0.95006096,0.9520868,0.9507129,0.95565575,0.95135236,0.95083153,0.94954795,0.9514507,0.95272166,1.0000088,0.9521953,0.9529503,0.94838566,0.9495885,0.9543123,0.95040095,0.95294565,0.9515554,0.95158696
ZFP14,0.9480832,0.95221806,0.95180565,0.95186996,0.9455172,0.94612145,0.95363003,0.9519454,0.95355195,0.9534619,0.9564295,0.9493219,0.9539654,0.9513788,0.95301735,0.95375556,0.9426744,0.9566793,0.9518616,0.9520139,0.9527167,0.95077366,0.95047903,0.9491608,0.9481026,0.9509752,0.9543066,0.9492927,0.95469,0.9508539,0.9490148,0.94947964,0.95586294,0.95402664,0.9562902,0.95280284,0.9537554,0.95406973,0.9521492,0.9491801,0.95067215,0.9509432,0.9511236,0.9476299,0.95143723,0.9538319,0.9498751,0.9527677,0.9521687,0.94692945,0.9551937,0.9481453,0.95280296,0.9560029,0.95214456,0.95135105,0.95175654,0.9533842,0.9484933,0.95759845,0.9572957,0.9573656,0.9525447,0.95636535,0.9508864,0.947188,0.9482771,0.9500826,0.9532638,0.9514544,0.94747365,0.948918,0.9519358,0.9538428,0.94971377,0.9512812,0.9512299,0.95445204,0.9453666,0.94716614,0.95712364,0.9514184,0.9545302,0.9519979,0.94946486,0.95085645,0.9521414,0.9536811,0.9518804,0.9498029,0.9521953,0.9999976,0.951083,0.95163566,0.9556836,0.9516141,0.94887865,0.95351297,0.9517849,0.9558593
ZNF10,0.9505752,0.9490752,0.9527549,0.9535081,0.9474191,0.9488442,0.9544027,0.95135903,0.94624776,0.948628,0.9570626,0.94964236,0.9537326,0.9529108,0.9501473,0.9496884,0.947848,0.9529938,0.95257026,0.9499242,0.9530833,0.9494318,0.9552149,0.95057863,0.94869184,0.9500288,0.95399463,0.9528415,0.95557225,0.95172775,0.95022285,0.9480927,0.952299,0.951237,0.95367193,0.94691133,0.9504057,0.9573924,0.9492824,0.9483119,0.9538928,0.95116824,0.95419586,0.947755,0.95260257,0.9510887,0.95332515,0.9471749,0.94976604,0.9509233,0.9523509,0.94123775,0.95228577,0.95208526,0.9549494,0.9525498,0.95537806,0.95083994,0.950041,0.9562692,0.9522409,0.95566,0.94947106,0.95417345,0.9525554,0.95581824,0.95221114,0.95204985,0.9526412,0.95339614,0.95224607,0.95309937,0.95115167,0.9546419,0.9470564,0.95259887,0.9556395,0.9536298,0.94799095,0.94976175,0.9528539,0.9501168,0.9555615,0.9521527,0.94978917,0.95108944,0.9558033,0.9525299,0.9513097,0.9532315,0.9529503,0.951083,0.9999918,0.949454,0.95495665,0.9550619,0.95302343,0.9572812,0.95191073,0.95140636
ZNF138,0.9513608,0.95160735,0.9495837,0.9503593,0.95447284,0.9502765,0.9507452,0.9500616,0.94923836,0.95029235,0.9509896,0.9497874,0.9500095,0.9500631,0.94976807,0.9530155,0.95280415,0.9492005,0.9494855,0.9506351,0.95140356,0.9495895,0.94927233,0.949545,0.9561647,0.9575938,0.94899124,0.9559403,0.951828,0.9485009,0.9528401,0.9497497,0.9490751,0.9499318,0.9506724,0.94915414,0.948014,0.949744,0.9491442,0.9498429,0.9455937,0.9486733,0.9520697,0.95463556,0.94865143,0.9510141,0.94845957,0.9491686,0.95069915,0.95370865,0.9513381,0.94806325,0.9513354,0.9498295,0.94935566,0.9539018,0.95066416,0.9512795,0.9501177,0.95038784,0.9489798,0.95034117,0.9479023,0.9505197,0.9488648,0.948601,0.9516686,0.9493378,0.95317924,0.94839877,0.9507797,0.95187885,0.95354366,0.9513737,0.9488614,0.94977075,0.95314413,0.94991183,0.9520675,0.9546249,0.95075876,0.9535837,0.95010597,0.94405174,0.94801724,0.95150566,0.9502349,0.95240116,0.95131874,0.9493795,0.94838566,0.95163566,0.949454,1.0,0.9501773,0.94955,0.95036376,0.9500799,0.9509445,0.95112354
ZNF235,0.94815254,0.95124686,0.9487034,0.950776,0.9477346,0.94688195,0.9522062,0.9458196,0.94560885,0.9486238,0.95862234,0.9514791,0.95441526,0.95043325,0.94997364,0.95339245,0.9473654,0.95431983,0.951586,0.954859,0.9514515,0.9489765,0.9514103,0.94941473,0.94886607,0.9504,0.9545908,0.9504149,0.952881,0.9524769,0.9489011,0.94658464,0.9498102,0.9480687,0.9577996,0.9475317,0.94939166,0.9560526,0.95026183,0.9502163,0.9526886,0.95089996,0.9521735,0.9463863,0.9521084,0.9492625,0.9514265,0.94741803,0.9463771,0.94845736,0.9511835,0.9430484,0.9522622,0.9531896,0.9514858,0.95005745,0.95203525,0.95121986,0.9544331,0.9511755,0.9481701,0.95817304,0.95105743,0.9554301,0.95017874,0.950238,0.95003957,0.95196605,0.9547672,0.95232344,0.9505934,0.9513625,0.95269775,0.957436,0.945765,0.9504805,0.9519476,0.95350724,0.9495971,0.94844824,0.9565454,0.94844466,0.9542749,0.95355487,0.94512874,0.95007885,0.95170313,0.9514171,0.9508004,0.95215005,0.9495885,0.9556836,0.95495665,0.9501773,0.99999523,0.953062,0.9501392,0.95161426,0.94883853,0.95337844
ZNF473,0.9546228,0.94757897,0.95221865,0.950614,0.9514456,0.95666534,0.9553308,0.948937,0.9515635,0.9503611,0.9516406,0.9549371,0.9556686,0.9564527,0.9523021,0.94966334,0.9530804,0.95441836,0.95138115,0.9513877,0.95335966,0.951475,0.95152074,0.95196944,0.9482298,0.951707,0.9545338,0.9482354,0.95066833,0.95093745,0.953021,0.9523022,0.95092416,0.951286,0.9493382,0.94953305,0.95094794,0.9492111,0.95393705,0.9501259,0.9515399,0.95272815,0.9514936,0.9480555,0.9518587,0.95455074,0.95245326,0.9512554,0.94980615,0.95025444,0.9557914,0.9511843,0.95527494,0.9544562,0.95371294,0.94771713,0.9530036,0.9507344,0.9523862,0.95359236,0.95032257,0.9502191,0.9511277,0.9530334,0.9533189,0.95219225,0.9509503,0.9502572,0.9526977,0.95453763,0.95053995,0.9511662,0.9534242,0.9523569,0.9502628,0.95297337,0.9515674,0.9526577,0.95049185,0.9489222,0.95382285,0.9513523,0.9532547,0.9503784,0.95687956,0.9491551,0.95165956,0.95579493,0.9534151,0.9514736,0.9543123,0.9516141,0.9550619,0.94955,0.953062,1.0000117,0.9510251,0.9528457,0.9522534,0.9564794
ZNF483,0.9503608,0.9498307,0.95385164,0.9501784,0.95220554,0.9521565,0.95073724,0.9512079,0.94771355,0.9498488,0.95048076,0.9510515,0.9516438,0.94993514,0.94645983,0.95139873,0.9527935,0.948188,0.950079,0.94826066,0.9496564,0.95079637,0.9521041,0.94933057,0.9520818,0.950554,0.95026976,0.94990057,0.95328254,0.95033,0.95144296,0.9499973,0.949407,0.95108324,0.9497916,0.95115805,0.948618,0.95073193,0.9513869,0.9485631,0.950994,0.94760394,0.95052373,0.9501314,0.95019424,0.9509661,0.9505628,0.9495531,0.9509872,0.9528785,0.94967467,0.9470298,0.9519266,0.9501414,0.95051837,0.95146406,0.9505137,0.9504399,0.95010436,0.9500588,0.9485484,0.9501409,0.9455304,0.94867885,0.95175666,0.9514323,0.95244014,0.95145905,0.9524492,0.95145893,0.95009553,0.9533515,0.95042783,0.94979286,0.94903564,0.95167005,0.95309615,0.94829476,0.9512937,0.9519417,0.94900453,0.95107114,0.94866705,0.9494925,0.9492123,0.9488754,0.9522023,0.9503388,0.951586,0.95108825,0.95040095,0.94887865,0.95302343,0.95036376,0.9501392,0.9510251,1.0000094,0.9508522,0.9498891,0.9499023
ZNF534,0.9477829,0.95136297,0.95475864,0.95352334,0.94843686,0.9488525,0.9550549,0.9557386,0.9526201,0.9538475,0.95567006,0.94684464,0.9518577,0.9556774,0.9511186,0.9521143,0.9470865,0.9514737,0.9501491,0.94622505,0.9543966,0.95140105,0.9549056,0.94692725,0.94909143,0.9477304,0.95525044,0.9509942,0.9562211,0.9511014,0.95062256,0.95050544,0.9562475,0.9561094,0.95338047,0.95271385,0.9566782,0.9557084,0.9513,0.9500927,0.9526443,0.94896,0.95066166,0.9500983,0.9519972,0.95456004,0.9516291,0.9556682,0.95152205,0.9489861,0.9507461,0.9468898,0.95416045,0.9551606,0.9512408,0.95274734,0.9537166,0.95489806,0.9454373,0.95913595,0.95604897,0.9539721,0.94808877,0.95423615,0.95486426,0.95233625,0.9548421,0.94949365,0.95055544,0.9517138,0.948444,0.9513674,0.9502092,0.95297873,0.9518541,0.9547666,0.9545479,0.95122385,0.94734854,0.9485609,0.95268977,0.95284224,0.95223004,0.95243484,0.9538821,0.9497623,0.9559039,0.94964725,0.95056593,0.950606,0.95294565,0.95351297,0.9572812,0.9500799,0.95161426,0.9528457,0.9508522,1.0000082,0.955186,0.9514224
ZNF687,0.951177,0.95067644,0.9510449,0.9573917,0.9497123,0.94932,0.9488626,0.9618077,0.95217174,0.95822066,0.9493078,0.94888526,0.9473596,0.9542218,0.9485822,0.9509201,0.9504473,0.9500915,0.948362,0.94396967,0.9544884,0.95433617,0.9531907,0.9453077,0.94926715,0.94907683,0.94837934,0.95071334,0.95690197,0.94999826,0.9498646,0.9552716,0.958156,0.9615896,0.94963014,0.9565965,0.9542941,0.94859374,0.95317924,0.94745153,0.94639647,0.9487147,0.9515113,0.94833946,0.9507517,0.9561708,0.9501435,0.95351136,0.9594907,0.9488658,0.9491836,0.9498521,0.95098156,0.9524897,0.9484605,0.9508814,0.95200485,0.9499969,0.9441655,0.95996255,0.9601982,0.9492106,0.94808847,0.949274,0.9561857,0.9508773,0.9519523,0.9529493,0.9485281,0.9486512,0.9423417,0.9502485,0.9526751,0.9453165,0.9603689,0.9571923,0.9541745,0.9495283,0.94758654,0.94688106,0.94774884,0.95456946,0.9507617,0.94753945,0.9570403,0.9465887,0.9497335,0.95004165,0.9518714,0.9492484,0.9515554,0.9517849,0.95191073,0.9509445,0.94883853,0.9522534,0.9498891,0.955186,0.99999297,0.94941545
ZNF880,0.9517804,0.9503785,0.95159274,0.94957215,0.95093566,0.9526194,0.9539805,0.9485549,0.9523577,0.9492285,0.95354354,0.9545385,0.95538044,0.95588565,0.95477986,0.95110947,0.9492146,0.9554672,0.95107543,0.9543258,0.9544019,0.9502523,0.9510885,0.9557447,0.9478058,0.95249045,0.9527314,0.9503095,0.95144093,0.9509503,0.9512446,0.95196027,0.9512166,0.9497067,0.953776,0.9480264,0.9513088,0.95238227,0.9541042,0.9521347,0.95158845,0.9525321,0.95183414,0.9481056,0.95075464,0.9514714,0.95064473,0.9516175,0.94840896,0.9503951,0.95616436,0.95446134,0.95427024,0.9539883,0.9526794,0.95001185,0.9516448,0.95565253,0.95617753,0.9530643,0.95317197,0.9554521,0.9543275,0.9539293,0.9533035,0.9478088,0.94849,0.94929093,0.95299256,0.95303464,0.95159376,0.9494773,0.9518368,0.95649785,0.94937986,0.9501812,0.9495368,0.9560126,0.9509043,0.949595,0.955763,0.95003855,0.9529598,0.9514104,0.9507886,0.95310163,0.9546599,0.9544868,0.9526305,0.9516755,0.95158696,0.9558593,0.95140636,0.95112354,0.95337844,0.9564794,0.9499023,0.9514224,0.94941545,0.9999918
