,AK3,ATF7IP2,ATP10D,ATP6V1E2,ATXN7L3,BACH2,BBS10,BEND3,BHLHE40,BTLA,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,EHF,EHMT1,ELOF1,FAM208A,FAM229B,HDHD3,HES5,HIST1H4I,HOXA1,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLRG1,KRTCAP2,LCMT2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,MAP7D1,MAPK8,MBOAT2,MCTS1,MED19,MGA,MICA,MOSMO,MT3,NDST1,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RFX5,RPL26L1,RPS6KA1,S100P,SAMHD1,SENP5,SFXN4,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SPATA2,SYNE1,TESPA1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,YWHAG,ZDHHC5,ZFHX4,ZFP14,ZNF10,ZNF138,ZNF235,ZNF473,ZNF483,ZNF534,ZNF687,ZNF880
LRTOMT,0.94895566,0.94997394,0.9523146,0.9517864,0.9505275,0.9499639,0.9489084,0.94974256,0.9471735,0.94885874,0.9535609,0.9486797,0.95095897,0.9497208,0.9480145,0.9519942,0.94991493,0.95292735,0.9528501,0.95078695,0.94962806,0.94979984,0.9521001,0.95059276,0.9501732,0.9513111,0.9485235,0.9517665,0.95333064,0.9520259,0.94985664,0.9484876,0.95036834,0.9497045,0.9526397,0.94863313,0.949119,0.9518984,0.9504917,0.94988286,0.9495221,0.95252645,1.0000029,0.9500911,0.9526996,0.9508666,0.9521179,0.94825333,0.94913715,0.9503446,0.9501894,0.9474741,0.94879645,0.94878113,0.9524025,0.9526272,0.9526641,0.9526996,0.9503707,0.9503052,0.9497059,0.9539755,0.9499395,0.95253974,0.94937557,0.95141226,0.95121855,0.9531235,0.9533906,0.9512923,0.9487475,0.95456326,0.951226,0.9521214,0.9484527,0.95031583,0.9524617,0.9516141,0.9490441,0.94978076,0.9509948,0.95269024,0.9539167,0.9495353,0.9488081,0.9511047,0.9538741,0.95124614,0.950672,0.9530903,0.9519211,0.9511236,0.95419586,0.9520697,0.9521735,0.9514936,0.95052373,0.95066166,0.9515113,0.95183414
LY96,0.9505889,0.9502222,0.95069385,0.95184654,0.9557005,0.9528625,0.9510417,0.9495008,0.94906634,0.9500129,0.9478175,0.948733,0.9484707,0.9502197,0.9478993,0.9557537,0.9578454,0.9499058,0.9478488,0.948804,0.9507488,0.94922996,0.9498569,0.9507263,0.95379114,0.95565724,0.94776696,0.95675695,0.9500899,0.94799906,0.9586801,0.9507421,0.9485503,0.94994885,0.9482595,0.9500246,0.947607,0.95013916,0.94835556,0.94996023,0.94605297,0.9474359,0.9500911,1.0000048,0.948491,0.95237166,0.94786465,0.9486474,0.95193464,0.9595267,0.94890183,0.9517172,0.95049596,0.9495165,0.9477938,0.9536207,0.94816464,0.94822955,0.9492333,0.9488171,0.9488242,0.9482643,0.94438934,0.94830537,0.94854355,0.9493155,0.95429736,0.9545225,0.9508879,0.94848526,0.9528209,0.9511522,0.9531454,0.95067984,0.9503975,0.9496677,0.95146143,0.9484208,0.9584482,0.9625255,0.9488788,0.95501214,0.947405,0.94230443,0.95103383,0.9492425,0.95013833,0.9522424,0.94998986,0.94725835,0.94718826,0.9476299,0.947755,0.95463556,0.9463863,0.9480555,0.9501314,0.9500983,0.94833946,0.9481056
LYST,0.94980943,0.9498339,0.94981134,0.950095,0.9473579,0.94798535,0.9505378,0.95117486,0.9491174,0.9512937,0.9523451,0.95006835,0.95144403,0.9516342,0.9482054,0.94944036,0.947358,0.9521079,0.9528813,0.9485183,0.9511053,0.9513358,0.9518841,0.9482263,0.94814825,0.9493844,0.9504383,0.9510526,0.951814,0.952186,0.94835687,0.9487153,0.9516809,0.9520365,0.9506471,0.95105183,0.95016026,0.95157427,0.95072335,0.94896907,0.95031923,0.9517555,0.9526996,0.948491,0.99999565,0.94919264,0.9538218,0.9509141,0.9515946,0.9495176,0.9510882,0.9478309,0.94978726,0.9510465,0.9519082,0.95096004,0.95443,0.951053,0.9484872,0.952405,0.9508578,0.95180064,0.94952154,0.9515841,0.95209485,0.95273775,0.94929,0.9500625,0.95013493,0.95187324,0.9486389,0.95019627,0.9505749,0.9492599,0.9518114,0.95281076,0.9500289,0.9517779,0.94758284,0.94912034,0.9499669,0.9490611,0.95387167,0.95086664,0.95044035,0.9492247,0.95128125,0.9490423,0.95088655,0.9527473,0.9525022,0.95143723,0.95260257,0.94865143,0.9521084,0.9518587,0.95019424,0.9519972,0.9507517,0.95075464
MAP7D1,0.95275563,0.95042413,0.9533743,0.9552295,0.9505479,0.9569253,0.9530371,0.95750487,0.95191514,0.95703727,0.9481222,0.94965553,0.9511126,0.9528787,0.9486664,0.9534932,0.95367086,0.95154816,0.948564,0.94691426,0.9528441,0.9539231,0.9503046,0.9481521,0.95187044,0.9513034,0.9518605,0.94933194,0.95579445,0.94892377,0.9545239,0.954713,0.9562973,0.9606892,0.9494908,0.9564774,0.95331395,0.94901544,0.95324975,0.94816834,0.9491063,0.94863397,0.9508666,0.95237166,0.94919264,0.9999957,0.9502326,0.9541279,0.957403,0.9510472,0.95188075,0.9518098,0.9557107,0.95453507,0.9500841,0.94974566,0.9508797,0.9478734,0.9477965,0.95743495,0.9552175,0.95140845,0.94573873,0.94855434,0.95587116,0.9505434,0.9533052,0.95383686,0.9504603,0.95088935,0.945311,0.9518578,0.95424265,0.9493304,0.955613,0.95367116,0.9552294,0.9490763,0.95074654,0.949802,0.95117503,0.95512265,0.95002294,0.94899666,0.957664,0.9475624,0.94866765,0.9528661,0.95392406,0.949319,0.9534037,0.9538319,0.9510887,0.9510141,0.9492625,0.95455074,0.9509661,0.95456004,0.9561708,0.9514714
MAPK8,0.9482374,0.94928694,0.9495006,0.94914645,0.94834006,0.9483639,0.9497102,0.9494606,0.94929624,0.94952774,0.95272636,0.9514205,0.951119,0.9491181,0.94949216,0.94795126,0.9475045,0.95201933,0.9544488,0.9482242,0.95102483,0.95081955,0.95302147,0.94952023,0.94763666,0.94811153,0.9511584,0.9482312,0.9501236,0.9542933,0.9488854,0.9494875,0.9496965,0.94975346,0.9507752,0.9491062,0.95214665,0.94968957,0.9521287,0.95090157,0.95060897,0.9529358,0.9521179,0.94786465,0.9538218,0.9502326,1.0000143,0.951178,0.9488051,0.94772786,0.9508495,0.9491195,0.9509436,0.9508525,0.9540392,0.9480039,0.9540929,0.9524925,0.94849014,0.9498259,0.9495059,0.94984645,0.95001966,0.95076156,0.951873,0.9527316,0.94877905,0.9478087,0.95045614,0.95247644,0.94896764,0.94924027,0.9479257,0.94921404,0.9506753,0.9512372,0.9493456,0.95138675,0.9475857,0.9471802,0.94949794,0.94890225,0.9542463,0.9509789,0.95063996,0.9496201,0.9511189,0.94914895,0.9495019,0.9543199,0.9528524,0.9498751,0.95332515,0.94845957,0.9514265,0.95245326,0.9505628,0.9516291,0.9501435,0.95064473
MBOAT2,0.9459785,0.94969356,0.95053506,0.95067126,0.9496784,0.95353305,0.9491025,0.95458597,0.9620046,0.9571372,0.94636476,0.9494087,0.949251,0.95373565,0.95345324,0.94745576,0.9487121,0.9527987,0.9506062,0.946975,0.95056266,0.95104635,0.9524387,0.9481101,0.9444621,0.94336444,0.95219946,0.94194543,0.9492249,0.9518602,0.9499526,0.9528147,0.95443106,0.95652205,0.94791734,0.95918906,0.96180683,0.94497967,0.95612204,0.95498353,0.9480419,0.952968,0.94825333,0.9486474,0.9509141,0.9541279,0.951178,1.0000015,0.95409995,0.94154155,0.95248604,0.96166366,0.9540376,0.95352554,0.9502541,0.9440448,0.9498275,0.9549452,0.9482105,0.9513864,0.95434755,0.94768673,0.953913,0.95134205,0.9526881,0.9470884,0.94762146,0.94497955,0.9457702,0.9521264,0.94597137,0.9460714,0.94714206,0.9486185,0.957875,0.95165706,0.94728136,0.9514074,0.9460181,0.9427699,0.9512057,0.95065606,0.94892436,0.9525765,0.96007323,0.95141506,0.9469069,0.9456152,0.9491085,0.9502233,0.9533894,0.9527677,0.9471749,0.9491686,0.94741803,0.9512554,0.9495531,0.9556682,0.95351136,0.9516175
MCTS1,0.95292354,0.9524697,0.9495912,0.9563619,0.9501979,0.95060635,0.9517566,0.96590436,0.95440626,0.9623616,0.94698817,0.9497284,0.9473974,0.9485607,0.9473379,0.95181406,0.9520997,0.9496396,0.94797707,0.9448054,0.95244443,0.9561791,0.9508514,0.9418582,0.9498112,0.9512859,0.9489051,0.95013183,0.95435643,0.9488922,0.9498679,0.9541512,0.9598873,0.9678969,0.9462887,0.95875347,0.9543215,0.94492877,0.9535903,0.94397104,0.9425885,0.94747674,0.94913715,0.95193464,0.9515946,0.957403,0.9488051,0.95409995,1.0000069,0.9513734,0.9485562,0.9509132,0.9532432,0.9534886,0.94831014,0.9505884,0.95151234,0.94804204,0.942109,0.9600785,0.9577636,0.9458076,0.94370794,0.9473174,0.95631945,0.950469,0.9500275,0.95180875,0.9473178,0.9477903,0.93956816,0.9476754,0.9559839,0.9406741,0.96441644,0.9571872,0.951828,0.9479125,0.9494364,0.9505013,0.9471188,0.95496625,0.95108885,0.9439032,0.9597515,0.9454048,0.9467177,0.948098,0.9530721,0.94750214,0.9521784,0.9521687,0.94976604,0.95069915,0.9463771,0.94980615,0.9509872,0.95152205,0.9594907,0.94840896
MED19,0.9575258,0.9510565,0.95321345,0.9534643,0.95725596,0.9570479,0.9552611,0.9484749,0.94338894,0.94815415,0.95092654,0.9514811,0.95073086,0.9524207,0.946519,0.95575297,0.960666,0.94830275,0.94814426,0.95160466,0.9519542,0.9488952,0.9490847,0.95004946,0.95760244,0.9621512,0.95031047,0.96159124,0.9537956,0.9476249,0.96198344,0.95153415,0.9462284,0.94941765,0.94987136,0.9474366,0.94143647,0.9513964,0.9469799,0.94617164,0.95023566,0.94482845,0.9503446,0.9595267,0.9495176,0.9510472,0.94772786,0.94154155,0.9513734,1.0000086,0.9492411,0.94611764,0.95265126,0.94860524,0.9476884,0.9578074,0.9500995,0.94497776,0.9524391,0.9514885,0.94813687,0.9507462,0.9411186,0.94924784,0.94948316,0.95218533,0.9560596,0.9569238,0.9547175,0.9498236,0.95863926,0.95416045,0.96173656,0.9511609,0.9477353,0.95131975,0.9554228,0.94836295,0.9621861,0.97375923,0.95058113,0.9553726,0.94846624,0.9426837,0.94940954,0.94740206,0.95210654,0.95725125,0.9500517,0.94774145,0.9477405,0.94692945,0.9509233,0.95370865,0.94845736,0.95025444,0.9528785,0.9489861,0.9488658,0.9503951
MGA,0.95050603,0.94811666,0.9502638,0.9488606,0.9502095,0.95329094,0.95305884,0.9483656,0.9539697,0.94932306,0.9516791,0.9536558,0.9536675,0.9563892,0.95581675,0.9489924,0.95002973,0.95354164,0.95131004,0.9526842,0.9495486,0.9514652,0.95031035,0.954055,0.94874746,0.95053065,0.95115566,0.9501601,0.9489051,0.95046103,0.9515381,0.9510112,0.95109326,0.94927835,0.9517794,0.95036715,0.9510473,0.94975054,0.9528773,0.95173466,0.9509498,0.95241904,0.9501894,0.94890183,0.9510882,0.95188075,0.9508495,0.95248604,0.9485562,0.9492411,0.9999914,0.9533152,0.9518883,0.95181316,0.95176226,0.94821334,0.94992423,0.9539426,0.952512,0.95229506,0.9524007,0.95230985,0.9530181,0.953675,0.95134056,0.9488938,0.9484589,0.9467879,0.9524428,0.95326364,0.9502411,0.94889736,0.94863456,0.9536958,0.94919205,0.95043564,0.9484957,0.95391667,0.9489672,0.9495973,0.956141,0.9498216,0.95258856,0.95090735,0.9509078,0.95102674,0.9503656,0.95485276,0.95107514,0.9489061,0.95129585,0.9551937,0.9523509,0.9513381,0.9511835,0.9557914,0.94967467,0.9507461,0.9491836,0.95616436
MICA,0.9508171,0.9484722,0.9466082,0.9487188,0.9565755,0.96360433,0.94594675,0.95101786,0.964784,0.95069075,0.938222,0.95127773,0.9475764,0.9563374,0.95801353,0.94821256,0.9564565,0.9542366,0.9493165,0.9519998,0.9470352,0.95181286,0.9481377,0.95681095,0.9458276,0.94675654,0.9478056,0.94484514,0.9428112,0.9514879,0.9548297,0.9580912,0.9491865,0.95182407,0.9426384,0.95450115,0.95495206,0.9404684,0.95557463,0.96238095,0.94580126,0.95339996,0.9474741,0.9517172,0.9478309,0.9518098,0.9491195,0.96166366,0.9509132,0.94611764,0.9533152,1.0000107,0.9518516,0.9517555,0.94886106,0.9427172,0.94505817,0.95427006,0.95118994,0.94353956,0.95092994,0.94440335,0.95554364,0.9486639,0.9510641,0.9476929,0.9465721,0.9468038,0.9456001,0.95175093,0.9484477,0.94568413,0.94584733,0.94901055,0.9570055,0.94808257,0.94287133,0.949272,0.95176566,0.9457078,0.95322764,0.9527364,0.94458276,0.94830173,0.9630095,0.95231646,0.9444318,0.9515203,0.9484598,0.94775164,0.95444024,0.9481453,0.94123775,0.94806325,0.9430484,0.9511843,0.9470298,0.9468898,0.9498521,0.95446134
MOSMO,0.9557039,0.9483373,0.9531355,0.951212,0.9520953,0.961935,0.96015114,0.9515117,0.95582926,0.9538572,0.9510641,0.95566154,0.9539476,0.9573965,0.9522329,0.95261186,0.9554098,0.9541157,0.9490924,0.9506801,0.9529619,0.95132124,0.94939715,0.95301104,0.9510004,0.9539578,0.9560408,0.9473833,0.9516789,0.94990313,0.9542817,0.9541548,0.953874,0.9566355,0.94857544,0.9523111,0.95147866,0.94865036,0.95234036,0.94741815,0.9507364,0.94914377,0.94879645,0.95049596,0.94978726,0.9557107,0.9509436,0.9540376,0.9532432,0.95265126,0.9518883,0.9518516,0.99999,0.95387816,0.95099586,0.94884473,0.9527224,0.9502038,0.95284474,0.95737547,0.9487547,0.95182854,0.9474947,0.94864833,0.95314765,0.9524214,0.949184,0.9482826,0.9529284,0.9538825,0.9495147,0.95007277,0.9559448,0.9533848,0.95360106,0.9532264,0.95192516,0.9496249,0.9515901,0.95116615,0.9558629,0.95285374,0.9519868,0.94992495,0.9595027,0.9461133,0.9507398,0.9564628,0.95252556,0.94833684,0.9519106,0.95280296,0.95228577,0.9513354,0.9522622,0.95527494,0.9519266,0.95416045,0.95098156,0.95427024
MT3,0.94973373,0.9528543,0.9501157,0.9531204,0.9480151,0.94924235,0.9530418,0.9543909,0.95545805,0.95556176,0.9526799,0.9518188,0.95222163,0.9517325,0.9541208,0.9518638,0.9499772,0.9529959,0.95014,0.94893503,0.9540074,0.951113,0.9514233,0.9488543,0.9485389,0.9489802,0.9547399,0.9480939,0.9520398,0.9515405,0.95059973,0.95521694,0.9561014,0.9553089,0.95195127,0.95260435,0.9548858,0.9499814,0.9518812,0.94996834,0.9494755,0.9509635,0.94878113,0.9495165,0.9510465,0.95453507,0.9508525,0.95352554,0.9534886,0.94860524,0.95181316,0.9517555,0.95387816,1.000001,0.9502792,0.94872385,0.95075417,0.9521592,0.9496385,0.9571625,0.95433235,0.953002,0.95072407,0.95317477,0.9523053,0.94937587,0.95022655,0.9512993,0.9509639,0.9511163,0.94632715,0.94907767,0.9535004,0.95114505,0.9546254,0.95511204,0.95114005,0.9524558,0.9494519,0.94710225,0.95346355,0.95307946,0.95393705,0.9507291,0.9545355,0.951172,0.9509423,0.9515113,0.95212054,0.95010525,0.95391095,0.9560029,0.95208526,0.9498295,0.9531896,0.9544562,0.9501414,0.9551606,0.9524897,0.9539883
NDST1,0.94915235,0.9496464,0.95096695,0.94966555,0.9475063,0.94957215,0.9501745,0.9484588,0.9499529,0.9475842,0.9525007,0.95091283,0.9534183,0.94903326,0.9505682,0.94980717,0.9471586,0.95318675,0.95410395,0.9511608,0.94927347,0.95146286,0.9517852,0.951501,0.947493,0.9490236,0.95191664,0.94866663,0.950558,0.95355815,0.9496796,0.94729435,0.94999254,0.94857585,0.9503359,0.9490248,0.9513265,0.9515275,0.9525355,0.9503244,0.95130986,0.9537759,0.9524025,0.9477938,0.9519082,0.9500841,0.9540392,0.9502541,0.94831014,0.9476884,0.95176226,0.94886106,0.95099586,0.9502792,0.9999981,0.9492106,0.95288515,0.95267403,0.94966245,0.9493152,0.9491053,0.9525095,0.9507177,0.951808,0.9516159,0.95339304,0.94859165,0.94953567,0.952368,0.9534039,0.9503818,0.95012605,0.94867647,0.95230526,0.9472606,0.9500119,0.94969016,0.95319027,0.9485935,0.9478545,0.95071375,0.94775194,0.9541737,0.9516661,0.9495817,0.9511201,0.95389944,0.94890654,0.950886,0.95460725,0.95330536,0.95214456,0.9549494,0.94935566,0.9514858,0.95371294,0.95051837,0.9512408,0.9484605,0.9526794
NNAT,0.94947433,0.95250636,0.952872,0.9526428,0.9506807,0.94498086,0.95039535,0.9510131,0.9427158,0.94919926,0.95526767,0.9491574,0.9500549,0.950874,0.9478659,0.9559137,0.95037466,0.94886297,0.9493595,0.9490071,0.955023,0.9495905,0.9511986,0.9483688,0.95513374,0.9584237,0.94917595,0.9606717,0.95641387,0.94921684,0.9544311,0.94521713,0.9508125,0.9490684,0.95466983,0.94804215,0.9458301,0.95597595,0.9471378,0.94690174,0.9492178,0.9475711,0.9526272,0.9536207,0.95096004,0.94974566,0.9480039,0.9440448,0.9505884,0.9578074,0.94821334,0.9427172,0.94884473,0.94872385,0.9492106,0.9999875,0.95146644,0.95163065,0.95066905,0.95305526,0.9533528,0.954356,0.94633335,0.952242,0.9497049,0.9509084,0.95548326,0.9550586,0.95560545,0.9477959,0.95007014,0.9545096,0.9555823,0.95294434,0.9454441,0.95168275,0.95708764,0.9512597,0.9518602,0.9590247,0.9504292,0.9518681,0.9519433,0.947685,0.9448963,0.9520006,0.95596355,0.9523963,0.9524763,0.9505605,0.94785833,0.95135105,0.9525498,0.9539018,0.95005745,0.94771713,0.95146406,0.95274734,0.9508814,0.95001185
ORM2,0.9508692,0.95022905,0.9517733,0.95258486,0.9470549,0.9466013,0.9531824,0.952989,0.94692534,0.9515659,0.95440245,0.95196474,0.9517066,0.95111436,0.94949573,0.9508528,0.9481632,0.95107245,0.9521481,0.9483929,0.95429397,0.9501561,0.9551028,0.9469222,0.95023125,0.9516198,0.95198375,0.95238227,0.952349,0.9533502,0.95024717,0.9501832,0.95333487,0.95205486,0.951445,0.94984376,0.95029736,0.9515792,0.95045894,0.94438523,0.9521834,0.9520266,0.9526641,0.94816464,0.95443,0.9508797,0.9540929,0.9498275,0.95151234,0.9500995,0.94992423,0.94505817,0.9527224,0.95075417,0.95288515,0.95146644,0.9999994,0.9509517,0.9482037,0.9567088,0.9523281,0.95166594,0.94884795,0.9504595,0.95433074,0.95435774,0.9509945,0.94815755,0.95224893,0.9531503,0.95048124,0.9499865,0.95396525,0.9489254,0.95041865,0.9549688,0.9532545,0.9535037,0.94802034,0.9497672,0.94961303,0.9498924,0.9554964,0.95033264,0.95054674,0.94858855,0.9532,0.9516532,0.9501188,0.9529848,0.9528318,0.95175654,0.95537806,0.95066416,0.95203525,0.9530036,0.9505137,0.9537166,0.95200485,0.9516448
P3H3,0.9440166,0.9499607,0.95033145,0.9474531,0.9483161,0.94774383,0.94952637,0.94935554,0.95356965,0.9493306,0.95391816,0.94984984,0.95294285,0.9521976,0.9551584,0.95014226,0.94613135,0.9559907,0.95256823,0.95279264,0.95143414,0.94994414,0.9539021,0.9554984,0.94660264,0.94710946,0.9507632,0.94997823,0.9495406,0.9525679,0.94868726,0.9480341,0.9516291,0.9494469,0.9533423,0.9489752,0.9544305,0.9539856,0.9549555,0.9549359,0.95160115,0.95363814,0.9526996,0.94822955,0.951053,0.9478734,0.9524925,0.9549452,0.94804204,0.94497776,0.9539426,0.95427006,0.9502038,0.9521592,0.95267403,0.95163065,0.9509517,1.0000048,0.94886434,0.94943774,0.9519904,0.95408976,0.95496315,0.9529902,0.9499125,0.95070314,0.9494979,0.94571453,0.95199823,0.9526284,0.9483362,0.95025605,0.94457656,0.9545287,0.94922906,0.9489991,0.94944936,0.9544167,0.94622934,0.94664437,0.9542312,0.94782364,0.9515418,0.9513784,0.9506602,0.9561261,0.9552886,0.94762224,0.9502515,0.95129013,0.9511774,0.9533842,0.95083994,0.9512795,0.95121986,0.9507344,0.9504399,0.95489806,0.9499969,0.95565253
PEX10,0.9538329,0.94878906,0.9512565,0.95094293,0.95296943,0.9560214,0.9518248,0.939691,0.9478278,0.9446138,0.9527092,0.95631635,0.9554795,0.957778,0.9556916,0.95222217,0.9562494,0.9509302,0.94984496,0.9587325,0.9506954,0.9489864,0.9487017,0.95827615,0.95000476,0.9546974,0.9540489,0.94944185,0.94793814,0.9511311,0.9536725,0.9515766,0.9438457,0.9407114,0.95322776,0.9425881,0.94528407,0.9504893,0.9465849,0.9518316,0.9509227,0.95093924,0.9503707,0.9492333,0.9484872,0.9477965,0.94849014,0.9482105,0.942109,0.9524391,0.952512,0.95118994,0.95284474,0.9496385,0.94966245,0.95066905,0.9482037,0.94886434,1.000012,0.94294864,0.94186556,0.953891,0.9524333,0.95405066,0.94774556,0.9491298,0.9501555,0.9525394,0.95539796,0.9526367,0.9573768,0.9539215,0.9540434,0.9583053,0.943972,0.9465662,0.9506593,0.951377,0.9551954,0.95181054,0.9556486,0.95132715,0.95019835,0.9504317,0.94655895,0.9540564,0.9492695,0.95853245,0.9518763,0.9505902,0.94861317,0.9484933,0.950041,0.9501177,0.9544331,0.9523862,0.95010436,0.9454373,0.9441655,0.95617753
PIP,0.95625746,0.9507272,0.9521282,0.95912087,0.94868016,0.94882053,0.9572275,0.9604316,0.95086956,0.95822096,0.9564413,0.95173335,0.9531186,0.9565801,0.95205903,0.9519258,0.948213,0.9517144,0.94857883,0.9450603,0.95765615,0.9529959,0.95267606,0.94723004,0.9507654,0.9541902,0.9551919,0.95308447,0.9568583,0.9484276,0.948752,0.9544246,0.96257704,0.96327543,0.95305383,0.95378524,0.95577323,0.95501626,0.9517101,0.9405421,0.951857,0.9472453,0.9503052,0.9488171,0.952405,0.95743495,0.9498259,0.9513864,0.9600785,0.9514885,0.95229506,0.94353956,0.95737547,0.9571625,0.9493152,0.95305526,0.9567088,0.94943774,0.94294864,1.0000027,0.9640657,0.9541844,0.9479143,0.9514226,0.9585709,0.95131695,0.949787,0.9515862,0.9531504,0.9515412,0.9465967,0.9504707,0.95803833,0.9478601,0.955946,0.95763403,0.95650434,0.9530059,0.9471441,0.9493681,0.95341754,0.9532935,0.95668036,0.95091736,0.9558425,0.94740486,0.9550171,0.956402,0.9503897,0.9488126,0.9518275,0.95759845,0.9562692,0.95038784,0.9511755,0.95359236,0.9500588,0.95913595,0.95996255,0.9530643
POU2F3,0.9509987,0.95200723,0.9503661,0.95667195,0.9477329,0.9469656,0.95207983,0.96206975,0.9553341,0.9568049,0.9502938,0.9503032,0.9488399,0.95420253,0.9541117,0.9515793,0.9471946,0.9526135,0.949878,0.94660044,0.9568571,0.95237213,0.95334935,0.9468094,0.94704473,0.9498204,0.9499244,0.95136607,0.9579303,0.94972235,0.9488239,0.95225966,0.9631069,0.9594535,0.951833,0.95754683,0.9567566,0.9520311,0.9531444,0.94521534,0.9480308,0.9503137,0.9497059,0.9488242,0.9508578,0.9552175,0.9495059,0.95434755,0.9577636,0.94813687,0.9524007,0.95092994,0.9487547,0.95433235,0.9491053,0.9533528,0.9523281,0.9519904,0.94186556,0.9640657,1.0000068,0.951246,0.9521512,0.9514687,0.95655763,0.94881517,0.95049745,0.94893974,0.94923997,0.95133317,0.9434043,0.9488334,0.9503871,0.9450534,0.9576439,0.9562429,0.9521774,0.9550138,0.9471334,0.946913,0.9502341,0.9512212,0.9542902,0.9512113,0.9552339,0.95095676,0.9543493,0.9485267,0.9513301,0.9492101,0.953104,0.9572957,0.9522409,0.9489798,0.9481701,0.95032257,0.9485484,0.95604897,0.9601982,0.95317197
RAB30,0.94754696,0.9508296,0.9539437,0.9515948,0.9477779,0.9485879,0.9542421,0.94796896,0.945446,0.94805896,0.960484,0.950547,0.95606375,0.9521438,0.95289004,0.95388246,0.94627875,0.95634305,0.9520986,0.95441604,0.9524064,0.94870514,0.9534565,0.95166916,0.9503605,0.9523005,0.9547365,0.9526099,0.9547982,0.951499,0.9513334,0.9459439,0.951956,0.94901764,0.9607196,0.94703555,0.95064473,0.9626213,0.9494064,0.94947207,0.9543422,0.95025796,0.9539755,0.9482643,0.95180064,0.95140845,0.94984645,0.94768673,0.9458076,0.9507462,0.95230985,0.94440335,0.95182854,0.953002,0.9525095,0.954356,0.95166594,0.95408976,0.953891,0.9541844,0.951246,0.9999967,0.95182335,0.9573411,0.9510755,0.9510586,0.9517591,0.9545309,0.95671344,0.95282245,0.9514964,0.9553922,0.95243245,0.9606812,0.94352543,0.950678,0.9549094,0.9546523,0.9485565,0.95021456,0.958771,0.9495755,0.9551391,0.952515,0.94660854,0.9530378,0.95790064,0.9550531,0.9510126,0.9513817,0.95021343,0.9573656,0.95566,0.95034117,0.95817304,0.9502191,0.9501409,0.9539721,0.9492106,0.9554521
RAMP1,0.94744146,0.94862807,0.9482415,0.94811594,0.9469286,0.9494219,0.9491492,0.94405955,0.95380443,0.9461886,0.9502773,0.95210326,0.9522262,0.95303744,0.9602509,0.94794536,0.9442614,0.95308834,0.9518147,0.9563697,0.95007277,0.94834673,0.95025295,0.95801026,0.94393265,0.94630885,0.95061725,0.9467094,0.9460347,0.95129514,0.9442453,0.9500499,0.94864017,0.9441876,0.9515376,0.9467394,0.9532673,0.95128965,0.95146286,0.9546577,0.95307565,0.95542514,0.9499395,0.94438934,0.94952154,0.94573873,0.95001966,0.953913,0.94370794,0.9411186,0.9530181,0.95554364,0.9474947,0.95072407,0.9507177,0.94633335,0.94884795,0.95496315,0.9524333,0.9479143,0.9521512,0.95182335,0.999993,0.9537739,0.94943154,0.94836265,0.94508976,0.9438651,0.94911337,0.95227635,0.9517504,0.94652283,0.9430147,0.95277727,0.94682586,0.94620657,0.945651,0.95587695,0.9443623,0.94010234,0.95436877,0.9452464,0.95172536,0.9577083,0.94974965,0.9539012,0.951236,0.9501542,0.94857246,0.95005965,0.9516956,0.9525447,0.94947106,0.9479023,0.95105743,0.9511277,0.9455304,0.94808877,0.94808847,0.9543275
RASD2,0.94759125,0.9524195,0.95182836,0.9519624,0.94928414,0.948641,0.9517059,0.94783914,0.9493902,0.9501109,0.9581417,0.95294106,0.95394105,0.9562839,0.95378655,0.9529241,0.94862366,0.95327604,0.9523763,0.95288616,0.95339334,0.9493472,0.95275146,0.95114255,0.9490093,0.9507445,0.95413935,0.95110047,0.9512949,0.95173264,0.9497858,0.9494765,0.95035493,0.94846505,0.9566783,0.9477226,0.9526668,0.95371807,0.9517553,0.95200133,0.95260954,0.95206445,0.95253974,0.94830537,0.9515841,0.94855434,0.95076156,0.95134205,0.9473174,0.94924784,0.953675,0.9486639,0.94864833,0.95317477,0.951808,0.952242,0.9504595,0.9529902,0.95405066,0.9514226,0.9514687,0.9573411,0.9537739,1.0000011,0.9513902,0.9485866,0.9512547,0.95194703,0.9525683,0.95192826,0.9514201,0.9528444,0.9525083,0.9569316,0.9480337,0.95062846,0.95255554,0.9553325,0.94877964,0.9491432,0.95519376,0.9515127,0.95448303,0.952439,0.94824594,0.9558517,0.9553165,0.9537692,0.95024735,0.9520599,0.9523835,0.95636535,0.95417345,0.9505197,0.9554301,0.9530334,0.94867885,0.95423615,0.949274,0.9539293
