,AK3,ATF7IP2,ATP10D,ATXN7L3,BBS10,BEND3,BHLHE40,BNIP3L,BTLA,C11orf1,C12orf76,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,DTX1,EHF,EHMT1,ELOF1,FAHD1,FAM208A,FAM229B,FSD1,GLI3,HDHD3,HIST1H4I,HSPA4,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLHL17,KLRG1,KRTCAP2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,LZTS1,MAP3K9,MAP7D1,MAP7D3,MAPK8,MBOAT2,MGA,MOSMO,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RETN,RFX5,RNH1,RPL26L1,RPS6KA1,RYK,S100P,SAMHD1,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SLC25A4,SOX15,SPATA2,SUMF1,SYNE1,TCEAL1,TESPA1,THYN1,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TWIST1,ZDHHC5,ZFP14,ZGLP1,ZNF138,ZNF687,ZNF880
TESPA1,0.95408416,0.95039463,0.9508882,0.9557465,0.9662117,0.95628506,0.9448719,0.95107883,0.9530493,0.95802903,0.955361,0.95481366,0.9536617,0.95245516,0.95254725,0.94936574,0.9539521,0.9524399,0.94772464,0.9475709,0.9469796,0.9547657,0.9497167,0.95461106,0.9476682,0.94962,0.9566895,0.9540766,0.95719516,0.94930273,0.9536946,0.94996756,0.95437825,0.94813097,0.95061904,0.9511499,0.94975895,0.9552231,0.9532629,0.95094097,0.9472048,0.95254517,0.95077014,0.9460254,0.95224005,0.94690585,0.9499241,0.95114183,0.9515527,0.9510696,0.9462031,0.9547886,0.9499476,0.9484799,0.9444732,0.9488764,0.9571377,0.9558544,0.9540694,0.94619584,0.94979584,0.9604699,0.9490303,0.95204085,0.94431543,0.94940555,0.951673,0.9420673,0.947234,0.95210063,0.9544284,0.95087713,0.9521377,0.9578665,0.9487251,0.9566342,0.9491842,0.9494021,0.94849604,0.9565364,0.95834404,0.9517846,0.9496903,0.95226824,0.9515826,0.95641226,1.0000005,0.95073146,0.94393855,0.9473457,0.9466726,0.9509249,0.95897007,0.94900703,0.9496117,0.95325303,0.9485052,0.95165527,0.9547326,0.9528713
THYN1,0.9498398,0.9480536,0.94978654,0.95151305,0.9592886,0.94853246,0.95436615,0.95449644,0.94899255,0.95594907,0.96049863,0.95240134,0.95244974,0.9569049,0.9604345,0.95561755,0.95540565,0.95337015,0.95270926,0.9497491,0.95383155,0.9529431,0.9461433,0.9488339,0.9514785,0.95187813,0.94960594,0.951614,0.95285034,0.95680416,0.94859457,0.9492532,0.9504122,0.94995224,0.94797266,0.9537782,0.95194036,0.9508242,0.95048213,0.9497832,0.950989,0.95269775,0.9532485,0.95248574,0.951567,0.9487501,0.94867283,0.9484313,0.949841,0.9480474,0.94814396,0.95248973,0.95463115,0.9477253,0.9542435,0.95984054,0.957024,0.9457948,0.9492054,0.95276535,0.9549167,0.9575837,0.95072365,0.9530818,0.9539022,0.95379883,0.9492582,0.9554796,0.9495012,0.95355,0.9480537,0.95191485,0.9510803,0.9557542,0.95115054,0.9573264,0.957939,0.95240694,0.95129114,0.9477774,0.9477314,0.94975823,0.94967914,0.95355487,0.95128065,0.95439863,0.95073146,0.99999285,0.951264,0.95423913,0.9494532,0.9489566,0.9577257,0.9518659,0.94934154,0.95771134,0.95014876,0.95142025,0.94830614,0.9559929
TP53,0.9495909,0.9496161,0.95059514,0.948918,0.9488493,0.94276875,0.95036423,0.9467854,0.9436593,0.94875705,0.94838834,0.9501715,0.9491064,0.95318985,0.95384264,0.9486442,0.9487595,0.9449318,0.9502338,0.9516049,0.9496628,0.9507244,0.9451145,0.93959594,0.94980615,0.94771016,0.94898355,0.9500445,0.9434159,0.9606836,0.94043255,0.94940585,0.9503533,0.95040035,0.9507529,0.9444083,0.9507483,0.9417389,0.9524195,0.9485355,0.9521823,0.95087636,0.95200634,0.94993603,0.96159685,0.94914967,0.9491755,0.9352018,0.95128524,0.9490657,0.9506983,0.9420542,0.9501356,0.94994795,0.9561964,0.95375395,0.9475994,0.93716186,0.94963866,0.9506836,0.9516736,0.9488328,0.95035994,0.9500351,0.95301425,0.9521563,0.9452944,0.95021045,0.95038426,0.9539291,0.94481707,0.94868076,0.9505032,0.950968,0.95925575,0.9514288,0.9513037,0.9474888,0.95049965,0.9451969,0.9440448,0.9501933,0.9534437,0.9507764,0.9455973,0.94174844,0.94393855,0.951264,1.0000033,0.9475178,0.9488554,0.9507439,0.95187044,0.94854355,0.9506082,0.95004123,0.96000123,0.94319075,0.9431589,0.9523248
TRIT1,0.95145714,0.9481882,0.9497827,0.95458865,0.955036,0.9554978,0.95951015,0.95371604,0.95278764,0.94666445,0.9553836,0.9458854,0.94567496,0.94884086,0.95091087,0.9513255,0.9512043,0.9624415,0.95212746,0.9447422,0.9482933,0.94746983,0.9514885,0.95018256,0.9483617,0.95030564,0.9509435,0.9439547,0.9471908,0.9525062,0.9496518,0.94687134,0.9428065,0.9480186,0.94425917,0.96037847,0.9518829,0.9596758,0.943549,0.95786613,0.9577361,0.9453075,0.9472574,0.95668584,0.94893914,0.94721395,0.94824183,0.95343584,0.95089346,0.94726795,0.94173956,0.95885813,0.9529357,0.9501137,0.95814615,0.9472692,0.9582994,0.9453319,0.94801235,0.95391774,0.94851154,0.9539502,0.9506123,0.94906276,0.943713,0.9461317,0.95111656,0.9617056,0.95156616,0.93787867,0.9508217,0.9539715,0.95086205,0.9443789,0.94977695,0.9477714,0.94823384,0.9611691,0.9485193,0.9500247,0.95334196,0.94642115,0.9426473,0.9508941,0.95067656,0.95330894,0.9473457,0.95423913,0.9475178,1.0000038,0.9438857,0.9474345,0.95023257,0.95459425,0.9483945,0.94628125,0.94342756,0.9494028,0.95569247,0.9456164
TRMT10A,0.94283235,0.9499037,0.9493296,0.9463657,0.94774723,0.94929516,0.94840866,0.94840026,0.9490725,0.9488123,0.9482471,0.9516418,0.9508039,0.9506731,0.95039797,0.95179844,0.9487833,0.94304997,0.95287913,0.95044553,0.952218,0.95004356,0.9470644,0.9470277,0.95392424,0.95198846,0.9473737,0.9497995,0.95092475,0.9479092,0.9487479,0.9513252,0.9507674,0.95159477,0.9528593,0.94446886,0.95276463,0.9482178,0.9527364,0.9476242,0.9473029,0.9486216,0.95270586,0.95030206,0.9475907,0.9522354,0.9498998,0.9491887,0.94790864,0.9508767,0.9539446,0.9473351,0.9510274,0.9508927,0.9511148,0.9486816,0.94600856,0.9494153,0.9476842,0.9527164,0.9489845,0.94666696,0.9546342,0.9506279,0.9581979,0.95654285,0.94861025,0.951142,0.94805026,0.9565066,0.9486818,0.94305253,0.9473817,0.9503124,0.95129424,0.94403,0.95194876,0.94824976,0.9501273,0.9493853,0.948287,0.95144475,0.9566817,0.9482778,0.9478447,0.94384027,0.9466726,0.9494532,0.9488554,0.9438857,1.0000031,0.955614,0.9451498,0.94827646,0.94984335,0.95108616,0.95055413,0.9510753,0.94622546,0.95262337
TRPM2,0.94768685,0.9524108,0.95054674,0.9526238,0.9514454,0.95387393,0.9473868,0.9487082,0.9502145,0.95149034,0.9503037,0.952662,0.95117545,0.9526241,0.9558288,0.95275724,0.951593,0.9440025,0.9525245,0.94920516,0.9489109,0.95331216,0.9474972,0.9493685,0.9554384,0.9529014,0.95255333,0.9540364,0.95297563,0.9483184,0.94821405,0.952263,0.9556648,0.9493882,0.95327026,0.9443177,0.952615,0.9495804,0.9569402,0.94717276,0.94949484,0.95103717,0.95731,0.95082396,0.9498441,0.94830525,0.9509639,0.9479644,0.951347,0.95473874,0.9510353,0.9485075,0.9521279,0.95030373,0.9482192,0.95021087,0.9505152,0.95438457,0.953874,0.9541956,0.94773555,0.9543952,0.95557964,0.95258534,0.953477,0.95348084,0.9515883,0.9481797,0.9493587,0.9594692,0.951277,0.94652176,0.9486839,0.9550194,0.9537157,0.9511654,0.95340234,0.9478948,0.951063,0.9521703,0.9530357,0.95042175,0.9570833,0.9522686,0.9477343,0.94909245,0.9509249,0.9489566,0.9507439,0.9474345,0.955614,0.9999896,0.95093143,0.9486189,0.94876623,0.9526625,0.95219743,0.95083237,0.94850194,0.9550854
TRPV2,0.9600258,0.94871527,0.9489147,0.9558491,0.9610401,0.9528041,0.9485244,0.94997656,0.95226175,0.95647603,0.95639396,0.95647216,0.95599,0.95561826,0.9595189,0.9579797,0.9557372,0.95328337,0.95013595,0.9485144,0.9518278,0.9570582,0.94915694,0.9508852,0.94708407,0.95137805,0.95331925,0.9534955,0.9593896,0.9520721,0.95016605,0.9489099,0.9565818,0.9475449,0.9500223,0.9545979,0.9533273,0.95231193,0.9526929,0.9468273,0.9505274,0.9505832,0.95381415,0.9466332,0.9503675,0.9474269,0.9483355,0.9482346,0.9520613,0.95176214,0.9476469,0.9524843,0.95379287,0.9492681,0.94677657,0.9557769,0.9584767,0.9510842,0.9545631,0.9467732,0.9563848,0.9687902,0.9532658,0.9531645,0.9474845,0.9509018,0.9497797,0.9468229,0.9490298,0.95704615,0.9502569,0.95040464,0.9539426,0.9626818,0.9530381,0.9629539,0.9516218,0.9485415,0.95192504,0.95242953,0.95200896,0.95205486,0.9500005,0.95653564,0.95210546,0.9557709,0.95897007,0.9577257,0.95187044,0.95023257,0.9451498,0.95093143,0.9999946,0.95194954,0.9480076,0.9601336,0.9513844,0.9501413,0.9514746,0.95904696
TWIST1,0.9519899,0.94847083,0.9525251,0.95175046,0.94950485,0.9511157,0.95157623,0.9509954,0.951247,0.9477197,0.95026505,0.95086753,0.95190895,0.9510598,0.9498147,0.9508951,0.9515523,0.9538541,0.9505629,0.9492579,0.94901335,0.9523666,0.95091444,0.949119,0.95019466,0.9501076,0.9481015,0.94974256,0.94791824,0.95068765,0.9503454,0.9504129,0.9519617,0.95031023,0.9497749,0.95344335,0.9509453,0.9523361,0.95057017,0.9506325,0.9525169,0.9519521,0.94866556,0.95315725,0.95018923,0.9482727,0.9497087,0.9490684,0.9514108,0.9468337,0.9486673,0.9512352,0.94987494,0.9538703,0.9511315,0.9487317,0.9525686,0.9485871,0.9524782,0.95057285,0.95105636,0.9522482,0.9514525,0.9529383,0.9458046,0.9492871,0.9523557,0.95386183,0.95237255,0.94610876,0.95110726,0.9529809,0.95012206,0.9485852,0.9510255,0.9520844,0.9519469,0.9527445,0.9519296,0.952423,0.95140463,0.94836974,0.94661057,0.9505647,0.95071244,0.9505416,0.94900703,0.9518659,0.94854355,0.95459425,0.94827646,0.9486189,0.95194954,0.99998844,0.95113057,0.95019704,0.94792956,0.9502656,0.9510369,0.9501989
ZDHHC5,0.947537,0.95046395,0.9511103,0.94957155,0.94859666,0.9494434,0.94806844,0.9505523,0.9491777,0.94888026,0.9480629,0.9526402,0.9479031,0.95053315,0.9499371,0.94613737,0.9480956,0.9493508,0.9504336,0.9542796,0.9484024,0.9499328,0.94871885,0.9486784,0.9518439,0.9472359,0.9493145,0.949545,0.94756645,0.95088816,0.95021707,0.9520335,0.9496536,0.95579225,0.9544804,0.9491006,0.94982475,0.94857746,0.95087475,0.9494768,0.9509009,0.9517337,0.94907594,0.9497081,0.9507188,0.95249474,0.951809,0.9476092,0.95098335,0.9467361,0.9505738,0.9490843,0.9461224,0.9531217,0.95054746,0.94949514,0.9488597,0.94827485,0.95088786,0.9486184,0.9491359,0.9494717,0.9495707,0.9525266,0.94691133,0.95022273,0.9494617,0.9484649,0.9510341,0.94791937,0.9507083,0.9513482,0.9491074,0.9491211,0.95021284,0.9484674,0.951656,0.9493973,0.95160764,0.9497421,0.9512753,0.9502618,0.9488015,0.94730127,0.94878244,0.94611806,0.9496117,0.94934154,0.9506082,0.9483945,0.94984335,0.94876623,0.9480076,0.95113057,1.0000077,0.94910735,0.9504553,0.9488312,0.94956255,0.9484099
ZFP14,0.95146066,0.95016307,0.95065665,0.9510442,0.955137,0.9509873,0.95302105,0.9534495,0.9516551,0.9560125,0.95559925,0.9552052,0.95427966,0.95610607,0.95404494,0.95535684,0.9562042,0.9455816,0.9544839,0.95120907,0.9555969,0.9560952,0.94951946,0.9495162,0.95024776,0.9516804,0.9506484,0.9541929,0.95528394,0.95248663,0.95063436,0.950595,0.95360744,0.94970787,0.95172673,0.9486378,0.9557527,0.9529637,0.9556716,0.94745195,0.9491655,0.95326906,0.95345914,0.95005304,0.95008236,0.9513085,0.94877964,0.94961,0.9496955,0.9523445,0.9514228,0.9520606,0.9549833,0.9491769,0.9494796,0.9562018,0.95415896,0.9507279,0.95094395,0.95309937,0.953316,0.9598441,0.9572271,0.95452505,0.95333695,0.9540167,0.94951004,0.9491519,0.9456153,0.9600651,0.9481965,0.9464894,0.95166546,0.9602874,0.9535827,0.9574042,0.9529125,0.9475902,0.9523445,0.9501997,0.94784987,0.95412487,0.95546764,0.95362175,0.9503937,0.95118654,0.95325303,0.95771134,0.95004123,0.94628125,0.95108616,0.9526625,0.9601336,0.95019704,0.94910735,1.0000017,0.9513332,0.9512068,0.94811517,0.96209776
ZGLP1,0.94795394,0.94940495,0.95116055,0.94839174,0.9500982,0.94779384,0.9449736,0.94855464,0.9459409,0.9487592,0.94854164,0.9534843,0.94896346,0.95149267,0.95391214,0.94902253,0.9499141,0.9436469,0.9494018,0.95202255,0.9486825,0.95046663,0.94501686,0.9447603,0.95075005,0.94801235,0.9483916,0.9512426,0.9462372,0.9539429,0.946729,0.9522121,0.95378685,0.94978154,0.95249695,0.9436686,0.95159936,0.94440424,0.95531213,0.9472621,0.95213354,0.95304143,0.95229197,0.94846654,0.95939004,0.9498595,0.9508653,0.94317555,0.95035684,0.94748384,0.951033,0.944806,0.94817924,0.9504619,0.9503168,0.95412797,0.94716656,0.94794595,0.95218533,0.94691557,0.94855416,0.9512731,0.95124733,0.9523623,0.95275587,0.95232785,0.94861907,0.9450287,0.95166147,0.95833135,0.9490643,0.9486939,0.94839925,0.9521052,0.95511955,0.95124793,0.9509053,0.94556445,0.951835,0.9505644,0.95030767,0.94999343,0.9551411,0.94943917,0.9451641,0.94447196,0.9485052,0.95014876,0.96000123,0.94342756,0.95055413,0.95219743,0.9513844,0.94792956,0.9504553,0.9513332,0.9999966,0.9460164,0.9444579,0.95038617
ZNF138,0.947501,0.9492732,0.9506636,0.9500201,0.9523723,0.9538991,0.95067,0.95300984,0.9520754,0.9506139,0.95210135,0.94917166,0.951753,0.94926023,0.9504334,0.9518479,0.95071316,0.95082676,0.94880486,0.9479755,0.94837236,0.9503437,0.9502319,0.95194805,0.9493742,0.95025116,0.95049363,0.9496215,0.9537273,0.9483612,0.9525056,0.9499121,0.95054823,0.94935673,0.9493819,0.95246124,0.94881594,0.95280594,0.94963455,0.95005137,0.9491187,0.94861406,0.9474771,0.9492685,0.9455985,0.94763035,0.9493795,0.9543152,0.94910204,0.94996583,0.9487804,0.95432085,0.94841105,0.95022243,0.94872385,0.94928986,0.9507138,0.9533535,0.9503195,0.9514596,0.9501113,0.95202875,0.9509103,0.9508684,0.9481616,0.95029354,0.9514859,0.95041394,0.946988,0.94956285,0.9504242,0.9464261,0.9483512,0.9507219,0.9473047,0.95079255,0.9519048,0.95163316,0.9509155,0.9504377,0.9511623,0.94897646,0.9496756,0.9495168,0.9511367,0.95157176,0.95165527,0.95142025,0.94319075,0.9494028,0.9510753,0.95083237,0.9501413,0.9502656,0.9488312,0.9512068,0.9460164,1.0000004,0.9499724,0.9504553
ZNF687,0.9497953,0.95137054,0.94938934,0.95382226,0.9503932,0.9543322,0.94885606,0.952956,0.9580426,0.9492109,0.95015514,0.948714,0.945062,0.9449201,0.94751734,0.94764495,0.9522531,0.95782876,0.9487827,0.9459168,0.9447056,0.94789577,0.95332885,0.95769745,0.94898957,0.9473066,0.9513835,0.94899106,0.9492319,0.94611263,0.9571131,0.94865125,0.9480982,0.9484905,0.9465962,0.95312667,0.9492806,0.95618653,0.94712394,0.952153,0.9509152,0.94908524,0.9492464,0.94916844,0.9460687,0.94699347,0.9494976,0.9559963,0.95039785,0.9476051,0.94460803,0.9557847,0.9452147,0.94983315,0.9497157,0.94486356,0.9512919,0.9529567,0.9494917,0.94811773,0.94695973,0.95237005,0.9494391,0.9512142,0.94095147,0.9456301,0.95130664,0.9501382,0.94751084,0.94266933,0.955921,0.9556306,0.9499721,0.9474615,0.94496363,0.9504284,0.9493308,0.9530338,0.9494399,0.9540204,0.95538557,0.9485084,0.9441807,0.94895357,0.95076776,0.9508529,0.9547326,0.94830614,0.9431589,0.95569247,0.94622546,0.94850194,0.9514746,0.9510369,0.94956255,0.94811517,0.9444579,0.9499724,0.99999017,0.946077
ZNF880,0.95177054,0.9502487,0.95001626,0.9545192,0.95586514,0.9495226,0.9521122,0.95082957,0.95013154,0.95499957,0.95380676,0.95546615,0.9577902,0.9595655,0.95488846,0.9537197,0.9552651,0.9460371,0.9564984,0.9511615,0.95612895,0.9572696,0.94817847,0.94921285,0.9507541,0.953567,0.9518115,0.95468056,0.9562144,0.9528197,0.94813985,0.9504616,0.9556142,0.9481757,0.9532327,0.946853,0.95430285,0.95022035,0.95569986,0.94459265,0.9488448,0.9518625,0.9561159,0.9521885,0.95101976,0.9498553,0.9489721,0.94663876,0.94994146,0.9526584,0.9516516,0.9506011,0.956718,0.9487031,0.9500843,0.9567655,0.95611036,0.9490414,0.9529824,0.95385885,0.9556783,0.9581516,0.9552641,0.95220613,0.95607495,0.95609677,0.9490089,0.9497575,0.9475004,0.960167,0.9485229,0.9459022,0.95286465,0.9619109,0.9566864,0.95613027,0.95309806,0.9468986,0.9508358,0.9490148,0.9466646,0.9524593,0.9577787,0.9565943,0.9526502,0.95245504,0.9528713,0.9559929,0.9523248,0.9456164,0.95262337,0.9550854,0.95904696,0.9501989,0.9484099,0.96209776,0.95038617,0.9504553,0.946077,1.0000024
