,AK3,ATF7IP2,ATP10D,ATXN7L3,BBS10,BEND3,BHLHE40,BNIP3L,BTLA,C11orf1,C12orf76,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,DTX1,EHF,EHMT1,ELOF1,FAHD1,FAM208A,FAM229B,FSD1,GLI3,HDHD3,HIST1H4I,HSPA4,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLHL17,KLRG1,KRTCAP2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,LZTS1,MAP3K9,MAP7D1,MAP7D3,MAPK8,MBOAT2,MGA,MOSMO,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RETN,RFX5,RNH1,RPL26L1,RPS6KA1,RYK,S100P,SAMHD1,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SLC25A4,SOX15,SPATA2,SUMF1,SYNE1,TCEAL1,TESPA1,THYN1,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TWIST1,ZDHHC5,ZFP14,ZGLP1,ZNF138,ZNF687,ZNF880
KLRG1,0.94914514,0.95039904,0.9484706,0.9537484,0.952049,0.95077324,0.9441217,0.9482115,0.9491266,0.949774,0.95033693,0.95187217,0.9461283,0.9545584,0.95663726,0.949184,0.95380807,0.9425519,0.9555461,0.9505833,0.9530793,0.9530255,0.9483566,0.9483459,0.954085,0.9529586,0.95267725,0.9548444,0.9497805,0.95220655,0.9490607,0.95019555,0.9548699,0.9491966,0.9516279,0.945453,0.95373994,0.95018464,0.9586647,0.94278055,0.9505298,0.9544952,0.99999374,0.95268404,0.95435464,0.94758725,0.9523733,0.9479177,0.94937575,0.94494677,0.94825727,0.9489839,0.9506851,0.9490595,0.9495748,0.9531435,0.95228755,0.95049566,0.9534753,0.9536628,0.94856113,0.955984,0.9545268,0.9561546,0.9524156,0.95283276,0.9495444,0.9461491,0.95407265,0.9562417,0.9516202,0.952901,0.9504221,0.95338917,0.95435965,0.9517107,0.9549185,0.9445676,0.9507697,0.952799,0.95201236,0.95120716,0.95557415,0.9555514,0.9496952,0.95109427,0.95077014,0.9532485,0.95200634,0.9472574,0.95270586,0.95731,0.95381415,0.94866556,0.94907594,0.95345914,0.95229197,0.9474771,0.9492464,0.9561159
KRTCAP2,0.9453824,0.94567704,0.94947743,0.9521571,0.9512813,0.9506985,0.95746905,0.9510219,0.95031685,0.9463148,0.9547939,0.949034,0.94723135,0.9519018,0.9519032,0.9507361,0.95062286,0.95061445,0.9586617,0.94965583,0.9524827,0.950616,0.95054454,0.9469644,0.95242554,0.9513436,0.9469636,0.94759476,0.9464915,0.95243764,0.9471687,0.9506456,0.9463583,0.9480345,0.949867,0.95154256,0.95494884,0.9528597,0.94977564,0.9511252,0.9533987,0.9491322,0.95268404,0.9999871,0.9506418,0.94962835,0.94976074,0.95010984,0.9489779,0.9480996,0.950233,0.9514284,0.95602995,0.9517298,0.9574399,0.9518887,0.95318127,0.9455675,0.948276,0.95751655,0.94943434,0.9503266,0.9548193,0.95027214,0.95267236,0.95129824,0.95107496,0.95722616,0.9501816,0.949365,0.9469561,0.9472794,0.94804466,0.949244,0.95257163,0.9475419,0.95103294,0.9563693,0.95042574,0.94821095,0.9466381,0.94956994,0.9506723,0.95248103,0.9498749,0.9489609,0.9460254,0.95248574,0.94993603,0.95668584,0.95030206,0.95082396,0.9466332,0.95315725,0.9497081,0.95005304,0.94846654,0.9492685,0.94916844,0.9521885
LRP6,0.9481333,0.9455119,0.9505209,0.9498553,0.9553148,0.94943273,0.94741726,0.95024425,0.946064,0.94759005,0.9518157,0.95108944,0.948737,0.95404875,0.95852363,0.94585043,0.94915104,0.9458407,0.9511452,0.9501488,0.94763607,0.9489725,0.94732374,0.9443177,0.95141286,0.9476289,0.9496585,0.9488551,0.9424998,0.96235996,0.9448907,0.94999826,0.9516706,0.94963604,0.9505859,0.94785905,0.9509839,0.9488295,0.95033115,0.9482023,0.95877635,0.9538775,0.95435464,0.9506418,1.000007,0.9481303,0.95032144,0.943345,0.95000285,0.9403467,0.9486265,0.9495792,0.9520193,0.9502977,0.95442104,0.9572202,0.95182174,0.9420705,0.9524891,0.95012516,0.9492222,0.95362943,0.95042026,0.95148665,0.94861,0.9511584,0.9494642,0.9465753,0.9553671,0.9536837,0.9485481,0.9499393,0.9476358,0.95146596,0.9549458,0.9518299,0.9519891,0.9493139,0.95137477,0.9508813,0.9518501,0.950064,0.95139766,0.95106655,0.9449399,0.9485272,0.95224005,0.951567,0.96159685,0.94893914,0.9475907,0.9498441,0.9503675,0.95018923,0.9507188,0.95008236,0.95939004,0.9455985,0.9460687,0.95101976
LRRC37A3,0.94645125,0.9497677,0.9466524,0.9477747,0.94726455,0.9458288,0.94958526,0.94783837,0.94678724,0.9488831,0.9490353,0.9493786,0.9499451,0.94985783,0.9486129,0.95068413,0.9475026,0.94524294,0.95171446,0.9550362,0.95203483,0.95030814,0.94711417,0.94633585,0.95115536,0.9503739,0.9456815,0.9497858,0.94772637,0.9487256,0.94619805,0.95287776,0.9493766,0.95380574,0.9520726,0.9465115,0.9507242,0.94682527,0.9487295,0.94704497,0.9488975,0.94884795,0.94758725,0.94962835,0.9481303,1.0000131,0.9490006,0.94708794,0.94923043,0.9518462,0.95503896,0.945537,0.9504668,0.95036274,0.95119494,0.9506672,0.9454243,0.94625324,0.9486488,0.95046204,0.949805,0.9466246,0.9500097,0.9466872,0.9540999,0.9519166,0.9472092,0.9495653,0.9479859,0.95064294,0.9474427,0.94484574,0.9489661,0.9488027,0.94876015,0.9482405,0.9483812,0.9475055,0.95119476,0.9474317,0.9463817,0.950858,0.9533826,0.9507716,0.94891495,0.946066,0.94690585,0.9487501,0.94914967,0.94721395,0.9522354,0.94830525,0.9474269,0.9482727,0.95249474,0.9513085,0.9498595,0.94763035,0.94699347,0.9498553
LRTOMT,0.9489365,0.9500871,0.95319444,0.94951004,0.9471666,0.949862,0.94728106,0.9495927,0.94925225,0.94744635,0.9480554,0.95111454,0.9464426,0.9506358,0.94836915,0.9470215,0.95054305,0.9479996,0.9518106,0.9493278,0.9490889,0.94995904,0.9520483,0.9495515,0.95410377,0.94873273,0.9501769,0.9512655,0.9467852,0.94833523,0.95019984,0.9510352,0.9515898,0.950167,0.9530456,0.9476134,0.9501484,0.95030725,0.951866,0.9469208,0.94810146,0.95276934,0.9523733,0.94976074,0.95032144,0.9490006,1.0000026,0.9497552,0.95074534,0.9457266,0.95072955,0.9487328,0.94518983,0.95338464,0.9473073,0.94837725,0.9488448,0.95189714,0.95338786,0.9513035,0.949291,0.9481265,0.95054257,0.95277125,0.9480847,0.9497276,0.9521848,0.9473399,0.9514184,0.9493166,0.9540591,0.9525715,0.9498258,0.95005584,0.9497488,0.94857615,0.9534362,0.9481271,0.9515879,0.9515005,0.9510776,0.9513614,0.9497716,0.95003575,0.9495266,0.94819504,0.9499241,0.94867283,0.9491755,0.94824183,0.9498998,0.9509639,0.9483355,0.9497087,0.951809,0.94877964,0.9508653,0.9493795,0.9494976,0.9489721
LY96,0.94740695,0.94962114,0.94829345,0.94965476,0.9507642,0.95662934,0.9502836,0.95344424,0.955208,0.949276,0.9500499,0.94746786,0.94782066,0.9467697,0.94497675,0.94886065,0.9515089,0.95344496,0.94958884,0.94636893,0.94815826,0.9468125,0.95416594,0.957901,0.9478589,0.9492454,0.9493655,0.9480545,0.95129424,0.94550157,0.959391,0.9484093,0.94501776,0.94782704,0.9468858,0.9524264,0.9485186,0.95927954,0.94720143,0.9520757,0.9493194,0.9474512,0.9479177,0.95010984,0.943345,0.94708794,0.9497552,0.99999976,0.9482456,0.9479912,0.94671696,0.9583616,0.9469327,0.94835925,0.9478402,0.9465745,0.95162314,0.9557142,0.9474467,0.9500124,0.947823,0.9500958,0.94919723,0.94957304,0.9455671,0.94730806,0.9506861,0.9511899,0.946692,0.9437998,0.95428187,0.9485058,0.9472215,0.9477799,0.94385254,0.94779634,0.94903743,0.9532081,0.9479989,0.9497436,0.9524692,0.948428,0.9455335,0.94863844,0.9531974,0.9528499,0.95114183,0.9484313,0.9352018,0.95343584,0.9491887,0.9479644,0.9482346,0.9490684,0.9476092,0.94961,0.94317555,0.9543152,0.9559963,0.94663876
LYST,0.9503575,0.9505189,0.949687,0.9500344,0.9516291,0.9503932,0.94926393,0.9492525,0.9496032,0.9517118,0.9508531,0.9526288,0.950852,0.9513887,0.9505685,0.94986683,0.9499916,0.95047903,0.95058787,0.9500959,0.94845915,0.9535055,0.9492091,0.9493907,0.9520929,0.9483769,0.95024884,0.95047706,0.9498395,0.9500294,0.9506582,0.952051,0.951426,0.951521,0.9522678,0.9484715,0.95093894,0.9494607,0.95044017,0.9491995,0.94957685,0.9515704,0.94937575,0.9489779,0.95000285,0.94923043,0.95074534,0.9482456,1.000001,0.949922,0.9499973,0.95003897,0.95043343,0.95163697,0.9494655,0.94956535,0.9510506,0.95025265,0.95256555,0.9496583,0.9510944,0.9504107,0.94983745,0.9507732,0.94782096,0.9505132,0.9506829,0.9484257,0.9509668,0.95012987,0.94986004,0.9493216,0.9504416,0.95125246,0.951651,0.9502326,0.9499769,0.9495458,0.95274985,0.9504418,0.9499327,0.9516441,0.9498388,0.95124924,0.9503818,0.95004517,0.9515527,0.949841,0.95128524,0.95089346,0.94790864,0.951347,0.9520613,0.9514108,0.95098335,0.9496955,0.95035684,0.94910204,0.95039785,0.94994146
LZTS1,0.9496099,0.9542091,0.94903773,0.9500088,0.9504672,0.94886464,0.9529133,0.9482659,0.94987226,0.9535378,0.9504781,0.9498297,0.9551497,0.95000523,0.9499167,0.95580465,0.9476914,0.94731563,0.9484607,0.9487925,0.9500176,0.9504912,0.9464822,0.9475094,0.94753915,0.9520285,0.9501669,0.9517866,0.95580894,0.94720227,0.9480798,0.9495654,0.95073795,0.9474484,0.9489906,0.9463973,0.9482247,0.9487624,0.9489008,0.94993776,0.94289446,0.9437177,0.94494677,0.9480996,0.9403467,0.9518462,0.9457266,0.9479912,0.949922,0.99999106,0.9507485,0.9473868,0.9540183,0.946882,0.9486996,0.9495882,0.9490572,0.9510548,0.94654715,0.95097965,0.9479567,0.94931346,0.95131564,0.9467297,0.95203805,0.9511617,0.94792616,0.9528845,0.9442295,0.95316863,0.9487579,0.94174695,0.9488392,0.9511781,0.9498019,0.9502405,0.9454442,0.94897807,0.94732445,0.94686925,0.9459403,0.9487374,0.9532186,0.9504858,0.94957906,0.94847596,0.9510696,0.9480474,0.9490657,0.94726795,0.9508767,0.95473874,0.95176214,0.9468337,0.9467361,0.9523445,0.94748384,0.94996583,0.9476051,0.9526584
MAP3K9,0.9461422,0.9484393,0.9496367,0.9449618,0.9447414,0.94494134,0.9460107,0.9480113,0.9464499,0.95045817,0.94667995,0.95160437,0.9510994,0.952478,0.9481636,0.9491353,0.94869477,0.9424647,0.95073694,0.95401955,0.9531928,0.95147014,0.9473684,0.9458656,0.9515071,0.9503285,0.9442873,0.95148295,0.94947577,0.9495621,0.9473354,0.9533369,0.95058334,0.95204145,0.9545916,0.94440293,0.95120174,0.944288,0.9508102,0.9457829,0.94641465,0.9508483,0.94825727,0.950233,0.9486265,0.95503896,0.95072955,0.94671696,0.9499973,0.9507485,0.9999926,0.94345677,0.9508361,0.9515413,0.94897157,0.9523052,0.94451576,0.9478439,0.94985557,0.95092016,0.951633,0.9457793,0.9503112,0.9478338,0.95596015,0.9535606,0.9477857,0.9467638,0.9496779,0.9538609,0.9456049,0.94367063,0.9478277,0.95068884,0.9514429,0.9501536,0.9492787,0.9458384,0.953131,0.9461855,0.94369507,0.9531593,0.95513076,0.9500518,0.9482163,0.9454987,0.9462031,0.94814396,0.9506983,0.94173956,0.9539446,0.9510353,0.9476469,0.9486673,0.9505738,0.9514228,0.951033,0.9487804,0.94460803,0.9516516
MAP7D1,0.95035267,0.94972146,0.9502746,0.9540666,0.95573014,0.96212435,0.9524772,0.95487595,0.95700663,0.95053846,0.95239246,0.949316,0.9473257,0.9502475,0.9506464,0.94926786,0.9523448,0.9570303,0.9511154,0.94499105,0.9465593,0.9487257,0.9523549,0.9566658,0.9481075,0.9498883,0.95337754,0.9474155,0.9536767,0.9497231,0.95557046,0.94841915,0.9480703,0.9487672,0.94731593,0.9560815,0.9507932,0.96391636,0.9488722,0.95418745,0.95276606,0.9484415,0.9489839,0.9514284,0.9495792,0.945537,0.9487328,0.9583616,0.95003897,0.9473868,0.94345677,1.0000048,0.9490264,0.9501395,0.9509479,0.9473999,0.95620316,0.9545969,0.9505744,0.9505697,0.9489494,0.9548237,0.9520128,0.9512572,0.9433331,0.9467309,0.95220745,0.954673,0.94800895,0.9447281,0.95329756,0.9513072,0.95012,0.95056766,0.9485669,0.9505104,0.9501824,0.9553541,0.94906676,0.95282996,0.955124,0.9497669,0.94499147,0.94979566,0.953696,0.9554192,0.9547886,0.95248973,0.9420542,0.95885813,0.9473351,0.9485075,0.9524843,0.9512352,0.9490843,0.9520606,0.944806,0.95432085,0.9557847,0.9506011
MAP7D3,0.951829,0.9449753,0.94649345,0.9527277,0.95605993,0.9480724,0.95651937,0.9501028,0.9456433,0.94984996,0.9570432,0.94991726,0.9559676,0.9574971,0.9574417,0.95631963,0.948923,0.94915986,0.9558251,0.9509781,0.95431834,0.95008624,0.9472659,0.9447845,0.94948536,0.95647144,0.94847256,0.95019007,0.9523013,0.9518113,0.9429673,0.94895965,0.9523946,0.94674236,0.95039976,0.95026964,0.9537155,0.9506794,0.9474715,0.945129,0.9514788,0.94696766,0.9506851,0.95602995,0.9520193,0.9504668,0.94518983,0.9469327,0.95043343,0.9540183,0.9508361,0.9490264,0.99998945,0.9471913,0.9523888,0.95739734,0.9572594,0.945467,0.9497738,0.9553744,0.9519733,0.9566983,0.9553462,0.9464555,0.9551731,0.95181847,0.9486189,0.95318776,0.952596,0.95355135,0.9430079,0.94480807,0.94757926,0.9534114,0.9548389,0.9509383,0.9467131,0.95147127,0.9505851,0.9480357,0.9473787,0.9468451,0.9560869,0.9557961,0.94880635,0.9559288,0.9499476,0.95463115,0.9501356,0.9529357,0.9510274,0.9521279,0.95379287,0.94987494,0.9461224,0.9549833,0.94817924,0.94841105,0.9452147,0.956718
MAPK8,0.94695354,0.94921786,0.9526768,0.9492823,0.94868517,0.9518806,0.94841367,0.9505896,0.94901174,0.94849235,0.9480641,0.95234823,0.9482961,0.9495531,0.94984597,0.94944656,0.9498141,0.9484298,0.95247495,0.95054495,0.94706124,0.9511386,0.9494039,0.9498001,0.95434093,0.94889426,0.94955635,0.94888985,0.9465793,0.9507548,0.94951946,0.9535157,0.95060945,0.9509613,0.9537834,0.95036274,0.9523652,0.9496589,0.95135087,0.9503039,0.95164007,0.95249015,0.9490595,0.9517298,0.9502977,0.95036274,0.95338464,0.94835925,0.95163697,0.946882,0.9515413,0.9501395,0.9471913,1.000013,0.9509822,0.94835263,0.9478878,0.94835216,0.95365775,0.9511613,0.94901323,0.9500698,0.9518299,0.95225364,0.94789964,0.95027393,0.95137715,0.95056367,0.9528335,0.9489887,0.94979185,0.949554,0.9490672,0.9486098,0.9515145,0.9478309,0.95044094,0.9508121,0.952245,0.9508181,0.95141727,0.95114195,0.9500426,0.9485401,0.9481314,0.9481932,0.9484799,0.9477253,0.94994795,0.9501137,0.9508927,0.95030373,0.9492681,0.9538703,0.9531217,0.9491769,0.9504619,0.95022243,0.94983315,0.9487031
MBOAT2,0.9406648,0.9493791,0.95154184,0.95046157,0.95060897,0.95045495,0.95880127,0.95096344,0.95022506,0.9461373,0.9521084,0.9492513,0.94713855,0.94965416,0.9532523,0.95153445,0.9510051,0.9514875,0.9534981,0.9482991,0.94744337,0.9482166,0.9480455,0.9456362,0.95071477,0.9490163,0.94690067,0.9474776,0.94220686,0.9580156,0.94682944,0.94954896,0.94391024,0.95000154,0.9484783,0.9503002,0.95508957,0.9515346,0.94815534,0.9548261,0.96132445,0.9496801,0.9495748,0.9574399,0.95442104,0.95119494,0.9473073,0.9478402,0.9494655,0.9486996,0.94897157,0.9509479,0.9523888,0.9509822,1.00001,0.9522816,0.95069784,0.9404395,0.94655645,0.95562226,0.9481986,0.9502203,0.95384383,0.94709057,0.9516322,0.95284784,0.9484756,0.95973057,0.94927824,0.94770044,0.9475828,0.9454272,0.9479474,0.9463071,0.9510361,0.9478575,0.95120084,0.95691586,0.95041233,0.9461337,0.94755065,0.9486773,0.9517972,0.9505611,0.94766974,0.9446211,0.9444732,0.9542435,0.9561964,0.95814615,0.9511148,0.9482192,0.94677657,0.9511315,0.95054746,0.9494796,0.9503168,0.94872385,0.9497157,0.9500843
MGA,0.94918424,0.9462733,0.94842803,0.9517696,0.9542762,0.94808865,0.9510417,0.9509741,0.9467257,0.95181835,0.9546448,0.95133823,0.9513918,0.9558865,0.9625835,0.9527505,0.95152366,0.944781,0.9535207,0.95067436,0.95212597,0.9512222,0.94508296,0.94609725,0.9505589,0.9519775,0.94964486,0.94915307,0.95032096,0.95632154,0.94504154,0.95033723,0.95320815,0.948468,0.9510427,0.9470925,0.95208263,0.9485786,0.95221937,0.94565976,0.9522209,0.9509049,0.9531435,0.9518887,0.9572202,0.9506672,0.94837725,0.9465745,0.94956535,0.9495882,0.9523052,0.9473999,0.95739734,0.94835263,0.9522816,0.99999255,0.9512546,0.9460495,0.95076144,0.95136845,0.9514183,0.9573476,0.9522895,0.9506386,0.95675266,0.9548956,0.94662297,0.94976145,0.95110774,0.9579207,0.94673824,0.94634753,0.94930476,0.9551214,0.9551432,0.9527927,0.95246327,0.94729936,0.9509084,0.948343,0.9478244,0.95098853,0.95570743,0.9529249,0.94803834,0.9516282,0.9488764,0.95984054,0.95375395,0.9472692,0.9486816,0.95021087,0.9557769,0.9487317,0.94949514,0.9562018,0.95412797,0.94928986,0.94486356,0.9567655
MOSMO,0.9537746,0.9478229,0.94855064,0.9551675,0.9619094,0.955168,0.9554219,0.95300424,0.9507768,0.95299745,0.95765066,0.9542748,0.9547522,0.9547592,0.95550966,0.9530982,0.9550668,0.9573415,0.95358896,0.947737,0.9510824,0.95351213,0.94983256,0.9510678,0.9489164,0.95144796,0.9522695,0.9507606,0.9553144,0.95408785,0.95022553,0.94804186,0.95049983,0.94763374,0.9478908,0.9569154,0.9533936,0.95771444,0.94837046,0.9511746,0.95195246,0.9485325,0.95228755,0.95318127,0.95182174,0.9454243,0.9488448,0.95162314,0.9510506,0.9490572,0.94451576,0.95620316,0.9572594,0.9478878,0.95069784,0.9512546,1.0000086,0.95078677,0.95306253,0.9514939,0.9538861,0.9607871,0.95279205,0.9526562,0.9465884,0.94844645,0.95230734,0.9532259,0.9516497,0.9514602,0.9494711,0.95205915,0.9514584,0.95433867,0.9526279,0.9570553,0.9498722,0.95518374,0.95066386,0.9523622,0.9528283,0.94862264,0.94794923,0.95508164,0.9523632,0.9599035,0.9571377,0.957024,0.9475994,0.9582994,0.94600856,0.9505152,0.9584767,0.9525686,0.9488597,0.95415896,0.94716656,0.9507138,0.9512919,0.95611036
NNAT,0.9514147,0.9519743,0.9487308,0.94999963,0.9498669,0.9573037,0.9442124,0.95105326,0.9546592,0.9519588,0.94711393,0.9506738,0.94983137,0.9484217,0.9485201,0.95073116,0.95119035,0.9494846,0.9464995,0.9476391,0.94709677,0.95095587,0.9509513,0.9577239,0.9487159,0.9505939,0.953216,0.9526239,0.9578467,0.9426435,0.9589216,0.95063114,0.9532635,0.94871545,0.9500767,0.94968075,0.94746304,0.9544181,0.953192,0.9469005,0.9444801,0.9499879,0.95049566,0.9455675,0.9420705,0.94625324,0.95189714,0.9557142,0.95025265,0.9510548,0.9478439,0.9545969,0.945467,0.94835216,0.9404395,0.9460495,0.95078677,1.0000097,0.95222044,0.94828975,0.9469256,0.95082474,0.94984037,0.953519,0.9461757,0.9480733,0.9516665,0.94402486,0.9467547,0.95189655,0.95562047,0.9500063,0.9498902,0.951892,0.94620603,0.9503755,0.95009875,0.9457803,0.9489938,0.9554511,0.95459694,0.95135796,0.9484708,0.9487224,0.9518041,0.9533302,0.9558544,0.9457948,0.93716186,0.9453319,0.9494153,0.95438457,0.9510842,0.9485871,0.94827485,0.9507279,0.94794595,0.9533535,0.9529567,0.9490414
ORM2,0.95021117,0.94925225,0.9524559,0.9516911,0.95232636,0.95341486,0.9453741,0.95029426,0.95034605,0.9519638,0.9499167,0.9558603,0.95136446,0.9532603,0.9524331,0.9491003,0.9522402,0.9480412,0.9516926,0.9518807,0.94681966,0.9544967,0.94953793,0.95081985,0.9539982,0.949018,0.95245576,0.9527454,0.9507651,0.9501468,0.9494183,0.95201486,0.9567317,0.95080173,0.9555197,0.94786453,0.9529368,0.9510224,0.9535625,0.9463084,0.9497874,0.95511097,0.9534753,0.948276,0.9524891,0.9486488,0.95338786,0.9474467,0.95256555,0.94654715,0.94985557,0.9505744,0.9497738,0.95365775,0.94655645,0.95076144,0.95306253,0.95222044,1.0000001,0.9499262,0.9500261,0.95661813,0.95191455,0.95427716,0.94616234,0.9512719,0.95318276,0.943353,0.9538489,0.9534299,0.9525036,0.9496962,0.95145816,0.95382833,0.9513686,0.9535308,0.95151985,0.9468733,0.95423734,0.95356876,0.95500576,0.9537574,0.95050585,0.95218074,0.94896954,0.9516767,0.9540694,0.9492054,0.94963866,0.94801235,0.9476842,0.953874,0.9545631,0.9524782,0.95088786,0.95094395,0.95218533,0.9503195,0.9494917,0.9529824
P3H3,0.9429507,0.949781,0.9491631,0.95281416,0.9492226,0.9502437,0.9549793,0.95096976,0.94911635,0.947117,0.95294183,0.94765407,0.948921,0.9525426,0.9525427,0.95356417,0.9523103,0.9466914,0.95742357,0.95048785,0.9545109,0.9498166,0.948976,0.94791394,0.95244753,0.95363843,0.9483352,0.9489753,0.9485092,0.9506088,0.94689715,0.95133716,0.9491987,0.9501368,0.95126736,0.94863075,0.9530996,0.9516927,0.95120925,0.94847375,0.9518958,0.94921345,0.9536628,0.95751655,0.95012516,0.95046204,0.9513035,0.9500124,0.9496583,0.95097965,0.95092016,0.9505697,0.9553744,0.9511613,0.95562226,0.95136845,0.9514939,0.94828975,0.9499262,0.99999064,0.9493829,0.94993716,0.95416784,0.9522146,0.9555677,0.95320374,0.9501277,0.95652467,0.9502897,0.9514242,0.94716465,0.9457842,0.9487405,0.9521804,0.9532142,0.94547373,0.9518076,0.9518411,0.95151454,0.948058,0.94728464,0.94969624,0.9535903,0.9535875,0.9493745,0.9492318,0.94619584,0.95276535,0.9506836,0.95391774,0.9527164,0.9541956,0.9467732,0.95057285,0.9486184,0.95309937,0.94691557,0.9514596,0.94811773,0.95385885
PEX10,0.9545274,0.95014536,0.9489175,0.94987005,0.9515142,0.9466106,0.95324963,0.95119786,0.9474914,0.95613563,0.9512743,0.9512415,0.955179,0.9551227,0.9513023,0.95368415,0.9531472,0.9504321,0.9503959,0.9511259,0.9568153,0.95575655,0.9481311,0.9487821,0.9493624,0.9524763,0.948245,0.9536107,0.9550807,0.9509694,0.94836414,0.95071465,0.95052654,0.9494987,0.94993824,0.95159054,0.950112,0.9455708,0.9512825,0.9464275,0.9484131,0.950388,0.94856113,0.94943434,0.9492222,0.949805,0.949291,0.947823,0.9510944,0.9479567,0.951633,0.9489494,0.9519733,0.94901323,0.9481986,0.9514183,0.9538861,0.9469256,0.9500261,0.9493829,0.99998665,0.95220506,0.94854647,0.9496834,0.9522391,0.9523149,0.9493836,0.9493067,0.9488329,0.95177674,0.9463815,0.95078814,0.9534596,0.95566314,0.95091945,0.9560873,0.95291215,0.94827753,0.95097363,0.94711983,0.9430898,0.95087934,0.9509113,0.95504713,0.95412886,0.9515605,0.94979584,0.9549167,0.9516736,0.94851154,0.9489845,0.94773555,0.9563848,0.95105636,0.9491359,0.953316,0.94855416,0.9501113,0.94695973,0.9556783
PIP,0.9555346,0.9469887,0.94923574,0.95747364,0.9644187,0.9568263,0.9493722,0.9517865,0.95369756,0.95381856,0.95672596,0.95745283,0.9546182,0.95603937,0.9625423,0.95612997,0.95574564,0.9532496,0.9517699,0.9480054,0.9475826,0.95547366,0.94867796,0.9518947,0.9504861,0.95341414,0.95511925,0.9527806,0.9572481,0.95450807,0.95128113,0.949329,0.9567682,0.94656175,0.95076966,0.9559268,0.95718235,0.9574736,0.9538677,0.94951874,0.9552162,0.9527989,0.955984,0.9503266,0.95362943,0.9466246,0.9481265,0.9500958,0.9504107,0.94931346,0.9457793,0.9548237,0.9566983,0.9500698,0.9502203,0.9573476,0.9607871,0.95082474,0.95661813,0.94993716,0.95220506,1.0000051,0.9566559,0.9537551,0.94643486,0.9492318,0.95046604,0.9463783,0.9508762,0.95626837,0.95043504,0.94929,0.9491189,0.9615404,0.953203,0.9628806,0.9515528,0.95173544,0.95221627,0.95542145,0.9590588,0.9504943,0.9515139,0.9557334,0.9496527,0.9573364,0.9604699,0.9575837,0.9488328,0.9539502,0.94666696,0.9543952,0.9687902,0.9522482,0.9494717,0.9598441,0.9512731,0.95202875,0.95237005,0.9581516
POU2F3,0.94689393,0.94750446,0.9503852,0.9539463,0.95196974,0.95449704,0.95183444,0.95022917,0.95141506,0.94866157,0.952629,0.95234156,0.9509035,0.9519937,0.9541566,0.95444024,0.9516128,0.947481,0.9546871,0.94970244,0.95080096,0.95158505,0.94883454,0.94719005,0.9522473,0.9514352,0.94943035,0.95060796,0.9496014,0.9524485,0.94941473,0.95236415,0.95258564,0.94848776,0.9515165,0.94947433,0.9575882,0.9533162,0.95386815,0.9505621,0.9535194,0.9519396,0.9545268,0.9548193,0.95042026,0.9500097,0.95054257,0.94919723,0.94983745,0.95131564,0.9503112,0.9520128,0.9553462,0.9518299,0.95384383,0.9522895,0.95279205,0.94984037,0.95191455,0.95416784,0.94854647,0.9566559,0.9999866,0.95205843,0.9526985,0.9526416,0.95122284,0.9516867,0.95082843,0.95502406,0.94955844,0.9456685,0.94938165,0.95416063,0.95447356,0.9495294,0.95180506,0.951802,0.9516665,0.9513449,0.95384437,0.9509691,0.95469594,0.95151085,0.9471157,0.9487895,0.9490303,0.95072365,0.95035994,0.9506123,0.9546342,0.95557964,0.9532658,0.9514525,0.9495707,0.9572271,0.95124733,0.9509103,0.9494391,0.9552641
RAB30,0.9500857,0.951815,0.95237845,0.95119894,0.9507625,0.95342565,0.9462213,0.9511074,0.95189357,0.95284754,0.9503322,0.953329,0.9489572,0.95146114,0.9518888,0.94931513,0.95417947,0.9478769,0.95089865,0.95059127,0.9513004,0.9531684,0.9493804,0.9519179,0.9523904,0.9496138,0.95247746,0.95277935,0.9509827,0.95008713,0.9530786,0.95021987,0.95376754,0.95081234,0.95212716,0.9482051,0.95231646,0.951838,0.9554908,0.94766116,0.9496248,0.95460784,0.9561546,0.95027214,0.95148665,0.9466872,0.95277125,0.94957304,0.9507732,0.9467297,0.9478338,0.9512572,0.9464555,0.95225364,0.94709057,0.9506386,0.9526562,0.953519,0.95427716,0.9522146,0.9496834,0.9537551,0.95205843,0.99999624,0.94794285,0.9530697,0.9523238,0.9468945,0.9492963,0.95141506,0.95274544,0.95376354,0.95131373,0.9536694,0.9509556,0.9523628,0.954328,0.94770366,0.95205134,0.9529336,0.9528704,0.95114326,0.9507761,0.9507534,0.95015913,0.9491685,0.95204085,0.9530818,0.9500351,0.94906276,0.9506279,0.95258534,0.9531645,0.9529383,0.9525266,0.95452505,0.9523623,0.9508684,0.9512142,0.95220613
