,AK3,ATF7IP2,ATP10D,ATP6V1E2,ATXN7L3,BACH2,BBS10,BEND3,BHLHE40,BTLA,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,EHF,EHMT1,ELOF1,FAM208A,FAM229B,HDHD3,HES5,HIST1H4I,HOXA1,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLRG1,KRTCAP2,LCMT2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,MAP7D1,MAPK8,MBOAT2,MCTS1,MED19,MGA,MICA,MOSMO,MT3,NDST1,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RFX5,RPL26L1,RPS6KA1,S100P,SAMHD1,SENP5,SFXN4,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SPATA2,SYNE1,TESPA1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,YWHAG,ZDHHC5,ZFHX4,ZFP14,ZNF10,ZNF138,ZNF235,ZNF473,ZNF483,ZNF534,ZNF687,ZNF880
RCBTB1,0.95229185,0.9496728,0.95394635,0.9552228,0.9492071,0.9530363,0.95236754,0.9576177,0.95204306,0.9540575,0.9506948,0.95343,0.9521364,0.95335543,0.94998115,0.9509244,0.95083106,0.9514783,0.94966054,0.9465733,0.9556192,0.9545421,0.9536503,0.94662607,0.94887155,0.94931,0.95038855,0.9499796,0.95527893,0.9499618,0.95110095,0.95434606,0.9542489,0.9562552,0.94869685,0.95703816,0.95361817,0.94753927,0.9551952,0.9454637,0.9494679,0.9497187,0.949377,0.94842994,0.95210725,0.95576656,0.9519682,0.9525839,0.95632213,0.9494853,0.95134896,0.95106256,0.9531575,0.952316,0.9516165,0.9495995,0.9542179,0.95003283,0.947747,0.9585806,0.9565601,0.9511876,0.94943607,0.9513986,1.0000058,0.9530531,0.95097154,0.9500803,0.9512927,0.9520338,0.9462286,0.949403,0.952146,0.9467554,0.95727175,0.9566198,0.9510688,0.9510118,0.9491386,0.9477652,0.9499484,0.9513123,0.9514929,0.9491551,0.95624423,0.94943553,0.9513776,0.9511585,0.9537891,0.9503941,0.9536302,0.9508873,0.9525666,0.9488695,0.9502934,0.95331013,0.95175016,0.95486164,0.95619833,0.95331305
RFX5,0.951384,0.9484422,0.9497172,0.95163506,0.94858325,0.95170915,0.95206004,0.94884074,0.9461767,0.9475769,0.9515604,0.9505268,0.95113957,0.95128155,0.94934034,0.9494013,0.9521533,0.9504396,0.95247597,0.9508127,0.9504112,0.9513087,0.95239925,0.9498331,0.94892174,0.9485653,0.9503459,0.95102507,0.95200944,0.9529682,0.95141864,0.94996226,0.948869,0.9504301,0.94931376,0.94666344,0.9496157,0.9536724,0.94834656,0.94927996,0.95164883,0.95269245,0.951505,0.9493154,0.9527458,0.950552,0.9527191,0.947093,0.9504691,0.95218265,0.94889843,0.94768745,0.9524276,0.94938254,0.9533892,0.95091534,0.9541664,0.95070726,0.94912666,0.9513229,0.94881403,0.95105433,0.9483634,0.9485911,0.9530531,0.9999926,0.95197725,0.95256674,0.94889694,0.9518098,0.95172065,0.9521134,0.9498112,0.94954073,0.94818765,0.95159054,0.9536641,0.9501667,0.94981354,0.95019907,0.94910204,0.94852144,0.9527764,0.9494439,0.95260286,0.9497521,0.9513252,0.9520523,0.94896287,0.9523893,0.95287025,0.94718534,0.9559219,0.94860184,0.9502348,0.9522944,0.9514216,0.9523297,0.9508854,0.94781435
RPL26L1,0.94981503,0.9500762,0.95338583,0.95497006,0.95198417,0.9528025,0.9518852,0.951729,0.94519436,0.9495044,0.95247114,0.94809794,0.9498779,0.9527862,0.94642955,0.953897,0.9541359,0.9484259,0.9473862,0.9473131,0.9519399,0.95141673,0.9524638,0.9482711,0.95438075,0.9523906,0.9502036,0.95514375,0.9552008,0.94936526,0.955224,0.94917154,0.94917244,0.9500015,0.95182943,0.9501158,0.9476975,0.9529491,0.94866574,0.94976807,0.94980365,0.94793147,0.95121944,0.95418596,0.94930255,0.9532013,0.9488745,0.94751674,0.9499152,0.9560618,0.9484672,0.94657075,0.9491943,0.9502373,0.9485922,0.9553788,0.9508815,0.94961655,0.95015603,0.9497972,0.95050013,0.9518708,0.9450933,0.95126235,0.95097154,0.95197725,0.9999937,0.9567558,0.95162135,0.9482156,0.9503161,0.9556161,0.95548403,0.95220995,0.94914305,0.9508666,0.9570654,0.9485475,0.95630753,0.95597863,0.950371,0.9545019,0.948364,0.9474578,0.9499661,0.9506209,0.95472485,0.952363,0.952623,0.9501682,0.95025635,0.9482777,0.9522222,0.9516734,0.9501535,0.9508377,0.95243394,0.9548398,0.9519656,0.9484996
RPS6KA1,0.95084083,0.9520814,0.95160055,0.95695317,0.952435,0.95221865,0.94844764,0.9501616,0.9441458,0.9505797,0.9513014,0.9474256,0.94934875,0.9519911,0.9474926,0.9566604,0.9571283,0.9492236,0.9478786,0.94894224,0.9518271,0.94989717,0.9506827,0.9486346,0.9529068,0.9538737,0.9512323,0.9552256,0.95552075,0.94877994,0.95527184,0.95241535,0.95030004,0.95141536,0.95118475,0.94844395,0.9464726,0.95368314,0.94600713,0.94909966,0.9488647,0.9459815,0.953122,0.9544082,0.95007193,0.9537303,0.9479016,0.944872,0.9516937,0.95692307,0.9467928,0.9467991,0.9482897,0.9513068,0.94953316,0.95505375,0.94804126,0.9458295,0.952537,0.95159346,0.9489396,0.9546391,0.94386536,0.95195174,0.9500803,0.95256674,0.9567558,0.9999898,0.95074767,0.9484796,0.9494906,0.95657414,0.9569619,0.9527234,0.9484613,0.95047593,0.9577649,0.9482444,0.95609105,0.9569667,0.9499688,0.9568376,0.9484639,0.94752157,0.9515322,0.9487969,0.9507613,0.9556592,0.9515094,0.95004326,0.94885945,0.95008045,0.952058,0.9493395,0.9520765,0.9501415,0.95155525,0.94948816,0.9529592,0.9492975
S100P,0.95263535,0.9507223,0.95487726,0.95226586,0.9514724,0.95080435,0.95312357,0.9465522,0.946702,0.9486884,0.95677495,0.9529295,0.9544302,0.95431274,0.9507222,0.95499253,0.9515086,0.95178306,0.9510711,0.9534525,0.95264447,0.9499638,0.950698,0.95272917,0.9548112,0.9569894,0.95290726,0.9535148,0.9537684,0.9501726,0.95530784,0.94807863,0.9500037,0.9474775,0.9564205,0.9489739,0.94710815,0.9545927,0.9495027,0.9484881,0.9515313,0.94939226,0.95339006,0.9507754,0.9501459,0.95035547,0.950552,0.94566566,0.94720495,0.95471823,0.9524495,0.94559747,0.95293725,0.9509732,0.95236677,0.9555009,0.95213604,0.9521142,0.95539695,0.95315844,0.9492413,0.95682216,0.94911623,0.9525746,0.9512927,0.94889694,0.95162135,0.95074767,1.0000043,0.9506979,0.9519675,0.95203257,0.9569308,0.9548165,0.9462794,0.9500374,0.9537521,0.951919,0.95222795,0.9545075,0.9546151,0.9516182,0.9519937,0.951271,0.9476402,0.9517171,0.95708835,0.9568543,0.95144236,0.95071447,0.94974935,0.95326334,0.9526508,0.9532907,0.9548781,0.95268834,0.9524415,0.9505516,0.9485392,0.9530003
SAMHD1,0.9525164,0.9481599,0.9519061,0.94954246,0.94809955,0.9529253,0.95347595,0.94999474,0.9508876,0.94998616,0.9522785,0.95354617,0.95574546,0.9521737,0.95286775,0.94943774,0.9492344,0.95527124,0.9523366,0.9524814,0.9518882,0.951011,0.95275193,0.9537623,0.94658333,0.94877505,0.95494646,0.9484786,0.9503385,0.95187366,0.9511561,0.94974965,0.94949335,0.949334,0.9504226,0.9491788,0.95234233,0.9508756,0.95315593,0.9511563,0.9543735,0.95305574,0.95129716,0.9484951,0.9518899,0.95101833,0.95237637,0.95235205,0.94791114,0.9497197,0.9532769,0.9517534,0.9538971,0.9511309,0.9534081,0.94792247,0.95327085,0.9525347,0.9526423,0.9515551,0.9513398,0.95272034,0.95239484,0.9519404,0.9520338,0.9518098,0.9482156,0.9484796,0.9506979,1.0000001,0.9516738,0.95060855,0.94896054,0.95281017,0.9486861,0.950596,0.95067185,0.95481455,0.94914454,0.94846886,0.9519159,0.94757754,0.95355403,0.954251,0.9540085,0.95112103,0.95215774,0.9503657,0.9500625,0.9517202,0.9532043,0.95145977,0.9534119,0.94840753,0.9522197,0.9546538,0.9514564,0.9517159,0.9486681,0.9530484
SENP5,0.95452994,0.94750077,0.9495315,0.9492692,0.95166975,0.95357704,0.954856,0.9375278,0.945277,0.9380707,0.95356363,0.95241505,0.9527955,0.95307434,0.9521329,0.94990516,0.9527577,0.9500451,0.9500532,0.9568514,0.9483978,0.943682,0.9501101,0.95883834,0.95089775,0.95379514,0.95203847,0.952161,0.94746375,0.94941884,0.95420533,0.9480376,0.940316,0.938818,0.9526496,0.9415316,0.94586635,0.95361954,0.9464786,0.950962,0.9575102,0.94988275,0.9487513,0.95282704,0.9486544,0.9452189,0.9489769,0.9458835,0.93957525,0.9586428,0.95025295,0.9484496,0.94952786,0.94634116,0.9503845,0.9500838,0.95048743,0.94845015,0.9573797,0.94660974,0.9434109,0.9515,0.95175827,0.951431,0.9462286,0.95172065,0.9503161,0.9494906,0.9519675,0.9516738,1.0000094,0.9501381,0.95020914,0.95800865,0.9379011,0.9478322,0.948983,0.9511943,0.952983,0.95499074,0.95379716,0.94842273,0.9491238,0.9515697,0.94372046,0.9515011,0.9538116,0.95463026,0.94539803,0.9498035,0.94821733,0.9474783,0.95226026,0.95078665,0.9505972,0.95054436,0.9500919,0.94844496,0.9423572,0.9516061
SFXN4,0.9510347,0.94901615,0.95590794,0.9523568,0.95340216,0.9524131,0.9492202,0.9485102,0.94246167,0.947886,0.95284534,0.9495747,0.9525591,0.951604,0.9468357,0.9550231,0.95261776,0.95119524,0.94832623,0.9512311,0.9497964,0.9495286,0.9521378,0.952217,0.95538616,0.9533038,0.95113844,0.9526652,0.9540069,0.95002115,0.9527803,0.94870985,0.95046884,0.9493218,0.9534544,0.9470369,0.9456572,0.9549328,0.9488475,0.95059377,0.9515728,0.9484489,0.95457137,0.951164,0.95021653,0.9518787,0.94923675,0.9460878,0.9476878,0.9541694,0.94891375,0.9456907,0.95009047,0.94909614,0.95013416,0.9545284,0.94999886,0.9502718,0.9539296,0.9504885,0.948844,0.9553995,0.9465357,0.95286006,0.949403,0.9521134,0.9556161,0.95657414,0.95203257,0.95060855,0.9501381,1.000004,0.9549983,0.9530125,0.94663596,0.9486672,0.95715714,0.9487095,0.9525977,0.95331347,0.95078343,0.9528858,0.9504739,0.94851327,0.949251,0.951308,0.9550355,0.95420086,0.9523266,0.95044017,0.94862497,0.94892687,0.95311856,0.9518911,0.9513703,0.95107573,0.95335233,0.95137286,0.95026875,0.94949454
SH2D2A,0.95903057,0.9519912,0.9538282,0.9576251,0.95292205,0.9536208,0.9547033,0.9522598,0.9438527,0.95337474,0.9541362,0.9544285,0.95194155,0.95505214,0.94891244,0.95722574,0.9584739,0.94871974,0.94739,0.9492488,0.9547012,0.9516182,0.94841886,0.9465624,0.9558168,0.9637768,0.9552618,0.95750487,0.9542893,0.9478543,0.95721793,0.9510936,0.9525863,0.95347464,0.9516092,0.9506197,0.94450307,0.94936657,0.9476094,0.9436433,0.9494874,0.94635963,0.95121616,0.95302254,0.9506894,0.95423955,0.94801027,0.9470267,0.95597076,0.96172744,0.9486321,0.9457301,0.9559437,0.95350015,0.9486657,0.9554664,0.9539536,0.9446839,0.95403296,0.9581463,0.9503785,0.95253253,0.9430078,0.95261276,0.952146,0.9498112,0.95548403,0.9569619,0.9569308,0.94896054,0.95020914,0.9549983,0.99998605,0.95070803,0.95043665,0.9546946,0.95825475,0.9493776,0.9579979,0.96055543,0.95302016,0.95674855,0.9519851,0.94509065,0.9515551,0.946733,0.95143205,0.9612111,0.9525565,0.9484185,0.9485312,0.9519253,0.9512613,0.95353717,0.9528004,0.9533004,0.9505231,0.9503031,0.95267695,0.9518352
SH3KBP1,0.9451082,0.94805914,0.95155305,0.9486853,0.9501342,0.95284367,0.95608157,0.94162667,0.9469847,0.94386744,0.95825154,0.94951826,0.95703787,0.9584656,0.95371497,0.9537368,0.9499026,0.955356,0.9503434,0.95506734,0.95172507,0.9460389,0.95122254,0.9604883,0.9508886,0.9507766,0.95874053,0.95077753,0.9510677,0.95099926,0.95227504,0.9455655,0.9448825,0.9424108,0.9583468,0.9453293,0.9470738,0.9625544,0.9482759,0.955872,0.9564224,0.9507034,0.9521228,0.950684,0.9492735,0.9493433,0.94922054,0.9486278,0.94067943,0.9511636,0.95370543,0.9490102,0.9533959,0.95115685,0.9523067,0.9529564,0.9489298,0.9545382,0.9583063,0.94787174,0.9450576,0.9606825,0.95278317,0.9569405,0.9467554,0.94954073,0.95220995,0.9527234,0.9548165,0.95281017,0.95800865,0.9530125,0.95070803,0.99999577,0.93849826,0.94554734,0.9517988,0.9527694,0.9508112,0.9520101,0.96268284,0.951136,0.95107806,0.9525043,0.945381,0.95469165,0.9575465,0.9539414,0.9505459,0.951083,0.949207,0.9538451,0.95465416,0.95137906,0.9574383,0.95246035,0.9497876,0.9529774,0.9453305,0.95650834
SIKE1,0.94985193,0.95176256,0.95124155,0.95480597,0.9502872,0.9532745,0.9483488,0.96263534,0.96022636,0.9623829,0.9431519,0.9497595,0.9456104,0.9490558,0.94743085,0.94937336,0.9519882,0.9501543,0.9487179,0.9421125,0.9517491,0.9560921,0.9517442,0.9408542,0.9472885,0.94670635,0.9468041,0.9472788,0.9540789,0.950337,0.95004314,0.9599362,0.95930976,0.9645938,0.94352233,0.9619692,0.957017,0.9396288,0.95555824,0.947027,0.9419563,0.94864446,0.9484542,0.9504022,0.9518242,0.95562696,0.95066303,0.957885,0.9644211,0.94773746,0.9492012,0.95700353,0.9536113,0.9546359,0.94726163,0.94545615,0.9504234,0.9492377,0.943974,0.95595574,0.9576462,0.9435258,0.9468312,0.9480425,0.95727175,0.94818765,0.94914305,0.9484613,0.9462794,0.9486861,0.9379011,0.94663596,0.95043665,0.93849826,0.9999943,0.95444,0.94782084,0.948448,0.94868106,0.94669855,0.94577205,0.9564154,0.94867724,0.9463445,0.9619802,0.94626623,0.94430166,0.94536185,0.95272875,0.9481473,0.9531498,0.9497154,0.9470683,0.9488668,0.9457663,0.95026565,0.9490297,0.9518519,0.96038073,0.94938976
SIT1,0.95388734,0.9505495,0.95213574,0.9548089,0.94836855,0.94990396,0.9517164,0.9583496,0.95179605,0.95529747,0.9510775,0.95228827,0.9502725,0.9518014,0.95014167,0.9504754,0.95003885,0.9492195,0.9500122,0.9451214,0.95456207,0.95320225,0.95252,0.94506294,0.94972175,0.95057064,0.9504125,0.95044154,0.95388126,0.9501703,0.9497105,0.95404625,0.956091,0.95818824,0.9498806,0.9537509,0.9535907,0.94769174,0.95119166,0.94625294,0.9504442,0.9488239,0.9503168,0.9496713,0.95282286,0.9536843,0.95122427,0.9516661,0.9571913,0.9513212,0.9504443,0.9480808,0.95323646,0.9551221,0.95001245,0.95169353,0.9549736,0.9489,0.9465672,0.9576427,0.95624495,0.95067793,0.9462113,0.9506364,0.9566198,0.95159054,0.9508666,0.95047593,0.9500374,0.950596,0.9478322,0.9486672,0.9546946,0.94554734,0.95444,1.0000018,0.9531755,0.9510288,0.9479718,0.94845736,0.94841766,0.95254135,0.9532702,0.9500779,0.95531714,0.94748217,0.9517166,0.95189106,0.9499133,0.95031923,0.9527698,0.9512822,0.9526099,0.9497752,0.9504809,0.9529758,0.95166314,0.95476365,0.9572042,0.9501908
SLC25A33,0.95220816,0.95066315,0.954725,0.95509744,0.95164233,0.9509458,0.9500692,0.95204836,0.94274354,0.95158046,0.9538932,0.9490411,0.95149034,0.9539351,0.94866157,0.95466477,0.9516026,0.94901806,0.94975877,0.9477737,0.9551877,0.95121276,0.9526278,0.94837606,0.9545928,0.9561494,0.9528352,0.9550962,0.95731616,0.9495257,0.9532723,0.94873923,0.95237464,0.95355624,0.9546004,0.9474107,0.94796,0.95539844,0.94814485,0.9476078,0.9514845,0.9482544,0.95247066,0.9514738,0.9500493,0.95525086,0.94934136,0.9472985,0.9518404,0.95543206,0.94851285,0.94287854,0.95194346,0.95115924,0.9496987,0.95710665,0.9532673,0.9494655,0.9506685,0.956522,0.95218813,0.9549174,0.94566417,0.952572,0.9510688,0.9536641,0.9570654,0.9577649,0.9537521,0.95067185,0.948983,0.95715714,0.95825475,0.9517988,0.94782084,0.9531755,1.0000088,0.95034397,0.95328575,0.9546807,0.9506117,0.9533468,0.951874,0.9488542,0.94986236,0.9507535,0.9552805,0.9550604,0.95126086,0.9510776,0.9485739,0.95123893,0.9556588,0.9531567,0.95195645,0.9515781,0.9530975,0.9545533,0.9541949,0.9495547
SPATA2,0.9489963,0.95115155,0.9504498,0.9520863,0.9464988,0.94676447,0.9516632,0.9492842,0.9497786,0.94982344,0.95471513,0.95381343,0.9527064,0.9529181,0.9551636,0.95132375,0.9458465,0.9550484,0.952988,0.95356387,0.95321846,0.9481478,0.95400286,0.9514244,0.9467085,0.94970745,0.952355,0.95113,0.949595,0.9527943,0.9482931,0.94722724,0.95157325,0.9488379,0.9557183,0.9492286,0.9516869,0.95410997,0.9531207,0.9497168,0.95097446,0.95191526,0.95161194,0.9484215,0.95178694,0.9490856,0.95147765,0.9514134,0.947914,0.9483619,0.9539223,0.94926757,0.94963264,0.9524631,0.95308924,0.95126796,0.9536023,0.95452374,0.9513747,0.9530125,0.95501316,0.9546492,0.95587856,0.9553374,0.9510118,0.9501667,0.9485475,0.9482444,0.951919,0.95481455,0.9511943,0.9487095,0.9493776,0.9527694,0.948448,0.9510288,0.95034397,0.99999756,0.9477248,0.9487785,0.9531772,0.94687766,0.9553355,0.9522292,0.9485158,0.95372075,0.9533665,0.9500037,0.949605,0.9534141,0.95271343,0.9544497,0.95373464,0.94991326,0.95350516,0.9526563,0.9482856,0.95121866,0.94953805,0.9560187
SYNE1,0.95486116,0.95079,0.9511078,0.95130956,0.9559567,0.9566812,0.9511298,0.94849443,0.9461814,0.94892055,0.94827175,0.95147324,0.9504608,0.95214605,0.94951767,0.9540702,0.9617104,0.9480311,0.94827,0.95232946,0.95030063,0.9500911,0.94775844,0.94985586,0.95525044,0.9594102,0.9502277,0.955414,0.95014554,0.9486471,0.9579149,0.9504836,0.9466292,0.94878453,0.94903064,0.94957507,0.94342434,0.9489653,0.9483065,0.94946605,0.9476158,0.9476179,0.9491529,0.95833504,0.9477052,0.95074874,0.94767815,0.94601685,0.9493205,0.9620855,0.9489738,0.9518695,0.9514949,0.94935834,0.9484899,0.9518595,0.94790435,0.94645375,0.9553019,0.94715214,0.9472433,0.94856197,0.94436383,0.9487853,0.9491386,0.94981354,0.95630753,0.95609105,0.95222795,0.94914454,0.952983,0.9525977,0.9579979,0.9508112,0.94868106,0.9479718,0.95328575,0.9477248,0.9999934,0.96367025,0.9503827,0.952639,0.94725364,0.94356346,0.95072705,0.9489656,0.95035976,0.9548596,0.9510679,0.9483087,0.9484013,0.9452589,0.94789654,0.9520706,0.9497095,0.9503761,0.9512859,0.9473442,0.9477061,0.9508083
TESPA1,0.95305777,0.95010513,0.9537342,0.95093244,0.9549954,0.9526487,0.9547905,0.9477127,0.9431768,0.9470399,0.94996315,0.9498859,0.9503207,0.950759,0.9480098,0.95557785,0.9602175,0.94890624,0.9475452,0.95156235,0.9501478,0.94802123,0.948066,0.9496136,0.959388,0.9635266,0.9498676,0.9631535,0.95160884,0.94759786,0.9634631,0.94873524,0.94705737,0.9480025,0.95073134,0.9479562,0.9414876,0.9516272,0.9470924,0.947829,0.9508028,0.9437503,0.94978213,0.9625291,0.9491329,0.9496968,0.9472748,0.94266534,0.95038843,0.97376,0.9496059,0.9457067,0.95117617,0.947113,0.9478555,0.9591479,0.9496538,0.9467642,0.9518117,0.9493784,0.9469163,0.9503268,0.9401073,0.9491517,0.9477652,0.95019907,0.95597863,0.9569667,0.9545075,0.94846886,0.95499074,0.95331347,0.96055543,0.9520101,0.94669855,0.94845736,0.9546807,0.9487785,0.96367025,1.0000057,0.9498161,0.9537851,0.9478814,0.9413356,0.94744784,0.9473816,0.9516485,0.9544287,0.95035595,0.9478853,0.9469206,0.9471672,0.9497731,0.95462954,0.94856286,0.9488091,0.9519351,0.9485588,0.9468942,0.94960487
THYN1,0.9487818,0.95019084,0.94977385,0.9518387,0.9503806,0.955233,0.9580144,0.94437575,0.9528776,0.94703984,0.9564154,0.95197207,0.9579682,0.95776266,0.9571214,0.9543391,0.9511988,0.95620185,0.94935787,0.95662963,0.9517287,0.9463872,0.94947076,0.95635873,0.94896847,0.9508062,0.95925486,0.95051503,0.95136064,0.9512181,0.95206445,0.950845,0.94914764,0.9483862,0.95816797,0.9501976,0.9517111,0.95724577,0.95065606,0.95297396,0.95422053,0.950942,0.9510001,0.9488862,0.94998384,0.95119184,0.9495051,0.95121837,0.9471264,0.95058674,0.9561538,0.95323014,0.95587707,0.9534781,0.95071834,0.9504449,0.94962054,0.9543486,0.9556533,0.9534316,0.95024115,0.9587754,0.95437765,0.95520586,0.9499484,0.94910204,0.950371,0.9499688,0.9546151,0.9519159,0.95379716,0.95078343,0.95302016,0.96268284,0.94577205,0.94841766,0.9506117,0.9531772,0.9503827,0.9498161,1.0000046,0.9520942,0.9534994,0.9525045,0.95189035,0.9534641,0.9517783,0.9572885,0.94970924,0.94906646,0.95181257,0.9571288,0.95286965,0.95076704,0.95655066,0.95393014,0.9490023,0.95269144,0.94776547,0.95577663
TMEM229B,0.95221865,0.94953126,0.9517084,0.95628554,0.9558304,0.9559588,0.95153373,0.9536873,0.9517756,0.953384,0.9500014,0.949584,0.947464,0.95603645,0.9483412,0.9551062,0.9602965,0.9492779,0.94708484,0.9463664,0.9522833,0.9509312,0.9502275,0.9481081,0.95267195,0.9520918,0.9494319,0.9526011,0.95500624,0.9503082,0.95504075,0.96367425,0.9515922,0.95609385,0.94810295,0.95287687,0.9494209,0.9482583,0.94970596,0.94904757,0.94456995,0.9471235,0.9526886,0.95489883,0.94907117,0.95501715,0.94899505,0.9505504,0.95485204,0.95537204,0.9498272,0.9527326,0.9528614,0.95308757,0.9477497,0.9517608,0.9497774,0.94793916,0.9513252,0.953301,0.9512214,0.94968355,0.94524753,0.95151794,0.9513123,0.94852144,0.9545019,0.9568376,0.9516182,0.94757754,0.94842273,0.9528858,0.95674855,0.951136,0.9564154,0.95254135,0.9533468,0.94687766,0.952639,0.9537851,0.9520942,1.0000001,0.94794846,0.9437665,0.9530277,0.9513437,0.94994575,0.9551077,0.95010775,0.9486973,0.9500599,0.95141643,0.95012534,0.95358634,0.9485554,0.95123756,0.9510622,0.95283705,0.95458,0.9500454
TMEM25,0.9511852,0.95173,0.9502789,0.95240194,0.94650996,0.94512445,0.9525971,0.9489046,0.94822854,0.950717,0.95682055,0.9534737,0.9543138,0.9509836,0.9510988,0.9511704,0.9465425,0.9534407,0.9540093,0.9516084,0.9542593,0.95031226,0.9526614,0.9486931,0.9480567,0.9514153,0.95315486,0.9503235,0.9514209,0.9541848,0.94767857,0.94857955,0.95303446,0.9513126,0.9545998,0.949461,0.953002,0.95361865,0.95160544,0.94471335,0.95136046,0.9533588,0.9538192,0.94740695,0.953882,0.9500336,0.9541401,0.9490347,0.9510911,0.9484658,0.95259535,0.9445797,0.95199513,0.95394546,0.95417196,0.9519522,0.95549905,0.9515484,0.95019746,0.95668757,0.95429075,0.95513713,0.95172834,0.9544891,0.9514929,0.9527764,0.948364,0.9484639,0.9519937,0.95355403,0.9491238,0.9504739,0.9519851,0.95107806,0.94867724,0.9532702,0.951874,0.9553355,0.94725364,0.9478814,0.9534994,0.94794846,0.9999996,0.9521476,0.9481478,0.9508543,0.95366526,0.9513506,0.9505115,0.95235425,0.952086,0.95452905,0.9556675,0.9501086,0.9542738,0.9532548,0.9486586,0.95222545,0.9507722,0.95296717
TP53,0.9492183,0.95019835,0.95106566,0.9490896,0.94342774,0.9482061,0.95026624,0.94713616,0.94990146,0.94650364,0.9524507,0.9509427,0.9542249,0.9499706,0.95330524,0.94878894,0.94098306,0.9523384,0.9526487,0.9519717,0.9504343,0.9494803,0.9509424,0.9515935,0.94631636,0.9454016,0.958409,0.9453114,0.9495136,0.95155185,0.94700193,0.9480452,0.95026016,0.94774234,0.95338833,0.9477533,0.9561776,0.95441544,0.9501656,0.9508828,0.9603354,0.9520977,0.94953775,0.94230825,0.9508805,0.94901013,0.95098937,0.9525863,0.9438,0.94268745,0.9509182,0.9483019,0.9499369,0.9507411,0.9516682,0.9475827,0.9503374,0.95138884,0.95043457,0.9509287,0.951215,0.9525174,0.95771474,0.9524491,0.9491551,0.9494439,0.9474578,0.94752157,0.951271,0.954251,0.9515697,0.94851327,0.94509065,0.9525043,0.9463445,0.9500779,0.9488542,0.9522292,0.94356346,0.9413356,0.9525045,0.9437665,0.9521476,1.0000017,0.9496969,0.95143783,0.95181304,0.94950354,0.9473995,0.9518628,0.9507159,0.9520008,0.9521659,0.9440582,0.95355755,0.95038164,0.94948757,0.9524341,0.94755363,0.9514216
TRIT1,0.9568159,0.94791466,0.9515524,0.9536727,0.95290804,0.9644662,0.9551852,0.95870996,0.9615225,0.9587,0.94260883,0.9503002,0.950978,0.95656204,0.954599,0.9497753,0.9568488,0.95275474,0.94804853,0.9467675,0.95234066,0.95599467,0.9505496,0.9519932,0.9477642,0.9475907,0.9536834,0.94645566,0.95147777,0.94895726,0.9562974,0.95967805,0.9563063,0.9621811,0.9426254,0.9565781,0.95860994,0.9444662,0.9564332,0.9533783,0.9491484,0.9498191,0.9488162,0.9510454,0.95046014,0.957685,0.9506371,0.9600902,0.95976293,0.94941896,0.95092356,0.9630136,0.9595195,0.95455307,0.9495894,0.94491506,0.95055854,0.9507743,0.9465676,0.95585954,0.9552433,0.94661605,0.94976175,0.94826186,0.95624423,0.95260286,0.9499661,0.9515322,0.9476402,0.9540085,0.94372046,0.949251,0.9515551,0.945381,0.9619802,0.95531714,0.94986236,0.9485158,0.95072705,0.94744784,0.95189035,0.9530277,0.9481478,0.9496969,1.0000015,0.94559103,0.94668454,0.95137733,0.9520566,0.9480787,0.9556642,0.94947314,0.9498082,0.94802934,0.9451369,0.9569904,0.94921327,0.9538873,0.95705944,0.9508055
TRMT10A,0.9468794,0.95155615,0.9475383,0.94900054,0.94949275,0.94751614,0.9473962,0.94581026,0.9489722,0.94710004,0.9553937,0.9506419,0.95200866,0.9520229,0.954392,0.95057225,0.94860685,0.9537026,0.95193833,0.9539883,0.95161897,0.94668996,0.9513976,0.95365995,0.9486099,0.9497405,0.9496187,0.9502024,0.9483926,0.952601,0.9487982,0.9480647,0.94993675,0.9460251,0.95532733,0.9474079,0.9491498,0.9540659,0.95095885,0.9538428,0.94977385,0.9535997,0.9511126,0.9492537,0.9492445,0.947582,0.94962245,0.9514307,0.9453101,0.9474115,0.95104283,0.9523218,0.94613147,0.95118976,0.9511279,0.95201856,0.94859993,0.9561416,0.95406395,0.94742244,0.9509664,0.95304537,0.9539132,0.9558666,0.94943553,0.9497521,0.9506209,0.9487969,0.9517171,0.95112103,0.9515011,0.951308,0.946733,0.95469165,0.94626623,0.94748217,0.9507535,0.95372075,0.9489656,0.9473816,0.9534641,0.9513437,0.9508543,0.95143783,0.94559103,1.0000091,0.95608133,0.9504924,0.95020294,0.95110726,0.95136136,0.95086485,0.951108,0.9515173,0.9500871,0.94916403,0.9488764,0.9497673,0.9466088,0.9531181
