,AK3,ATF7IP2,ATP10D,ATXN7L3,BBS10,BEND3,BHLHE40,BNIP3L,BTLA,C11orf1,C12orf76,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,DTX1,EHF,EHMT1,ELOF1,FAHD1,FAM208A,FAM229B,FSD1,GLI3,HDHD3,HIST1H4I,HSPA4,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLHL17,KLRG1,KRTCAP2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,LZTS1,MAP3K9,MAP7D1,MAP7D3,MAPK8,MBOAT2,MGA,MOSMO,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RETN,RFX5,RNH1,RPL26L1,RPS6KA1,RYK,S100P,SAMHD1,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SLC25A4,SOX15,SPATA2,SUMF1,SYNE1,TCEAL1,TESPA1,THYN1,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TWIST1,ZDHHC5,ZFP14,ZGLP1,ZNF138,ZNF687,ZNF880
TESPA1,0.95397806,0.9504153,0.95090365,0.9556443,0.96610445,0.95639443,0.94498265,0.95097667,0.95305455,0.9580386,0.95536894,0.9547162,0.95366704,0.95235485,0.9526798,0.9493739,0.953965,0.95244336,0.94773126,0.94757736,0.9469937,0.95466274,0.94961405,0.954518,0.9475634,0.94963956,0.95670396,0.9541923,0.9570882,0.9493226,0.9535916,0.94986534,0.95438313,0.94802976,0.9506273,0.9510522,0.9496544,0.9551227,0.95327973,0.9509556,0.94721764,0.9524468,0.95099705,0.94614774,0.9522522,0.94690704,0.94993806,0.95103914,0.9514516,0.9511846,0.9462164,0.9546863,0.9499673,0.9484867,0.9443675,0.9488912,0.9570335,0.95584714,0.9539659,0.9462167,0.94981587,0.9603781,0.9489397,0.952054,0.9443222,0.949419,0.9515716,0.94229513,0.9472555,0.9521146,0.9543277,0.95078665,0.9520347,0.9577769,0.94874704,0.95653605,0.9492034,0.9493002,0.9485072,0.95665455,0.9583514,0.95179665,0.9498141,0.95228815,0.95147973,0.9563162,0.99999493,0.9506325,0.9439513,0.94724447,0.9467984,0.9509424,0.95888114,0.94891346,0.94951135,0.9531548,0.94852114,0.95166934,0.9547469,0.95276403
THYN1,0.94973904,0.9480761,0.94990134,0.9514155,0.959186,0.9486475,0.9544819,0.95439863,0.94899935,0.95596004,0.96050656,0.95230955,0.9524573,0.95690966,0.96056426,0.9556258,0.955517,0.9532751,0.9527162,0.94975674,0.9538459,0.95284605,0.946046,0.94884765,0.95148534,0.9519959,0.9496222,0.95173573,0.9528481,0.9568245,0.9484978,0.94915634,0.9504198,0.9498558,0.9479828,0.95378315,0.9518413,0.95072806,0.9505007,0.9497991,0.951003,0.9527047,0.9534761,0.9526138,0.9515817,0.9488531,0.9486877,0.94833434,0.9497448,0.9481685,0.94815844,0.9523923,0.95465183,0.9477324,0.9541423,0.95985496,0.956925,0.9456878,0.9489969,0.95278615,0.9549366,0.957596,0.9507276,0.95309544,0.9539089,0.9538133,0.949162,0.9557026,0.9495245,0.953566,0.94805545,0.95182097,0.9509826,0.9557682,0.95117396,0.95722497,0.9579579,0.95231044,0.95130295,0.9479004,0.9477305,0.94977164,0.9498002,0.95357585,0.9511832,0.9543071,0.9506325,0.9999905,0.9512778,0.9541426,0.949576,0.9489763,0.9576339,0.9518759,0.9492379,0.9576188,0.95016646,0.951435,0.94832265,0.95589113
TP53,0.94959867,0.9496375,0.95061004,0.9489329,0.94885737,0.9427896,0.95038354,0.94680095,0.94366765,0.9487695,0.9483991,0.95018965,0.9491145,0.95320284,0.95396465,0.9486542,0.94877416,0.94494903,0.9502418,0.9516123,0.949679,0.9507385,0.94513035,0.9396214,0.9498178,0.94773114,0.9489992,0.95007026,0.94342566,0.9607028,0.94045085,0.94942087,0.9503611,0.9504161,0.95076275,0.9444114,0.9507605,0.9417557,0.9524378,0.9485506,0.95219636,0.95089346,0.95203793,0.94996727,0.96160984,0.94915205,0.94918936,0.9351092,0.9513017,0.9490911,0.9507129,0.9420702,0.95015794,0.94995415,0.95620173,0.95377135,0.9476112,0.93716854,0.949653,0.9507043,0.9516939,0.9489491,0.95036757,0.9500489,0.9530224,0.95217174,0.9453125,0.95023173,0.9504077,0.9539463,0.9448346,0.94869,0.9505172,0.9509938,0.95927703,0.9514289,0.95132405,0.9473908,0.9505111,0.9452256,0.94405854,0.95020634,0.9534564,0.9507972,0.9456128,0.94176865,0.9439513,0.9512778,1.0000029,0.9475336,0.9488728,0.9507629,0.95187944,0.94856685,0.9507135,0.9500586,0.9600172,0.9432074,0.94317627,0.95233196
TRIT1,0.9513533,0.948213,0.9498017,0.9544877,0.95493126,0.9556085,0.95962167,0.95373017,0.9527963,0.9466808,0.95539546,0.94579154,0.9456865,0.9487436,0.95104873,0.95133716,0.9512216,0.962343,0.95213664,0.94475377,0.9483111,0.94737047,0.95149505,0.95030797,0.9481538,0.9503285,0.95096225,0.94407475,0.9470873,0.95252895,0.94966286,0.94677174,0.94281846,0.94791985,0.94427335,0.96028405,0.9517807,0.9595759,0.943572,0.9578826,0.95775,0.94532454,0.9473851,0.95680994,0.948956,0.9472193,0.9483743,0.9533347,0.95079464,0.9473857,0.94175804,0.9587576,0.95295864,0.95012367,0.9580408,0.94728845,0.9581974,0.9453341,0.9479119,0.953941,0.9485357,0.95386434,0.95052594,0.9490801,0.9437242,0.94615024,0.95101714,0.96183723,0.9515912,0.9378998,0.950723,0.95388556,0.9507619,0.9442932,0.9498025,0.94757617,0.9482571,0.96118236,0.9485345,0.95014524,0.95335454,0.94643885,0.94277674,0.95091796,0.95057607,0.9532154,0.94724447,0.9541426,0.9475336,1.0000072,0.94401795,0.9474565,0.9501493,0.9545022,0.94830024,0.94618714,0.94344866,0.9494213,0.95571053,0.94551307
TRMT10A,0.9429517,0.9500279,0.94923896,0.94649625,0.9479695,0.94909465,0.9483126,0.948425,0.9490811,0.9487213,0.9481542,0.95177186,0.9509143,0.95079786,0.95021015,0.9519118,0.9486927,0.9430774,0.95288855,0.95055735,0.9522357,0.95016253,0.9470903,0.94716924,0.95416033,0.95201075,0.9473924,0.9498112,0.950949,0.9478317,0.94887984,0.9514563,0.9507776,0.95172703,0.95287144,0.9445973,0.9527836,0.9484488,0.95285875,0.94764185,0.94742286,0.9487511,0.95262015,0.9501115,0.9476095,0.95223945,0.9498076,0.94932103,0.94804275,0.95078814,0.9539609,0.947361,0.95105183,0.9507926,0.95112896,0.9487018,0.94613415,0.94963574,0.94770294,0.9527398,0.94910794,0.94669396,0.95476776,0.95064455,0.9582074,0.95656,0.9487444,0.9509547,0.94807625,0.95662785,0.9487074,0.9430847,0.9476142,0.9505514,0.951216,0.94415087,0.9519713,0.94827324,0.9500343,0.94919723,0.9483075,0.95146054,0.9565861,0.9481945,0.9479765,0.9439721,0.9467984,0.949576,0.9488728,0.94401795,1.0000067,0.9557347,0.94528306,0.9483087,0.949971,0.9512157,0.9506811,0.9510927,0.9462439,0.9528398
TRPM2,0.94770044,0.95243704,0.95056784,0.95264375,0.95145774,0.953884,0.9475007,0.94873023,0.9502263,0.95150745,0.9503191,0.9526851,0.9511881,0.95264274,0.9558545,0.9527714,0.9516123,0.94402665,0.9525368,0.9492184,0.9489318,0.95333195,0.94751924,0.9493996,0.9555662,0.95292616,0.95257366,0.9540519,0.9530907,0.94834566,0.9482361,0.95228434,0.955676,0.94941056,0.953285,0.94434154,0.9526323,0.9496025,0.9569623,0.9471941,0.94951403,0.9510594,0.9573301,0.95084596,0.9498647,0.9483127,0.95098317,0.9479862,0.9513697,0.95475334,0.9510543,0.94852966,0.9521541,0.95031583,0.9482314,0.9502334,0.95063025,0.9543947,0.95378435,0.95422095,0.94776297,0.9544207,0.9556072,0.9526043,0.95348936,0.9535004,0.95161086,0.94820654,0.94938684,0.9594886,0.95129985,0.9465529,0.9487044,0.95505,0.95374316,0.95128465,0.95342743,0.94791603,0.95107985,0.95218956,0.9529444,0.95044076,0.95709896,0.95229423,0.9477557,0.949117,0.9509424,0.9489763,0.9507629,0.9474565,0.9557347,0.99999905,0.95096064,0.9486489,0.9487875,0.95268476,0.9522194,0.95085233,0.94852316,0.95509773
TRPV2,0.9599303,0.9488484,0.948947,0.9557636,0.96094364,0.95293206,0.94864905,0.9498937,0.95228446,0.9564998,0.95641387,0.9564899,0.95600516,0.95552796,0.9596534,0.95799774,0.955765,0.95310223,0.95025074,0.94853103,0.95184755,0.95697254,0.9490744,0.9508121,0.9468862,0.9514098,0.95334965,0.9536278,0.9593974,0.9520955,0.95008355,0.9488264,0.9565967,0.94746304,0.9501425,0.9546144,0.9532387,0.9522295,0.9528195,0.94675523,0.9505447,0.9503933,0.95404845,0.94677186,0.95037735,0.9474408,0.94836664,0.94815266,0.95198077,0.95189416,0.9476659,0.9524016,0.9538161,0.9492921,0.94667935,0.9557899,0.95848435,0.95099103,0.95457566,0.9468078,0.9564165,0.9688075,0.9531848,0.95319253,0.94749236,0.9509227,0.94969904,0.94706076,0.949057,0.9570605,0.95017624,0.950326,0.9538583,0.96260434,0.953067,0.9629621,0.95165294,0.9484578,0.9519509,0.9525669,0.95203173,0.95208347,0.95012563,0.9565677,0.952023,0.9556873,0.95888114,0.9576339,0.95187944,0.9501493,0.94528306,0.95096064,1.0000056,0.95187503,0.94792104,0.9600483,0.9513995,0.95017314,0.95150703,0.9589518
TWIST1,0.9518933,0.9485034,0.9525513,0.9516573,0.9494078,0.95123535,0.9516967,0.9509025,0.9512644,0.9477432,0.95028603,0.9507798,0.9519267,0.95096934,0.9499615,0.950915,0.95157784,0.95376354,0.9505804,0.9492755,0.94903904,0.9522743,0.95082164,0.94903535,0.95021176,0.9501382,0.94812876,0.9498689,0.94782174,0.9507195,0.9502528,0.95032054,0.95197946,0.9502184,0.9497955,0.95335907,0.95085025,0.9522446,0.9505993,0.95065904,0.95254046,0.95186347,0.94879997,0.9532898,0.95021373,0.9482854,0.9497341,0.9489758,0.9513189,0.94695884,0.9486917,0.95114297,0.94990623,0.95388746,0.9510344,0.94875824,0.95247483,0.94848466,0.9523842,0.9506046,0.9510877,0.95217156,0.9513744,0.9529632,0.94582236,0.94931257,0.9522635,0.9541083,0.9524048,0.9461353,0.9510159,0.952904,0.9500284,0.9485067,0.9510587,0.95200026,0.95197743,0.9526521,0.9519522,0.9525509,0.9513096,0.94839454,0.9467472,0.95059645,0.95061904,0.95045555,0.94891346,0.9518759,0.94856685,0.9545022,0.9483087,0.9486489,0.95187503,1.0000079,0.95115167,0.95010966,0.947957,0.9502917,0.95106393,0.9501997
ZDHHC5,0.94743043,0.9504893,0.95113415,0.9494754,0.9484891,0.94956017,0.94818085,0.950458,0.9491935,0.9488975,0.9480762,0.9525427,0.9479112,0.950431,0.95006615,0.9461496,0.94811755,0.9492585,0.95044065,0.95428574,0.94841397,0.94993526,0.9486247,0.94859385,0.9517435,0.9472599,0.94933814,0.9496659,0.947568,0.9510057,0.9501225,0.9520365,0.94966084,0.9556967,0.954491,0.9490099,0.9497242,0.94848454,0.9508934,0.94950104,0.95090866,0.95163536,0.9491978,0.94983447,0.95082426,0.9524987,0.951831,0.9475164,0.9508902,0.9468571,0.95058304,0.94899005,0.94613785,0.9531371,0.95043707,0.9494996,0.9487588,0.9481706,0.95079005,0.94864446,0.94916046,0.9493825,0.9494856,0.95254606,0.9469093,0.95023423,0.949369,0.94849527,0.951155,0.9479257,0.9506155,0.9512656,0.9490123,0.9490328,0.95033497,0.9483735,0.95167834,0.949302,0.95162535,0.94986796,0.95128983,0.9502826,0.9489213,0.9473273,0.94868827,0.94602394,0.94951135,0.9492379,0.9507135,0.94830024,0.949971,0.9487875,0.94792104,0.95115167,0.99999964,0.94901055,0.95056576,0.9488559,0.9495875,0.94820344
ZFP14,0.9513605,0.9501886,0.95067674,0.9509482,0.9550362,0.95110303,0.95313776,0.95325637,0.9516653,0.9560275,0.9556124,0.955213,0.9542903,0.95601285,0.9541819,0.9553687,0.95622194,0.94548845,0.9544939,0.95122015,0.9557116,0.956097,0.9495204,0.94942904,0.9502606,0.951704,0.9506683,0.95441264,0.95528466,0.9525118,0.9505385,0.9504004,0.95361793,0.9495132,0.9518393,0.9485436,0.95575225,0.9528693,0.9556938,0.94747233,0.9491832,0.9531708,0.95358974,0.9501828,0.950101,0.9513139,0.94879854,0.9495142,0.94969976,0.9524662,0.9515389,0.9519644,0.9550074,0.9491883,0.94937986,0.95622075,0.9540616,0.9506214,0.9508478,0.9532216,0.9532427,0.95975596,0.9571392,0.9545431,0.9533475,0.9539373,0.94931835,0.9492845,0.9455453,0.9600832,0.9481024,0.9464033,0.95166594,0.9601071,0.9534146,0.95730937,0.9527421,0.94749534,0.9523604,0.9503241,0.9478649,0.9543386,0.95559466,0.9536463,0.95029724,0.95109683,0.9531548,0.9576188,0.9500586,0.94618714,0.9512157,0.95268476,0.9600483,0.95010966,0.94901055,1.0000075,0.9513539,0.95112884,0.94813555,0.9618992
ZGLP1,0.94796556,0.94943047,0.9511792,0.94841075,0.9501095,0.9478163,0.9449958,0.9485737,0.94595224,0.9487758,0.9485561,0.95350516,0.94897586,0.95151025,0.95393825,0.9490361,0.9499323,0.9436688,0.9494137,0.9520338,0.948703,0.9504851,0.94503653,0.9447889,0.9508713,0.9480372,0.94841164,0.95126975,0.94634944,0.95396817,0.94674915,0.95223093,0.95379746,0.9498018,0.95251024,0.94367766,0.9516148,0.94442517,0.9553335,0.9472815,0.9521513,0.9530616,0.95232505,0.9484999,0.9594077,0.94986534,0.95088285,0.9431964,0.9503777,0.94751155,0.9510515,0.9448255,0.94820637,0.9504718,0.9503271,0.9541492,0.9471826,0.9479552,0.9522027,0.94694144,0.9485796,0.9512856,0.9512611,0.95237947,0.95276755,0.95234716,0.948525,0.9450555,0.95168865,0.9583505,0.9490853,0.9487092,0.948418,0.9521347,0.9551455,0.9511549,0.95092946,0.9455842,0.9518499,0.9506947,0.9503236,0.9500104,0.955157,0.9494644,0.9451841,0.94449574,0.94852114,0.95016646,0.9600172,0.94344866,0.9506811,0.9522194,0.9513995,0.947957,0.95056576,0.9513539,1.0000042,0.9460362,0.944479,0.95039785
ZNF138,0.94751126,0.9492964,0.9506806,0.95003754,0.95238113,0.9538994,0.95066905,0.95302784,0.9520832,0.9506276,0.95211226,0.94919175,0.9517614,0.94927603,0.9504547,0.9518583,0.95072925,0.9508469,0.94881433,0.9479854,0.94838953,0.95036095,0.95025015,0.95197564,0.9495006,0.95027304,0.9505111,0.94962746,0.9537382,0.94838417,0.9525228,0.9499301,0.9505568,0.94937605,0.9493938,0.9524853,0.94883066,0.9528249,0.949655,0.95006853,0.94913405,0.94863325,0.9474892,0.94928044,0.9456158,0.9476341,0.9493957,0.95444596,0.9491223,0.9499709,0.94879633,0.95433897,0.94843405,0.9502311,0.94873244,0.9493078,0.9507282,0.95336086,0.9503361,0.9514823,0.95013356,0.9520577,0.9509415,0.950884,0.9481711,0.9503099,0.95150536,0.9504365,0.94701284,0.94958067,0.9504447,0.94646,0.94836867,0.9507493,0.9473299,0.9508158,0.95192635,0.95164996,0.950929,0.9504472,0.9511761,0.94899195,0.9496882,0.9495397,0.9511547,0.95159286,0.95166934,0.951435,0.9432074,0.9494213,0.9510927,0.95085233,0.95017314,0.9502917,0.9488559,0.95112884,0.9460362,1.0000012,0.9499899,0.95046484
ZNF687,0.9498061,0.9513936,0.9494076,0.95383936,0.95040333,0.95433235,0.9488558,0.952975,0.95804834,0.9492258,0.95016766,0.9487348,0.9450729,0.94493747,0.94754,0.94765705,0.95226914,0.9578484,0.9487925,0.9459274,0.9447245,0.9479135,0.95334685,0.9577247,0.94900453,0.94732994,0.95140105,0.9489976,0.94924426,0.94613683,0.957129,0.94867015,0.9481081,0.94851,0.9466096,0.95315146,0.94929576,0.95620507,0.94714576,0.95216936,0.95093024,0.94910455,0.9492581,0.9491802,0.94608665,0.94699854,0.9495141,0.95601445,0.95041853,0.94761074,0.94462556,0.9558029,0.94523966,0.9498426,0.94972456,0.9448838,0.9513067,0.952965,0.9495087,0.94814175,0.94698393,0.9524002,0.9494718,0.9512305,0.94096375,0.94564867,0.9514434,0.9501611,0.94753635,0.9426897,0.95594096,0.955663,0.94999003,0.9474905,0.9449904,0.95045245,0.94935364,0.9530511,0.94945425,0.9540294,0.9555135,0.9485245,0.94419503,0.94897723,0.9507859,0.95087457,0.9547469,0.94832265,0.94317627,0.95571053,0.9462439,0.94852316,0.95150703,0.95106393,0.9495875,0.94813555,0.944479,0.9499899,0.9999916,0.94608796
ZNF880,0.95166075,0.9502648,0.95002675,0.95441365,0.9557542,0.94962937,0.9522201,0.9506272,0.95013285,0.9550051,0.95371395,0.9554646,0.9577905,0.9594616,0.9550152,0.95372283,0.9552732,0.94593453,0.9564003,0.9511629,0.95613694,0.9570669,0.94807315,0.9491167,0.9505475,0.9535806,0.95182127,0.95469624,0.95610416,0.95283484,0.94803524,0.9503568,0.9557121,0.9480717,0.95323646,0.94674945,0.95409715,0.95011646,0.95571196,0.944604,0.9488532,0.9516561,0.9563418,0.95221066,0.95102835,0.9498515,0.9490794,0.9465337,0.94973934,0.95277053,0.9515604,0.9504957,0.9567319,0.9487047,0.94997525,0.9567748,0.9560032,0.94892657,0.95277834,0.9538738,0.9556924,0.958157,0.95506865,0.9523119,0.9560746,0.956105,0.9489054,0.94988054,0.94751847,0.96017504,0.94841933,0.9458059,0.9527589,0.96191585,0.95679975,0.95612484,0.95301527,0.9467952,0.95074314,0.9491296,0.9464503,0.9525653,0.9580899,0.9566089,0.9525439,0.95235586,0.95276403,0.95589113,0.95233196,0.94551307,0.9528398,0.95509773,0.9589518,0.9501997,0.94820344,0.9618992,0.95039785,0.95046484,0.94608796,0.99998784
